,Numero,TypeVoie,NbPieces,prixm2,periode_construction,Arrondissement,lon,lat,Quartier,score_jardin,score_monument,score_metro
71,22.0,RUE,2.0,14.45945945945946,2.0,3,2.361256,48.865759999999995,10,6.906635168275778,0.5022285882352941,0.26428842916891515
72,22.0,RUE,3.0,13.98235294117647,2.0,3,2.361256,48.865759999999995,10,6.906635168275778,0.5022285882352941,0.26428842916891515
73,28.0,RUE,3.0,14.27246376811594,2.0,2,2.340907,48.870222999999996,6,2.576100585634385,0.55,0.17751540660600948
74,26.0,RUE,3.0,10.032,3.0,1,2.345559,48.864215,2,5.985586842856998,0.7500000000000001,0.2513686081253898
75,26.0,RUE,2.0,5.454545454545454,3.0,1,2.345559,48.864215,2,5.985586842856998,0.7500000000000001,0.2513686081253898
76,30.0,RUE,3.0,14.116666666666667,3.0,8,2.304913,48.869267,29,1.5534180570023761,0.5249726323529412,0.18664901338004725
77,2.0,RUE,2.0,6.95,3.0,13,2.361145,48.833634,49,8.552463512092013,0.2,0.1752282525690452
78,18.0,RUE,5.0,16.137369127516777,3.0,17,2.290152,48.882915000000004,65,26.08151073477083,0.35000000000000003,0.06955983622966407
79,18.0,RUE,3.0,9.753246753246753,3.0,17,2.290152,48.882915000000004,65,26.08151073477083,0.35000000000000003,0.06955983622966407
80,18.0,RUE,3.0,9.324324324324325,3.0,17,2.290152,48.882915000000004,65,26.08151073477083,0.35000000000000003,0.06955983622966407
81,26.0,RUE,2.0,10.54054054054054,3.0,4,2.3620400000000004,48.853735,15,3.455833479116111,0.55,0.231153781671959
82,26.0,RUE,1.0,15.833333333333334,3.0,4,2.3620400000000004,48.853735,15,3.455833479116111,0.55,0.231153781671959
83,11.0,BD,1.0,9.538461538461538,3.0,8,2.325825,48.882989,32,2.85112433074834,0.35000000000000003,0.1568287938450774
84,16.0,RUE,1.0,9.9375,3.0,20,2.400012,48.86837,79,3.248958175434208,0.0,0.1076437132877971
85,20.0,QUAI,2.0,11.521739130434783,2.0,1,2.343655,48.858292999999996,1,29.983192152028675,0.8,0.25741661536117505
86,18.0,RUE,2.0,10.863157894736842,2.0,11,2.368466,48.865296,41,4.947556688714066,0.30000000000000004,0.27689142258868527
87,14.0,RUE,4.0,10.256410256410257,3.0,8,2.320487,48.879478000000006,32,1.8915342578397194,0.5,0.7403546412343165
88,14.0,RUE,2.0,13.017241379310345,3.0,3,2.362321,48.860159,11,19.282576730366156,0.45222858823529416,0.10172338349767451
89,55.0,AV,3.0,10.0,3.0,16,2.2699130000000003,48.848078,61,3.7397878215843003,0.15000000000000002,0.04711533561847596
90,55.0,AV,3.0,9.902912621359222,3.0,16,2.2699130000000003,48.848078,61,3.7397878215843003,0.15000000000000002,0.04711533561847596
91,55.0,AV,1.0,9.848484848484848,3.0,16,2.2699130000000003,48.848078,61,3.7397878215843003,0.15000000000000002,0.04711533561847596
92,62.0,RUE,2.0,12.98076923076923,3.0,2,2.347036,48.865198,8,3.2961943644885587,0.7500000000000001,0.2513686081253898
93,20.0,RUE,2.0,15.586170212765957,3.0,2,2.347357,48.865131,8,3.2611303881994673,0.7500000000000001,0.26183586307243134
94,6.0,RUE,1.0,11.35,3.0,3,2.359254,48.864902,9,11.27258967166314,0.5022285882352941,0.27530631460938065
95,6.0,RUE,1.0,12.663636363636364,3.0,3,2.359254,48.864902,9,11.27258967166314,0.5022285882352941,0.27530631460938065
96,6.0,RUE,1.0,13.0,3.0,3,2.359254,48.864902,9,11.27258967166314,0.5022285882352941,0.27530631460938065
97,8.0,RUE,1.0,12.083333333333334,3.0,17,2.288374,48.879415,65,2.0952723526726427,0.3749726323529412,0.1286872269016472
98,58.0,RUE,2.0,8.866666666666667,3.0,20,2.392636,48.875006,77,4.333312992881317,0.05,0.04738729154989071
99,58.0,RUE,2.0,9.452380952380953,3.0,20,2.392636,48.875006,77,4.333312992881317,0.05,0.04738729154989071
100,50.0,RUE,1.0,16.5,2.0,3,2.358333,48.859136,11,17.37611460110228,0.6000000000000001,0.1925229932226694
101,10.0,RUE,2.0,10.5,2.0,20,2.38956,48.869305,77,4.0939163961826575,0.1,0.06169265612613381
102,10.0,RUE,2.0,8.275862068965518,2.0,20,2.38956,48.869305,77,4.0939163961826575,0.1,0.06169265612613381
103,47.0,BD,1.0,13.25,2.0,4,2.36781,48.852923,15,4.307117878041208,0.30000000000000004,0.25715366974692544
104,12.0,RUE,7.0,10.572687224669604,2.0,8,2.305218,48.879133,32,15.249414689002403,0.5249726323529412,0.06208196518145954
105,12.0,RUE,3.0,20.869565217391305,2.0,8,2.305218,48.879133,32,15.249414689002403,0.5249726323529412,0.06208196518145954
106,31.0,RUE,1.0,8.035714285714286,2.0,13,2.3724279999999998,48.824956,50,2.7131596365311563,0.05,0.30901530334323835
107,108.0,RUE,1.0,10.8125,2.0,16,2.267059,48.856433,62,11.05230482601313,0.25,0.062445283538920954
108,32.0,RUE,1.0,14.444444444444445,3.0,3,2.359112,48.863031,10,4.173428873813199,0.5022285882352941,0.25961791327702693
109,32.0,RUE,1.0,13.461538461538462,3.0,3,2.359112,48.863031,10,4.173428873813199,0.5022285882352941,0.25961791327702693
110,10.0,AV,3.0,10.064935064935066,3.0,17,2.2926130000000002,48.874908000000005,65,5.623891563281327,0.5249726323529412,0.1468242288523574
111,10.0,RUE,1.0,13.235294117647058,3.0,4,2.360051,48.855810999999996,14,5.7142693425149105,0.6000000000000001,0.231153781671959
112,18.0,RUE,2.0,13.24561403508772,3.0,3,2.358702,48.864999,9,6.127117816579345,0.5022285882352941,0.27530631460938065
113,18.0,RUE,2.0,14.215686274509803,3.0,3,2.358702,48.864999,9,6.127117816579345,0.5022285882352941,0.27530631460938065
114,7.0,RUE,2.0,5.847222222222222,3.0,11,2.376578,48.868398,41,3.459898516552806,0.25,0.1679351673265564
115,7.0,RUE,2.0,10.675675675675675,3.0,11,2.376578,48.868398,41,3.459898516552806,0.25,0.1679351673265564
116,7.0,RUE,1.0,9.0,3.0,11,2.376578,48.868398,41,3.459898516552806,0.25,0.1679351673265564
117,115.0,RUE,1.0,10.555555555555555,3.0,15,2.3005430000000002,48.836985999999996,57,2.726707270609866,0.25,0.08252757542259229
118,25.0,RUE,3.0,8.206060606060607,3.0,16,2.2625290000000002,48.838846999999994,61,1.3835331384938565,0.0,0.08094728154937723
119,19.0,RUE,2.0,7.35,3.0,20,2.391248,48.874368,77,2.5156376640574454,0.05,0.059234114437363386
120,11.0,RUE,7.0,12.857142857142858,3.0,8,2.299369,48.874526,30,2.607871494197052,0.5249726323529412,0.1468242288523574
121,11.0,RUE,7.0,10.952380952380953,3.0,8,2.299369,48.874526,30,2.607871494197052,0.5249726323529412,0.1468242288523574
122,11.0,RUE,1.0,11.481481481481481,3.0,8,2.299369,48.874526,30,2.607871494197052,0.5249726323529412,0.1468242288523574
123,11.0,RUE,5.0,13.172413793103448,3.0,8,2.299369,48.874526,30,2.607871494197052,0.5249726323529412,0.1468242288523574
124,11.0,RUE,3.0,12.5,3.0,8,2.299369,48.874526,30,2.607871494197052,0.5249726323529412,0.1468242288523574
125,223.0,RUE,4.0,14.419754545454545,3.0,3,2.352981,48.86432,12,2.6204695707186247,0.6022285882352941,0.2720606841732488
126,16.0,RUE,3.0,7.125,3.0,16,2.257372,48.842094,61,2.206829211318606,0.0,0.08094728154937723
127,110.0,RUE,2.0,11.621621621621621,3.0,18,2.335071,48.890514,69,4.490383735658358,0.20441176470588235,0.06264923582225226
128,16.0,RUE,1.0,12.222222222222221,3.0,19,2.3738669999999997,48.882591,73,1.600671008563274,0.15000000000000002,0.10993439480135986
129,32.0,RUE,2.0,10.752,1.0,3,2.354692,48.862659,12,9.870422355064703,0.5522285882352941,0.26395923582342545
130,35.0,BD,1.0,7.6,3.0,8,2.322674,48.882349,32,1.3576526909568802,0.35000000000000003,0.13623206134430413
131,35.0,BD,1.0,10.710526315789474,3.0,8,2.322674,48.882349,32,1.3576526909568802,0.35000000000000003,0.13623206134430413
132,52.0,RUE,4.0,10.547945205479452,3.0,11,2.377751,48.853001,44,3.293218999327556,0.25,0.20572293579754036
133,49.0,RUE,1.0,10.62478787878788,3.0,15,2.307044,48.843709000000004,58,3.614407116402089,0.55,0.07029075128094917
134,49.0,RUE,2.0,9.891666666666667,3.0,15,2.307044,48.843709000000004,58,3.614407116402089,0.55,0.07029075128094917
135,243.0,RUE,2.0,13.657692307692308,3.0,20,2.3979779999999997,48.865326,79,4.608678454453093,0.0,0.1329434363652412
136,118.0,RUE,5.0,13.698630136986301,3.0,3,2.364789,48.863464,10,2.5453839015012893,0.40222858823529417,0.2658992932024079
137,12.0,RUE,2.0,27.140078,3.0,9,2.328321,48.878916,33,2.0044570404653475,0.5,0.7405281367684803
138,12.0,RUE,3.0,16.96254875,3.0,9,2.328321,48.878916,33,2.0044570404653475,0.5,0.7405281367684803
139,97.0,RUE,3.0,10.673076923076923,3.0,2,2.3435580000000003,48.868012,7,1.8747789034820137,0.7000000000000001,0.2513686081253898
140,97.0,RUE,2.0,12.27659574468085,3.0,2,2.3435580000000003,48.868012,7,1.8747789034820137,0.7000000000000001,0.2513686081253898
141,49.0,RUE,1.0,11.166666666666666,1.0,3,2.357759,48.868116,9,2.052490941650054,0.5022285882352941,0.25961791327702693
142,49.0,RUE,4.0,13.111413043478262,1.0,3,2.357759,48.868116,9,2.052490941650054,0.5022285882352941,0.25961791327702693
143,146.0,BD,5.0,9.152087912087913,1.0,10,2.3515770000000003,48.881566,37,2.2527781041546677,0.40441176470588236,0.8
144,146.0,BD,3.0,10.258620689655173,1.0,10,2.3515770000000003,48.881566,37,2.2527781041546677,0.40441176470588236,0.8
145,15.0,RUE,1.0,11.041666666666666,1.0,15,2.3034950000000003,48.838910999999996,57,4.769566828549842,0.30000000000000004,0.09600006835952433
146,15.0,RUE,1.0,10.178571428571429,1.0,15,2.3034950000000003,48.838910999999996,57,4.769566828549842,0.30000000000000004,0.09600006835952433
147,15.0,RUE,1.0,12.75,1.0,15,2.3034950000000003,48.838910999999996,57,4.769566828549842,0.30000000000000004,0.09600006835952433
148,17.0,RUE,2.0,12.466666666666667,4.0,8,2.3203009999999997,48.871482,31,2.37141719656564,0.7177030882352942,0.7340267392894059
149,9.0,AV,2.0,13.152173913043478,4.0,7,2.308482,48.849559,27,1.4900995372686188,0.6677676323529412,0.06989517332874162
150,31.0,RUE,1.0,8.4,4.0,10,2.368569,48.875766999999996,40,14.92539973635898,0.30000000000000004,0.09129509895451773
151,3.0,RUE,6.0,12.941176470588236,4.0,17,2.304239,48.882785999999996,66,2.394709307824127,0.4,0.07889183032117987
152,3.0,RUE,5.0,12.666044025157234,4.0,17,2.304239,48.882785999999996,66,2.394709307824127,0.4,0.07889183032117987
153,29.0,RUE,4.0,10.052631578947368,3.0,8,2.323502,48.881208,32,1.3426801696216133,0.45,0.7447957655576481
154,1.0,RUE,2.0,11.733333333333333,2.0,1,2.345668,48.858158,1,10.776204716367134,0.8,0.29347428952534593
155,15.0,RUE,1.0,10.590909090909092,2.0,3,2.3662490000000003,48.857759,11,4.0793123316352675,0.35000000000000003,0.21169670177418384
156,15.0,RUE,3.0,10.7,2.0,3,2.3662490000000003,48.857759,11,4.0793123316352675,0.35000000000000003,0.21169670177418384
157,6.0,RUE,3.0,9.6875,2.0,20,2.383578,48.867540999999996,77,8.446140892205737,0.1,0.08932953971866303
158,19.0,RUE,1.0,6.54,2.0,4,2.3637479999999997,48.855817,14,7.678213570823539,0.35000000000000003,0.20572293579754036
159,37.0,BD,1.0,8.428571428571429,3.0,8,2.322511,48.882315999999996,32,1.3260059154662884,0.4,0.13623206134430413
160,37.0,BD,3.0,13.884,3.0,8,2.322511,48.882315999999996,32,1.3260059154662884,0.4,0.13623206134430413
161,35.0,RUE,5.0,13.478260869565217,3.0,8,2.315096,48.876497,32,1.9833777803585066,0.55,0.7340267392894059
162,28.0,PL,2.0,12.195121951219512,2.0,8,2.325858,48.870699,31,2.006018153087492,0.7177030882352942,0.7671623996648975
163,1.0,RUE,6.0,10.561497326203208,6.0,1,2.348175,48.860339,2,3.6131027885613314,0.8500000000000001,0.29347428952534593
164,1.0,RUE,1.0,11.153846153846153,6.0,18,2.328655,48.885828000000004,69,12.864999077356854,0.35000000000000003,0.1254630350760619
165,1.0,RUE,2.0,7.919047619047619,6.0,19,2.3780669999999997,48.888754,73,8.856625197733498,0.1,0.08497181166857191
166,1.0,RUE,2.0,8.095238095238095,6.0,19,2.3780669999999997,48.888754,73,8.856625197733498,0.1,0.08497181166857191
167,1.0,RUE,4.0,6.186144578313254,6.0,19,2.3780669999999997,48.888754,73,8.856625197733498,0.1,0.08497181166857191
168,1.0,RUE,4.0,6.7302409638554215,6.0,19,2.3780669999999997,48.888754,73,8.856625197733498,0.1,0.08497181166857191
169,1.0,RUE,3.0,7.492957746478873,6.0,19,2.3780669999999997,48.888754,73,8.856625197733498,0.1,0.08497181166857191
170,1.0,RUE,3.0,7.24054054054054,6.0,19,2.3780669999999997,48.888754,73,8.856625197733498,0.1,0.08497181166857191
171,1.0,RUE,2.0,9.33547619047619,6.0,19,2.3780669999999997,48.888754,73,8.856625197733498,0.1,0.08497181166857191
172,5.0,RUE,3.0,5.5588235294117645,6.0,19,2.377442,48.889055,73,5.141718354735572,0.1,0.1062147645857149
173,5.0,RUE,3.0,8.014705882352942,6.0,19,2.377442,48.889055,73,5.141718354735572,0.1,0.1062147645857149
174,10.0,RUE,5.0,8.98989898989899,6.0,19,2.375987,48.88836,73,3.2291828322515874,0.1,0.11683996210191772
175,10.0,RUE,5.0,8.004545454545456,6.0,19,2.375987,48.88836,73,3.2291828322515874,0.1,0.11683996210191772
176,6.0,RUE,2.0,8.695652173913043,6.0,19,2.376662,48.888255,73,2.698693209321109,0.1,0.11683996210191772
177,87.0,BD,5.0,12.413793103448276,4.0,3,2.367475,48.858955,11,3.203980475584445,0.30000000000000004,0.21169670177418384
178,14.0,RUE,1.0,10.454545454545455,4.0,11,2.371814,48.865463,41,2.301870743234247,0.30000000000000004,0.25961791327702693
179,42.0,RUE,3.0,8.455882352941176,4.0,15,2.2980490000000002,48.833048,57,14.38795302364501,0.15000000000000002,0.08252757542259229
180,42.0,RUE,4.0,8.012345679012345,4.0,15,2.2980490000000002,48.833048,57,14.38795302364501,0.15000000000000002,0.08252757542259229
181,36.0,RUE,1.0,6.0,4.0,19,2.378301,48.890827,73,3.8141578041517024,0.1325469411764706,0.1062147645857149
182,16.0,RUE,2.0,12.444444444444445,1.0,3,2.3560849999999998,48.862261,12,9.077681188120202,0.5022285882352941,0.1925229932226694
183,10.0,RUE,1.0,12.1875,1.0,8,2.298795,48.871043,29,1.3969398071093788,0.5249726323529412,0.17529920099526464
184,10.0,RUE,2.0,12.066666666666666,1.0,8,2.298795,48.871043,29,1.3969398071093788,0.5249726323529412,0.17529920099526464
185,17.0,RUE,2.0,11.11111111111111,11.0,8,2.3196470000000002,48.87966,32,2.2623407908509128,0.5,0.7340267392894059
186,19.0,RUE,4.0,10.465116279069768,3.0,8,2.315934,48.872459,31,2.2417519997009308,0.6677030882352941,0.757132105993085
187,19.0,RUE,7.0,11.217763157894737,3.0,8,2.315934,48.872459,31,2.2417519997009308,0.6677030882352941,0.757132105993085
188,14.0,RUE,2.0,10.222222222222221,3.0,5,2.346407,48.844921,20,2.40992095395383,0.7,0.06770270974729775
189,9.0,BD,4.0,9.23076923076923,3.0,10,2.375961,48.87267,40,3.3197198914290618,0.25,0.20991895915819547
190,9.0,BD,4.0,10.838235294117647,3.0,10,2.375961,48.87267,40,3.3197198914290618,0.25,0.20991895915819547
191,79.0,RUE,4.0,8.522727272727273,0.0,3,2.354059,48.86804,9,10.872457561011593,0.5522285882352941,0.18624773358650867
192,79.0,RUE,2.0,12.4,0.0,3,2.354059,48.86804,9,10.872457561011593,0.5522285882352941,0.18624773358650867
193,64.0,RUE,2.0,13.484848484848484,0.0,9,2.327125,48.880047,33,1.5137835831826116,0.45,0.7405281367684803
194,36.0,RUE,3.0,10.546875,3.0,8,2.324464,48.882428000000004,32,1.9143195158862159,0.35000000000000003,0.1254630350760619
195,36.0,RUE,1.0,12.7425,3.0,8,2.324464,48.882428000000004,32,1.9143195158862159,0.35000000000000003,0.1254630350760619
196,15.0,RUE,2.0,21.052380952380954,3.0,7,2.302233,48.85714,28,4.400982213566508,0.6412838676470589,0.06989517332874162
197,15.0,RUE,1.0,27.63125,3.0,7,2.302233,48.85714,28,4.400982213566508,0.6412838676470589,0.06989517332874162
198,14.0,RUE,3.0,11.83673469387755,3.0,11,2.375289,48.854384,43,2.9208875033741935,0.30000000000000004,0.20572293579754036
199,138.0,RUE,4.0,10.341176470588236,3.0,17,2.3053939999999997,48.889216999999995,67,3.498651263563222,0.2,0.03732797636606322
200,2.0,RUE,7.0,10.829493087557603,3.0,8,2.310882,48.876588,32,4.611562913824036,0.55,0.09242146681471641
201,19.0,RUE,3.0,12.727272727272727,3.0,16,2.275643,48.853325,62,7.843870769118616,0.30000000000000004,0.062445283538920954
202,86.0,RUE,3.0,11.43,5.0,8,2.315624,48.878709,32,2.4262778196132326,0.55,0.09242146681471641
203,8.0,RUE,3.0,15.936808333333333,3.0,8,2.308627,48.872509,30,2.1187873338877097,0.5677030882352941,0.1617865996326184
204,8.0,RUE,1.0,9.2,3.0,8,2.308627,48.872509,30,2.1187873338877097,0.5677030882352941,0.1617865996326184
205,33.0,RUE,1.0,7.76595744680851,3.0,6,2.3260400000000003,48.850887,23,33.03460670952946,0.75,0.09850163587704937
206,33.0,RUE,1.0,16.12272727272727,3.0,6,2.3260400000000003,48.850887,23,33.03460670952946,0.75,0.09850163587704937
207,24.0,RUE,3.0,11.428571428571429,3.0,10,2.3641520000000003,48.870787,39,2.6746030316738065,0.25,0.25961791327702693
208,57.0,BD,4.0,8.425,3.0,15,2.287194,48.833385,57,8.417779404421662,0.1,0.11388029973539625
209,73.0,RUE,3.0,9.802666666666667,3.0,18,2.344399,48.895740999999994,70,6.226267335675918,0.05,0.164124159041953
210,73.0,RUE,3.0,10.822222222222223,3.0,18,2.344399,48.895740999999994,70,6.226267335675918,0.05,0.164124159041953
211,5.0,RUE,2.0,15.789473684210526,3.0,1,2.3363150000000004,48.866178999999995,3,3.4448630446511133,0.8,0.18800883996585624
212,22.0,RUE,2.0,14.196078431372548,3.0,3,2.365224,48.860177,11,7.78628585068301,0.40222858823529417,0.10831615122425144
213,22.0,RUE,2.0,14.469230769230768,3.0,3,2.365224,48.860177,11,7.78628585068301,0.40222858823529417,0.10831615122425144
