,Numero,TypeVoie,NbPieces,No_plan,prixm2,lon,lat,score_commerce,score_commerce_lux,periode_construction,Arrondissement,Quartier,score_jardin,score_monument,score_metro
0,17.0,RUE,3.0,14,10.678571,2.325456,48.868446,0.19811320754716982,0.4,4.0,1,4,1.3354187667992867,0.8483268235294118,0.19740746112922194
1,13.0,RUE,3.0,15,15.100865,2.363265,48.860077,0.0660377358490566,0.03333333333333333,4.0,3,11,5.0775587543576535,0.40222858823529417,0.10172338349767453
2,13.0,RUE,1.0,15,10.293939,2.363265,48.860077,0.0660377358490566,0.03333333333333333,4.0,3,11,5.0775587543576535,0.40222858823529417,0.10172338349767453
3,13.0,RUE,1.0,15,13.416666,2.363265,48.860077,0.0660377358490566,0.03333333333333333,4.0,3,11,5.0775587543576535,0.40222858823529417,0.10172338349767453
4,82.0,BD,3.0,21,11.946875,2.314034,48.879896,0.14150943396226415,0.16666666666666666,3.0,8,32,4.473393680842354,0.55,0.11458572075126493
5,82.0,BD,1.0,21,10.666666,2.314034,48.879896,0.14150943396226415,0.16666666666666666,3.0,8,32,4.473393680842354,0.55,0.11458572075126493
6,82.0,BD,2.0,21,12.950227,2.314034,48.879896,0.14150943396226415,0.16666666666666666,3.0,8,32,4.473393680842354,0.55,0.11458572075126493
7,4.0,CITE,2.0,72,11.262222,2.361982,48.86571,0.12264150943396226,0.1,3.0,3,10,5.463005169620447,0.5022285882352941,0.26428842916891515
8,79.0,RUE,3.0,60,10.29,2.317605,48.880039,0.49056603773584906,0.6666666666666666,2.0,8,32,2.371229000939928,0.55,0.7340267392894059
9,13.0,RUE,2.0,51,14.195121,2.365988,48.861078,0.11320754716981132,0.16666666666666666,4.0,3,11,3.504346162381057,0.35000000000000003,0.26621068100360384
10,13.0,RUE,3.0,51,13.4,2.365988,48.861078,0.11320754716981132,0.16666666666666666,4.0,3,11,3.504346162381057,0.35000000000000003,0.26621068100360384
11,13.0,RUE,4.0,51,10.886333,2.365988,48.861078,0.11320754716981132,0.16666666666666666,4.0,3,11,3.504346162381057,0.35000000000000003,0.26621068100360384
12,39.0,RUE,1.0,30,7.142857,2.305705,48.874096,0.07547169811320754,0.06666666666666667,4.0,8,30,4.786445397875583,0.5249726323529412,0.1493192107040378
13,39.0,RUE,1.0,30,13.571428,2.305705,48.874096,0.07547169811320754,0.06666666666666667,4.0,8,30,4.786445397875583,0.5249726323529412,0.1493192107040378
14,39.0,RUE,1.0,30,8.928571,2.305705,48.874096,0.07547169811320754,0.06666666666666667,4.0,8,30,4.786445397875583,0.5249726323529412,0.1493192107040378
15,39.0,RUE,1.0,30,9.285714,2.305705,48.874096,0.07547169811320754,0.06666666666666667,4.0,8,30,4.786445397875583,0.5249726323529412,0.1493192107040378
16,39.0,RUE,1.0,30,9.285714,2.305705,48.874096,0.07547169811320754,0.06666666666666667,4.0,8,30,4.786445397875583,0.5249726323529412,0.1493192107040378
17,39.0,RUE,1.0,30,9.285714,2.305705,48.874096,0.07547169811320754,0.06666666666666667,4.0,8,30,4.786445397875583,0.5249726323529412,0.1493192107040378
18,39.0,RUE,1.0,30,9.285714,2.305705,48.874096,0.07547169811320754,0.06666666666666667,4.0,8,30,4.786445397875583,0.5249726323529412,0.1493192107040378
19,39.0,RUE,1.0,30,11.282142,2.305705,48.874096,0.07547169811320754,0.06666666666666667,4.0,8,30,4.786445397875583,0.5249726323529412,0.1493192107040378
20,67.0,BD,8.0,32,10.148076,2.301909,48.878708,0.09433962264150944,0.16666666666666666,3.0,8,30,2.232449296871376,0.5249726323529412,0.15682759325160095
21,67.0,BD,5.0,32,14.736842,2.301909,48.878708,0.09433962264150944,0.16666666666666666,3.0,8,30,2.232449296871376,0.5249726323529412,0.15682759325160095
22,24.0,RUE,2.0,33,29.327272,2.337038,48.865144,0.04716981132075472,0.06666666666666667,2.0,1,3,2.436386856742585,0.8,0.16427180075373027
23,24.0,RUE,6.0,33,22.55639,2.337038,48.865144,0.04716981132075472,0.06666666666666667,2.0,1,3,2.436386856742585,0.8,0.16427180075373027
24,24.0,RUE,6.0,33,26.315808,2.337038,48.865144,0.04716981132075472,0.06666666666666667,2.0,1,3,2.436386856742585,0.8,0.16427180075373027
25,56.0,RUE,1.0,63,11.0,2.337399,48.866547,0.2358490566037736,0.26666666666666666,2.0,1,3,5.245208863095492,0.8,0.16427180075373027
26,56.0,RUE,2.0,63,17.136363,2.337399,48.866547,0.2358490566037736,0.26666666666666666,2.0,1,3,5.245208863095492,0.8,0.16427180075373027
27,56.0,RUE,1.0,63,16.391304,2.337399,48.866547,0.2358490566037736,0.26666666666666666,2.0,1,3,5.245208863095492,0.8,0.16427180075373027
28,170.0,RUE,1.0,110,10.714285,2.361764,48.866457,0.12264150943396226,0.1,2.0,3,10,3.861979364084549,0.5022285882352941,0.32452239159628365
29,170.0,RUE,2.0,110,12.540983,2.361764,48.866457,0.12264150943396226,0.1,2.0,3,10,3.861979364084549,0.5022285882352941,0.32452239159628365
30,170.0,RUE,3.0,110,10.666666,2.361764,48.866457,0.12264150943396226,0.1,2.0,3,10,3.861979364084549,0.5022285882352941,0.32452239159628365
31,170.0,RUE,4.0,110,11.516947,2.361764,48.866457,0.12264150943396226,0.1,2.0,3,10,3.861979364084549,0.5022285882352941,0.32452239159628365
32,170.0,RUE,3.0,110,11.584285,2.361764,48.866457,0.12264150943396226,0.1,2.0,3,10,3.861979364084549,0.5022285882352941,0.32452239159628365
33,26.0,RUE,3.0,7,10.032,2.345559,48.864215,0.25471698113207547,0.23333333333333334,3.0,1,2,5.985586842856997,0.7500000000000001,0.2513686081253898
34,26.0,RUE,2.0,7,5.454545,2.345559,48.864215,0.25471698113207547,0.23333333333333334,3.0,1,2,5.985586842856997,0.7500000000000001,0.2513686081253898
35,11.0,BD,1.0,53,9.538461,2.325825,48.882989,0.20754716981132076,0.16666666666666666,3.0,8,32,2.85112433074834,0.35000000000000003,0.1568287938450774
36,14.0,RUE,4.0,66,10.25641,2.320487,48.879478,0.08490566037735849,0.16666666666666666,3.0,8,32,1.8915342578397196,0.5,0.7403546412343165
37,14.0,RUE,2.0,9,13.017241,2.362321,48.860159,0.0660377358490566,0.03333333333333333,3.0,3,11,19.28257673036616,0.4522285882352942,0.10172338349767453
38,6.0,RUE,1.0,38,11.35,2.359254,48.864902,0.14150943396226415,0.26666666666666666,3.0,3,9,11.272589671663141,0.5022285882352941,0.27530631460938065
39,6.0,RUE,1.0,38,12.663636,2.359254,48.864902,0.14150943396226415,0.26666666666666666,3.0,3,9,11.272589671663141,0.5022285882352941,0.27530631460938065
40,6.0,RUE,1.0,38,13.0,2.359254,48.864902,0.14150943396226415,0.26666666666666666,3.0,3,9,11.272589671663141,0.5022285882352941,0.27530631460938065
41,50.0,RUE,1.0,42,16.5,2.358333,48.859136,0.3584905660377358,0.5,2.0,3,11,17.376114601102277,0.6000000000000001,0.1925229932226694
42,12.0,RUE,7.0,20,10.572687,2.305218,48.879133,0.09433962264150944,0.16666666666666666,2.0,8,32,15.249414689002403,0.5249726323529412,0.06208196518145954
43,12.0,RUE,3.0,20,20.869565,2.305218,48.879133,0.09433962264150944,0.16666666666666666,2.0,8,32,15.249414689002403,0.5249726323529412,0.06208196518145954
44,32.0,RUE,1.0,48,14.444444,2.359112,48.863031,0.14150943396226415,0.26666666666666666,3.0,3,10,4.173428873813199,0.5022285882352941,0.2596179132770269
45,32.0,RUE,1.0,48,13.461538,2.359112,48.863031,0.14150943396226415,0.26666666666666666,3.0,3,10,4.173428873813199,0.5022285882352941,0.2596179132770269
46,18.0,RUE,2.0,21,13.245614,2.358702,48.864999,0.14150943396226415,0.26666666666666666,3.0,3,9,6.127117816579344,0.5022285882352941,0.27530631460938065
47,18.0,RUE,2.0,21,14.215686,2.358702,48.864999,0.14150943396226415,0.26666666666666666,3.0,3,9,6.127117816579344,0.5022285882352941,0.27530631460938065
48,11.0,RUE,7.0,14,12.857142,2.299369,48.874526,0.04716981132075472,0.1,3.0,8,30,2.607871494197052,0.5249726323529412,0.1468242288523574
49,11.0,RUE,7.0,14,10.95238,2.299369,48.874526,0.04716981132075472,0.1,3.0,8,30,2.607871494197052,0.5249726323529412,0.1468242288523574
50,11.0,RUE,5.0,18,13.172413,2.299369,48.874526,0.04716981132075472,0.1,3.0,8,30,2.607871494197052,0.5249726323529412,0.1468242288523574
51,11.0,RUE,1.0,14,11.481481,2.299369,48.874526,0.04716981132075472,0.1,3.0,8,30,2.607871494197052,0.5249726323529412,0.1468242288523574
52,11.0,RUE,3.0,18,12.5,2.299369,48.874526,0.04716981132075472,0.1,3.0,8,30,2.607871494197052,0.5249726323529412,0.1468242288523574
53,32.0,RUE,2.0,87,10.752,2.354692,48.862659,0.37735849056603776,0.4666666666666667,1.0,3,12,9.870422355064703,0.5522285882352941,0.26395923582342545
54,35.0,BD,1.0,48,7.6,2.322674,48.882349,0.11320754716981132,0.03333333333333333,3.0,8,32,1.3576526909568802,0.35000000000000003,0.13623206134430413
55,35.0,BD,1.0,48,10.710526,2.322674,48.882349,0.11320754716981132,0.03333333333333333,3.0,8,32,1.3576526909568802,0.35000000000000003,0.13623206134430413
56,118.0,RUE,5.0,17,13.69863,2.364789,48.863464,0.1792452830188679,0.13333333333333333,3.0,3,10,2.5453839015012893,0.40222858823529417,0.2658992932024079
57,49.0,RUE,1.0,33,11.166666,2.357759,48.868116,0.33962264150943394,0.5333333333333333,1.0,3,9,2.052490941650054,0.5022285882352941,0.2596179132770269
58,49.0,RUE,4.0,33,13.111413,2.357759,48.868116,0.33962264150943394,0.5333333333333333,1.0,3,9,2.052490941650054,0.5022285882352941,0.2596179132770269
59,29.0,RUE,4.0,77,10.052631,2.323502,48.881208,0.11320754716981132,0.03333333333333333,3.0,8,32,1.3426801696216133,0.45,0.7447957655576481
60,1.0,RUE,2.0,39,11.733333,2.345668,48.858158,0.02830188679245283,0.0,2.0,1,1,10.776204716367133,0.8,0.29347428952534593
61,35.0,RUE,5.0,103,13.47826,2.315096,48.876497,0.09433962264150944,0.13333333333333333,3.0,8,32,1.9833777803585064,0.55,0.7340267392894059
62,28.0,PL,2.0,104,12.195121,2.325858,48.870699,0.19811320754716982,0.4,2.0,8,31,2.006018153087492,0.7177030882352942,0.7671623996648975
63,1.0,RUE,6.0,79,10.561497,2.348175,48.860339,0.27358490566037735,0.36666666666666664,6.0,1,2,3.6131027885613314,0.8500000000000001,0.29347428952534593
64,87.0,BD,5.0,47,12.413793,2.367475,48.858955,0.18867924528301888,0.2,4.0,3,11,3.203980475584445,0.30000000000000004,0.21169670177418384
65,17.0,RUE,2.0,75,11.111111,2.319647,48.87966,0.08490566037735849,0.16666666666666666,11.0,8,32,2.2623407908509128,0.5,0.7340267392894059
66,19.0,RUE,4.0,43,10.465116,2.315934,48.872459,0.10377358490566038,0.13333333333333333,3.0,8,31,2.2417519997009308,0.6677030882352941,0.7571321059930849
67,19.0,RUE,7.0,43,11.217763,2.315934,48.872459,0.10377358490566038,0.13333333333333333,3.0,8,31,2.2417519997009308,0.6677030882352941,0.7571321059930849
68,79.0,RUE,4.0,107,8.522727,2.354059,48.86804,0.33962264150943394,0.5333333333333333,0.0,3,9,10.872457561011592,0.5522285882352941,0.18624773358650867
69,79.0,RUE,2.0,107,12.4,2.354059,48.86804,0.33962264150943394,0.5333333333333333,0.0,3,9,10.872457561011592,0.5522285882352941,0.18624773358650867
70,36.0,RUE,3.0,43,10.546875,2.324464,48.882428,0.2358490566037736,0.2,3.0,8,32,1.914319515886216,0.35000000000000003,0.1254630350760619
71,36.0,RUE,1.0,43,12.7425,2.324464,48.882428,0.2358490566037736,0.2,3.0,8,32,1.914319515886216,0.35000000000000003,0.1254630350760619
72,2.0,RUE,7.0,48,10.829493,2.310882,48.876588,0.03773584905660377,0.03333333333333333,3.0,8,32,4.611562913824036,0.55,0.0924214668147164
73,86.0,RUE,3.0,47,11.43,2.315624,48.878709,0.14150943396226415,0.16666666666666666,5.0,8,32,2.4262778196132326,0.55,0.0924214668147164
74,8.0,RUE,3.0,50,15.936808,2.308627,48.872509,0.1509433962264151,0.2,3.0,8,30,2.1187873338877097,0.5677030882352941,0.1617865996326184
75,8.0,RUE,1.0,50,9.2,2.308627,48.872509,0.1509433962264151,0.2,3.0,8,30,2.1187873338877097,0.5677030882352941,0.1617865996326184
76,22.0,RUE,2.0,73,14.196078,2.365224,48.860177,0.11320754716981132,0.16666666666666666,3.0,3,11,7.78628585068301,0.40222858823529417,0.10831615122425144
77,22.0,RUE,2.0,73,14.46923,2.365224,48.860177,0.11320754716981132,0.16666666666666666,3.0,3,11,7.78628585068301,0.40222858823529417,0.10831615122425144
78,22.0,RUE,2.0,73,8.333333,2.365224,48.860177,0.11320754716981132,0.16666666666666666,3.0,3,11,7.78628585068301,0.40222858823529417,0.10831615122425144
79,22.0,RUE,1.0,73,15.47619,2.365224,48.860177,0.11320754716981132,0.16666666666666666,3.0,3,11,7.78628585068301,0.40222858823529417,0.10831615122425144
80,48.0,RUE,3.0,45,10.51282,2.299425,48.870725,0.05660377358490566,0.0,9.0,8,29,1.4266843556976738,0.5249726323529412,0.17529920099526464
81,14.0,RUE,3.0,36,18.507462,2.365601,48.857328,0.18867924528301888,0.2,3.0,3,11,6.5369890894938205,0.35000000000000003,0.21169670177418384
82,10.0,RUE,2.0,61,10.070967,2.316966,48.877885,0.14150943396226415,0.16666666666666666,3.0,8,32,7.512283672813631,0.55,0.7340267392894059
83,10.0,RUE,2.0,61,12.721944,2.316966,48.877885,0.14150943396226415,0.16666666666666666,3.0,8,32,7.512283672813631,0.55,0.7340267392894059
84,230.0,RUE,2.0,36,12.261904,2.303043,48.876038,0.08490566037735849,0.13333333333333333,2.0,8,30,27.715586414810172,0.5249726323529412,0.1468242288523574
85,230.0,RUE,2.0,36,12.261904,2.303043,48.876038,0.08490566037735849,0.13333333333333333,2.0,8,30,27.715586414810172,0.5249726323529412,0.1468242288523574
86,230.0,RUE,2.0,36,12.261904,2.303043,48.876038,0.08490566037735849,0.13333333333333333,2.0,8,30,27.715586414810172,0.5249726323529412,0.1468242288523574
87,230.0,RUE,2.0,36,12.261904,2.303043,48.876038,0.08490566037735849,0.13333333333333333,2.0,8,30,27.715586414810172,0.5249726323529412,0.1468242288523574
88,230.0,RUE,5.0,36,12.385321,2.303043,48.876038,0.08490566037735849,0.13333333333333333,2.0,8,30,27.715586414810172,0.5249726323529412,0.1468242288523574
89,230.0,RUE,1.0,36,8.695652,2.303043,48.876038,0.08490566037735849,0.13333333333333333,2.0,8,30,27.715586414810172,0.5249726323529412,0.1468242288523574
90,5.0,RUE,2.0,17,10.0,2.339991,48.862289,0.05660377358490566,0.0,3.0,1,2,2.7080020516242134,0.8,0.26166699784014397
91,5.0,RUE,1.0,17,8.5,2.339991,48.862289,0.05660377358490566,0.0,3.0,1,2,2.7080020516242134,0.8,0.26166699784014397
92,5.0,RUE,1.0,17,11.904761,2.339991,48.862289,0.05660377358490566,0.0,3.0,1,2,2.7080020516242134,0.8,0.26166699784014397
93,5.0,RUE,1.0,17,14.0,2.339991,48.862289,0.05660377358490566,0.0,3.0,1,2,2.7080020516242134,0.8,0.26166699784014397
94,29.0,RUE,1.0,64,11.28125,2.332474,48.865832,0.18867924528301888,0.2,2.0,1,4,1.281894545020288,0.9,0.18800883996585624
95,9.0,RUE,2.0,13,11.226415,2.365636,48.861977,0.11320754716981132,0.16666666666666666,4.0,3,10,3.451328892291328,0.40222858823529417,0.26621068100360384
96,30.0,RUE,2.0,73,9.243243,2.358434,48.866979,0.33962264150943394,0.5333333333333333,3.0,3,9,2.809531599388396,0.5022285882352941,0.27530631460938065
97,3.0,RUE,1.0,52,16.916666,2.317746,48.870809,0.0,0.0,1.0,8,31,3.0635625689145214,0.6677030882352941,0.7340267392894059
98,10.0,RUE,1.0,118,12.666666,2.345226,48.86397,0.25471698113207547,0.23333333333333334,3.0,1,2,8.367860868198887,0.8,0.3142107601567373
99,10.0,RUE,1.0,118,6.285714,2.345226,48.86397,0.25471698113207547,0.23333333333333334,3.0,1,2,8.367860868198887,0.8,0.3142107601567373
100,11.0,RUE,2.0,50,15.048979,2.361047,48.860923,0.0660377358490566,0.03333333333333333,3.0,3,11,7.731795755619688,0.4522285882352942,0.10172338349767453
101,11.0,RUE,3.0,50,14.647058,2.361047,48.860923,0.0660377358490566,0.03333333333333333,3.0,3,11,7.731795755619688,0.4522285882352942,0.10172338349767453
102,22.0,RUE,1.0,28,8.913043,2.309396,48.871076,0.1320754716981132,0.13333333333333333,3.0,8,30,3.45793485121212,0.5177030882352941,0.18664901338004725
103,71.0,AV,2.0,41,11.489361,2.309864,48.872645,0.1509433962264151,0.2,0.0,8,30,2.431623945710811,0.5677030882352941,0.1617865996326184
104,71.0,AV,6.0,41,19.047619,2.309864,48.872645,0.1509433962264151,0.2,0.0,8,30,2.431623945710811,0.5677030882352941,0.1617865996326184
105,8.0,RUE,2.0,52,14.411764,2.360427,48.860268,0.0660377358490566,0.03333333333333333,4.0,3,11,7.235384604860099,0.4522285882352942,0.10172338349767453
106,54.0,RUE,1.0,8,13.25,2.321934,48.879638,0.08490566037735849,0.16666666666666666,3.0,8,32,1.9319020435341328,0.5,0.7403546412343165
107,54.0,RUE,5.0,8,9.861702,2.321934,48.879638,0.08490566037735849,0.16666666666666666,3.0,8,32,1.9319020435341328,0.5,0.7403546412343165
108,48.0,RUE,2.0,25,12.878787,2.364598,48.857983,0.18867924528301888,0.2,3.0,3,11,7.088009499283237,0.40222858823529417,0.2057229357975404
109,48.0,RUE,2.0,25,9.915254,2.364598,48.857983,0.18867924528301888,0.2,3.0,3,11,7.088009499283237,0.40222858823529417,0.2057229357975404
110,33.0,RUE,6.0,75,12.253521,2.323154,48.881394,0.11320754716981132,0.03333333333333333,1.0,8,32,1.1729492584353616,0.45,0.7447957655576481
111,33.0,RUE,1.0,74,12.464285,2.323154,48.881394,0.11320754716981132,0.03333333333333333,2.0,8,32,1.1729492584353616,0.45,0.7447957655576481
112,33.0,RUE,5.0,74,10.939393,2.323154,48.881394,0.11320754716981132,0.03333333333333333,2.0,8,32,1.1729492584353616,0.45,0.7447957655576481
113,341.0,RUE,1.0,119,8.187096,2.354974,48.868156,0.33962264150943394,0.5333333333333333,3.0,3,9,6.721533398947527,0.5522285882352941,0.2968674599943287
114,56.0,RUE,2.0,56,9.705882,2.367403,48.856612,0.19811320754716982,0.2,1.0,3,11,6.615213547452821,0.30000000000000004,0.21169670177418384
115,56.0,RUE,1.0,56,19.2,2.367403,48.856612,0.19811320754716982,0.2,1.0,3,11,6.615213547452821,0.30000000000000004,0.21169670177418384
116,1.0,RUE,4.0,16,15.7,2.300242,48.869605,0.05660377358490566,0.0,1.0,8,29,1.5203867713646972,0.5749726323529413,0.1493192107040378
117,1.0,RUE,4.0,16,19.0,2.300242,48.869605,0.05660377358490566,0.0,1.0,8,29,1.5203867713646972,0.5749726323529413,0.1493192107040378
118,5.0,RUE,2.0,19,16.465909,2.363872,48.860538,0.0660377358490566,0.03333333333333333,1.0,3,11,3.4503825607694365,0.40222858823529417,0.10172338349767453
119,5.0,RUE,5.0,19,4.862416,2.363872,48.860538,0.0660377358490566,0.03333333333333333,1.0,3,11,3.4503825607694365,0.40222858823529417,0.10172338349767453
120,5.0,RUE,2.0,19,22.640625,2.363872,48.860538,0.0660377358490566,0.03333333333333333,1.0,3,11,3.4503825607694365,0.40222858823529417,0.10172338349767453
121,5.0,RUE,5.0,19,30.372483,2.363872,48.860538,0.0660377358490566,0.03333333333333333,1.0,3,11,3.4503825607694365,0.40222858823529417,0.10172338349767453
122,24.0,RUE,2.0,71,11.0,2.325498,48.881454,0.2358490566037736,0.2,10.0,8,32,1.7455535035371257,0.35000000000000003,0.7340267392894059
123,24.0,RUE,1.0,71,9.230769,2.325498,48.881454,0.2358490566037736,0.2,10.0,8,32,1.7455535035371257,0.35000000000000003,0.7340267392894059
124,57.0,RUE,1.0,75,13.787878,2.363156,48.863456,0.14150943396226415,0.26666666666666666,2.0,3,10,4.252791913258109,0.5022285882352941,0.2596179132770269
125,57.0,RUE,3.0,75,12.635211,2.363156,48.863456,0.14150943396226415,0.26666666666666666,2.0,3,10,4.252791913258109,0.5022285882352941,0.2596179132770269
126,57.0,RUE,2.0,75,13.943661,2.363156,48.863456,0.14150943396226415,0.26666666666666666,2.0,3,10,4.252791913258109,0.5022285882352941,0.2596179132770269
127,148.0,RUE,1.0,72,11.111111,2.340421,48.861951,0.05660377358490566,0.0,3.0,1,2,3.421991459534933,0.8,0.26166699784014397
128,148.0,RUE,1.0,72,7.236842,2.340421,48.861951,0.05660377358490566,0.0,3.0,1,2,3.421991459534933,0.8,0.26166699784014397
129,24.0,RUE,1.0,104,8.392857,2.361832,48.862179,0.0660377358490566,0.03333333333333333,2.0,3,10,3.4552414795106685,0.4522285882352942,0.2596179132770269
130,23.0,BD,3.0,45,11.568627,2.324751,48.882771,0.2358490566037736,0.2,2.0,8,32,2.1817401665983693,0.35000000000000003,0.1254630350760619
131,23.0,BD,1.0,45,6.25,2.324751,48.882771,0.2358490566037736,0.2,2.0,8,32,2.1817401665983693,0.35000000000000003,0.1254630350760619
132,23.0,BD,2.0,45,12.525111,2.324751,48.882771,0.2358490566037736,0.2,2.0,8,32,2.1817401665983693,0.35000000000000003,0.1254630350760619
133,23.0,BD,1.0,45,13.333333,2.324751,48.882771,0.2358490566037736,0.2,2.0,8,32,2.1817401665983693,0.35000000000000003,0.1254630350760619
134,23.0,BD,2.0,45,11.066037,2.324751,48.882771,0.2358490566037736,0.2,2.0,8,32,2.1817401665983693,0.35000000000000003,0.1254630350760619
135,76.0,RUE,2.0,30,11.574074,2.365145,48.865013,0.1792452830188679,0.13333333333333333,4.0,3,10,2.1336717972187147,0.4,0.2596179132770269
136,67.0,BD,2.0,87,14.385964,2.367734,48.85788,0.18867924528301888,0.2,3.0,3,11,3.3408256894439456,0.30000000000000004,0.21169670177418384
137,15.0,RUE,1.0,39,10.590909,2.366249,48.857759,0.18867924528301888,0.2,2.0,3,11,4.079312331635268,0.35000000000000003,0.21169670177418384
138,15.0,RUE,3.0,39,10.7,2.366249,48.857759,0.18867924528301888,0.2,2.0,3,11,4.079312331635268,0.35000000000000003,0.21169670177418384
139,19.0,RUE,4.0,1,16.61,2.316223,48.872854,0.10377358490566038,0.13333333333333333,6.0,8,31,1.9925708005477945,0.6677030882352941,0.7571321059930849
140,20.0,RUE,2.0,85,11.666666,2.35701,48.863792,0.37735849056603776,0.4666666666666667,8.0,3,9,2.7618035004270083,0.5022285882352941,0.27530631460938065
141,320.0,RUE,2.0,61,28.378378,2.331258,48.86535,0.19811320754716982,0.26666666666666666,2.0,1,4,1.0218801993280546,0.95,0.17449771685836993
142,320.0,RUE,2.0,61,22.826086,2.331258,48.86535,0.19811320754716982,0.26666666666666666,2.0,1,4,1.0218801993280546,0.95,0.17449771685836993
143,320.0,RUE,4.0,61,22.341772,2.331258,48.86535,0.19811320754716982,0.26666666666666666,2.0,1,4,1.0218801993280546,0.95,0.17449771685836993
144,320.0,RUE,3.0,61,13.856362,2.331258,48.86535,0.19811320754716982,0.26666666666666666,2.0,1,4,1.0218801993280546,0.95,0.17449771685836993
145,320.0,RUE,2.0,61,19.021739,2.331258,48.86535,0.19811320754716982,0.26666666666666666,2.0,1,4,1.0218801993280546,0.95,0.17449771685836993
146,6.0,AV,2.0,6,10.754716,2.314634,48.874037,0.10377358490566038,0.13333333333333333,6.0,8,32,1.1851432351493218,0.5677030882352941,0.11552683351839553
147,6.0,AV,3.0,6,12.082704,2.314634,48.874037,0.10377358490566038,0.13333333333333333,6.0,8,32,1.1851432351493218,0.5677030882352941,0.11552683351839553
148,5.0,RUE,2.0,58,11.14074,2.312668,48.875721,0.03773584905660377,0.03333333333333333,5.0,8,32,2.3971391698764513,0.55,0.0924214668147164
149,9.0,RUE,4.0,41,12.608695,2.325593,48.874739,0.1509433962264151,0.16666666666666666,3.0,8,31,3.6978915042869263,0.65,0.9175334241117572
150,9.0,RUE,4.0,41,11.836734,2.325593,48.874739,0.1509433962264151,0.16666666666666666,3.0,8,31,3.6978915042869263,0.65,0.9175334241117572
151,9.0,RUE,3.0,41,18.421052,2.325593,48.874739,0.1509433962264151,0.16666666666666666,3.0,8,31,3.6978915042869263,0.65,0.9175334241117572
152,9.0,RUE,4.0,41,11.413043,2.325593,48.874739,0.1509433962264151,0.16666666666666666,3.0,8,31,3.6978915042869263,0.65,0.9175334241117572
153,9.0,RUE,1.0,41,6.785714,2.325593,48.874739,0.1509433962264151,0.16666666666666666,3.0,8,31,3.6978915042869263,0.65,0.9175334241117572
154,18.0,RUE,3.0,13,14.333333,2.306929,48.866049,0.04716981132075472,0.1,4.0,8,29,2.380046679451969,0.5678943676470589,0.1493192107040378
155,18.0,RUE,4.0,13,12.387096,2.306929,48.866049,0.04716981132075472,0.1,4.0,8,29,2.380046679451969,0.5678943676470589,0.1493192107040378
156,77.0,RUE,3.0,22,9.833333,2.364147,48.864315,0.14150943396226415,0.26666666666666666,3.0,3,10,2.961418188143569,0.4522285882352942,0.2596179132770269
157,15.0,RUE,1.0,142,12.454545,2.358355,48.866883,0.33962264150943394,0.5333333333333333,3.0,3,9,2.8244786294468085,0.5022285882352941,0.27530631460938065
158,1.0,RUE,5.0,30,11.487307,2.322177,48.87369,0.07547169811320754,0.16666666666666666,5.0,8,31,18.948174027178183,0.65,0.7459651084071383
159,10.0,RUE,2.0,40,10.212765,2.307404,48.872345,0.1509433962264151,0.2,3.0,8,30,1.7426015817550708,0.5249726323529412,0.1617865996326184
160,93.0,RUE,6.0,96,9.883593,2.315363,48.879609,0.14150943396226415,0.16666666666666666,3.0,8,32,1.8517195254770185,0.55,0.11458572075126493
161,15.0,AV,2.0,6,11.724137,2.303138,48.876953,0.08490566037735849,0.13333333333333333,3.0,8,30,6.178096535201657,0.5249726323529412,0.1468242288523574
162,15.0,AV,3.0,6,10.364285,2.303138,48.876953,0.08490566037735849,0.13333333333333333,3.0,8,30,6.178096535201657,0.5249726323529412,0.1468242288523574
163,15.0,AV,3.0,6,11.4,2.303138,48.876953,0.08490566037735849,0.13333333333333333,3.0,8,30,6.178096535201657,0.5249726323529412,0.1468242288523574
164,15.0,AV,3.0,6,13.608181,2.303138,48.876953,0.08490566037735849,0.13333333333333333,3.0,8,30,6.178096535201657,0.5249726323529412,0.1468242288523574
165,15.0,RUE,2.0,64,13.71425,2.335991,48.865179,0.04716981132075472,0.06666666666666667,1.0,1,3,2.2296262739989734,0.8,0.18800883996585624
166,18.0,RUE,6.0,71,14.210526,2.30321,48.86707,0.04716981132075472,0.1,1.0,8,29,1.0831101194523671,0.5249726323529412,0.1493192107040378
167,18.0,AV,3.0,21,16.666666,2.313707,48.870976,0.0,0.0,0.0,8,31,5.036960183238238,0.6177030882352942,0.1493192107040378
168,26.0,RUE,2.0,40,5.384076,2.355516,48.863611,0.37735849056603776,0.4666666666666667,3.0,3,12,4.003287581627087,0.5022285882352941,0.14899818686920693
169,26.0,RUE,1.0,40,16.5,2.355516,48.863611,0.37735849056603776,0.4666666666666667,3.0,3,12,4.003287581627087,0.5022285882352941,0.14899818686920693
170,6.0,PL,2.0,52,8.469387,2.347481,48.859571,0.14150943396226415,0.3,2.0,1,2,4.818903563876628,0.8,0.29347428952534593
171,56.0,RUE,2.0,113,13.184615,2.342602,48.861101,0.27358490566037735,0.3,3.0,1,2,6.78571208786923,0.8,0.26166699784014397
172,36.0,RUE,1.0,19,11.851851,2.348464,48.860307,0.27358490566037735,0.36666666666666664,3.0,1,2,3.6998168749890095,0.8500000000000001,0.29347428952534593
