X,Y,OBJECTID,C_ORD,ARRO,QUA,IRIS,NUM,LET,TYP_VOIE,LIB_VOIE,NIV6,LIBACT,SIT,CODACT,SURF,CC_ID,CC_NIV,TYPE
653682.957519531,6858690.0178833,40188,46272,13,50,751135011,72,,RUE,CHATEAU DES RENTIERS,1,Supérette  classique,R,CA302,1,,,C
653748.223510742,6858776.69030762,40197,46288,13,50,751135011,57,,RUE,TOLBIAC,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
653744.297119141,6858775.92712402,40198,46289,13,50,751135011,57,,RUE,TOLBIAC,1,Supérette  discount,R,CA303,1,,,C
653670.670288086,6858752.54968262,40202,46294,13,50,751135011,71,,RUE,TOLBIAC,1,Produits alimentaires bio et circuits courts,A,CA115,1,,,C
653862.87689209,6858648.01171875,40208,46301,13,50,751135012,62,,RUE,ALBERT,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
653808.341918945,6858747.65509033,40215,46309,13,50,751135012,82,,RUE,ALBERT,1,Traiteur asiatique,R,CA102,1,,,C
653798.980529785,6858764.82092285,40219,46313,13,50,751135012,88,,RUE,ALBERT,1,Vente de fruits et légumes,R,CA108,1,,,C
654046.498901367,6858599.40991211,40222,46317,13,50,751135012,51,,RUE,PATAY,1,Traiteur asiatique,R,CA102,1,,,C
653883.270690918,6858762.81011963,40237,46334,13,50,751135012,103,,RUE,PATAY,1,Alimentation générale  <120m²,R,CA301,1,,,C
653879.045471191,6858767.04650879,40238,46335,13,50,751135012,105,,RUE,PATAY,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
653823.469116211,6858791.34667969,40244,46341,13,50,751135012,51,,RUE,TOLBIAC,1,Crèmerie - Fromagerie,R,CA112,1,,,C
653803.500915527,6858787.4519043,40246,46343,13,50,751135012,53,,RUE,TOLBIAC,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
654006.194885254,6858387.79412842,40248,46345,13,50,751135012,2,,RUE,ALBERT,1,Traiteur asiatique,R,CA102,1,,,C
654180.936523438,6858464.85211182,40259,46358,13,50,751135012,9,,RUE,PATAY,1,Alimentation générale  <120m²,R,CA301,1,,,C
654224.12310791,6858367.32470703,40267,46366,13,50,751135001,19,,BD,MASSENA,1,Alimentation générale  <120m²,R,CA301,1,,,C
654284.176513672,6858317.61468506,40275,46375,13,50,751135001,21,,AV,PORTE DE VITRY,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
653739.618286133,6858129.31530762,40282,46384,13,50,751135002,75,,BD,MASSENA,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
653764.535095215,6858095.45288086,40283,46385,13,50,751135002,46,,AV,PORTE D IVRY,1,Boucherie - Boucherie-Charcuterie,A,CA109,1,,,C
653737.899902344,6858115.85229492,40286,46389,13,50,751135002,50,,AV,PORTE D IVRY,1,Pâtisserie,R,CA104,1,,,C
653414.414916992,6857882.80151367,40290,46394,13,50,751135002,28,,AV,PORTE DE CHOISY,1,Vente de produits surgelés,A,CA107,1,,,C
653394.57409668,6857944.40447998,40296,46400,13,50,751135002,111,,BD,MASSENA,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
653160.565490723,6858423.24407959,40303,46407,13,50,751135005,88,,RUE,BAUDRICOURT,1,Supérette  spécialisée,R,CA304,1,,,C
653048.487670898,6858606.04351807,40343,46447,13,50,751135005,121,,AV,IVRY,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
653669.749084473,6858979.22589111,40368,46474,13,50,751135025,13,,RUE,JEANNE D ARC,1,Produits alimentaires bio et circuits courts,A,CA115,1,,,C
653724.869873047,6858920.51092529,40373,46479,13,50,751135025,1,,RUE,JEANNE D ARC,1,Vente de fruits et légumes,A,CA108,1,,,C
653722.245483398,6858923.52972412,40374,46480,13,50,751135025,1,,RUE,JEANNE D ARC,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
653707.242919922,6858940.50769043,40376,46482,13,50,751135025,5,,RUE,JEANNE D ARC,1,Commerce détail de boissons,R,CA111,1,,,C
653704.618713379,6858943.52648926,40377,46483,13,50,751135025,5,,RUE,JEANNE D ARC,1,Poissonnerie,R,CA110,1,,,C
653699.510925293,6858949.28430176,40378,46484,13,50,751135025,7,,RUE,JEANNE D ARC,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
653685.457702637,6858965.24108887,40379,46485,13,50,751135025,11,,RUE,JEANNE D ARC,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
653793.767700195,6858072.97589111,40392,46500,13,50,751135002,44,,AV,PORTE D IVRY,1,Alimentation générale  <120m²,R,CA301,1,,,C
652853.176086426,6858995.36968994,40394,46502,13,50,751135028,168,,AV,CHOISY,1,Supermarché spécialisé,R,CA204,2,,,C
652808.360290527,6859083.20251465,40401,46509,13,50,751135028,182,,AV,CHOISY,1,Vente de produits surgelés,R,CA107,1,,,C
652845.61907959,6859196.01531982,40409,46517,13,50,751135028,203,,BD,VINCENT AURIOL,1,Chocolaterie - Confiserie,R,CA105,1,,,C
653547.563110352,6859559.95489502,40447,46562,13,50,751135021,81,,BD,VINCENT AURIOL,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
653496.552307129,6859518.30767822,40449,46567,13,50,751135021,91,,BD,VINCENT AURIOL,1,Supérette  classique,R,CA302,1,,,C
653193.263916016,6859341.89807129,40452,46572,13,50,751135029,165,,RUE,NATIONALE,1,Supermarché classique,CC,CA202,3,65,0,C
653352.753723145,6859053.42547607,40476,46611,13,50,751135029,119,,RUE,NATIONALE,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
653330.40032959,6859109.15148926,40477,46612,13,50,751135029,133,,RUE,NATIONALE,1,Supérette  classique,R,CA302,2,,,C
653437.394897461,6858342.02868652,40479,46615,13,50,751135007,44,,AV,IVRY,1,Supermarché spécialisé,CC,CA204,3,62,0,C
653437.394897461,6858342.02868652,40508,46649,13,50,751135007,44,,AV,IVRY,1,Boucherie - Boucherie-Charcuterie,CC,CA109,1,62,1,C
653437.394897461,6858342.02868652,40520,46661,13,50,751135007,44,,AV,IVRY,1,Glacier : vente à emporter et consommation sur place,CC,CA113,1,62,1,C
653437.394897461,6858342.02868652,40532,46673,13,50,751135007,44,,AV,IVRY,1,Supermarché spécialisé,CC,CA204,3,62,1,C
653409.981079102,6858363.06768799,40535,46676,13,50,751135007,48,,AV,IVRY,1,Supermarché spécialisé,R,CA204,3,,,C
653306.99609375,6858442.32531738,40543,46686,13,50,751135007,66,,AV,IVRY,1,Supermarché discount,CC,CA203,2,621,1,C
653556.064697266,6858205.21069336,40544,46691,13,50,751135004,21,,AV,IVRY,1,Supermarché spécialisé,R,CA204,2,,,C
653403.440673828,6858702.18847656,40546,46696,13,50,751135008,101,,RUE,TOLBIAC,1,Supérette  classique,CC,CA302,1,61,0,C
653403.440673828,6858702.18847656,40560,46717,13,50,751135008,101,,RUE,TOLBIAC,1,Boulangerie - Boulangerie Pâtisserie,CC,CA103,1,61,0,C
653646.463684082,6858779.21429443,40577,46738,13,50,751135026,64,,RUE,TOLBIAC,1,Traiteur asiatique,R,CA102,1,,,C
654007.264709473,6858002.9822998,40580,46743,13,50,751135002,3,,AV,JOSEPH BEDIER,1,Pâtisserie,R,CA104,1,,,C
654186.889892578,6858482.85009766,40584,46749,13,50,751135013,12,,RUE,PATAY,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
654258.359130859,6858480.96588135,40588,46753,13,50,751135013,28,,RUE,REGNAULT,1,Supérette  classique,R,CA302,2,,,C
654232.639099121,6858462.35131836,40590,46755,13,50,751135013,32,,RUE,REGNAULT,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
653210.983276367,6858282.58410645,40593,46759,13,50,751135005,52,,AV,CHOISY,1,Supermarché spécialisé,R,CA204,2,,,C
653189.781311035,6858315.89788818,40599,46765,13,50,751135005,58,,AV,CHOISY,1,Traiteur asiatique,R,CA102,1,,,C
653178.406921387,6858338.26568604,40601,46767,13,50,751135005,62,,AV,CHOISY,1,Pâtisserie,R,CA104,1,,,C
653180.222900391,6858334.70172119,40602,46768,13,50,751135005,62,,AV,CHOISY,1,Supérette  spécialisée,A,CA304,1,,,C
653256.335693359,6858445.4876709,40614,46780,13,50,751135005,81,,AV,IVRY,1,Supérette  spécialisée,A,CA304,1,,,C
653329.18548584,6858389.46173096,40616,46782,13,50,751135005,67,,AV,IVRY,1,Traiteur asiatique,R,CA102,1,,,C
653314.477294922,6858400.77111816,40618,46784,13,50,751135005,71,,AV,IVRY,1,Vente de produits surgelés,R,CA107,1,,,C
653307.079284668,6858406.46008301,40619,46785,13,50,751135005,73,,AV,IVRY,1,Traiteur asiatique,R,CA102,1,,,C
653338.930908203,6858371.14648438,40621,46787,13,50,751135005,2,,RUE,SIMONE WEIL,1,Pâtisserie,A,CA104,1,,,C
653409.93951416,6858327.21173096,40626,46792,13,50,751135005,51,,AV,IVRY,1,Traiteur asiatique,A,CA102,1,,,C
653406.787475586,6858329.67431641,40627,46793,13,50,751135005,51,,AV,IVRY,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
653330.415893555,6858155.96252441,40640,46807,13,50,751135003,5,,PL,VENETIE,1,Supérette  spécialisée,R,CA304,1,,,C
653378.156494141,6858134.29449463,40648,46817,13,50,751135003,13,,PL,VENETIE,1,Vente de produits surgelés,CC,CA107,1,63,0,C
653378.156494141,6858134.29449463,40651,46820,13,50,751135003,13,,PL,VENETIE,1,Traiteur asiatique,CC,CA102,1,63,0,C
653378.156494141,6858134.29449463,40653,46822,13,50,751135003,13,,PL,VENETIE,1,Vente de fruits et légumes,CC,CA108,1,63,0,C
653378.156494141,6858134.29449463,40654,46823,13,50,751135003,13,,PL,VENETIE,1,Commerce détail de boissons,CC,CA111,1,63,0,C
653378.156494141,6858134.29449463,40656,46825,13,50,751135003,13,,PL,VENETIE,1,Boulangerie - Boulangerie Pâtisserie,CC,CA103,1,63,0,C
653378.156494141,6858134.29449463,40658,46828,13,50,751135003,13,,PL,VENETIE,1,Hypermarché,CC,CA206,3,63,0,C
653378.156494141,6858134.29449463,40660,46831,13,50,751135003,13,,PL,VENETIE,1,Traiteur asiatique,CC,CA102,1,63,0,C
654393.307128906,6859271.45031738,40710,46895,13,50,751135018,12,,RUE,NEUVE TOLBIAC,1,Charcuterie - Traiteur - Epicerie fine,A,CA101,1,,,C
653947.378295898,6859798.55407715,40715,46902,13,50,751135018,17,,BD,VINCENT AURIOL,1,Supermarché classique,R,CA202,2,,,C
653732.659301758,6859523.94171143,40727,46914,13,50,751135021,31,,RUE,LOUISE WEISS,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
653607.485717773,6859589.53491211,40735,46922,13,50,751135021,73,,BD,VINCENT AURIOL,1,Alimentation générale  <120m²,R,CA301,1,,,C
652822.754699707,6858711.19470215,40817,47012,13,51,751135125,53,,AV,ITALIE,1,Supérette  classique,R,CA302,2,,,C
652863.767883301,6858659.92987061,40832,47028,13,51,751135125,136,,RUE,TOLBIAC,1,Vente de fruits et légumes,R,CA108,1,,,C
653047.503112793,6858245.61608887,40848,47046,13,51,751135104,16,,RUE,CAILLAUX,1,Supérette  classique,R,CA302,2,,,C
653051.366699219,6858246.65148926,40849,47047,13,51,751135104,16,,RUE,CAILLAUX,1,Supermarché classique,R,CA202,2,,,C
653156.25970459,6858329.56347656,40855,47053,13,51,751135104,67,,AV,CHOISY,1,Monoprix,R,CA201,1,,,C
653141.196716309,6858359.09887695,40859,47057,13,51,751135104,73,,AV,CHOISY,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
652914.244689941,6858245.82250977,40862,47060,13,51,751135104,107,B,AV,ITALIE,1,Vente de fruits et légumes,R,CA108,1,,,C
653025.59967041,6858315.36328125,40867,47066,13,51,751135104,15,,RUE,VISTULE,1,Produits alimentaires bio et circuits courts,R,CA115,1,,,C
652925.364929199,6858277.2097168,40871,47070,13,51,751135104,27,,RUE,VISTULE,1,Supérette  classique,R,CA302,1,,,C
653210.597717285,6858222.72607422,40882,47082,13,51,751135104,43,,AV,CHOISY,1,Traiteur asiatique,R,CA102,1,,,C
653100.919677734,6858193.51989746,40892,47093,13,51,751135104,15,,RUE,PHILIBERT LUCOT,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
653047.395507812,6858225.32287598,40906,47108,13,51,751135103,2,,RUE,GANDON,1,Alimentation générale  <120m²,A,CA301,1,,,C
652925.212524414,6858189.84387207,40909,47111,13,51,751135103,117,,AV,ITALIE,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
652978.14050293,6857921.4387207,40918,47121,13,51,751135103,159,,AV,ITALIE,1,Alimentation générale  <120m²,R,CA301,1,,,C
653004.109313965,6857887.83410645,40922,47125,13,51,751135103,168,,BD,MASSENA,1,Supérette  classique,R,CA302,1,,,C
653114.206115723,6857895.5927124,40923,47126,13,51,751135103,150,,BD,MASSENA,1,Supermarché classique,A,CA202,2,,,C
653075.073730469,6857889.64129639,40926,47131,13,51,751135103,158,,BD,MASSENA,1,Commerce détail de boissons,R,CA111,1,,,C
653289.59387207,6858057.79992676,40939,47144,13,51,751135102,15,,AV,CHOISY,1,Supérette  spécialisée,CC,CA304,1,64,0,C
653209.127319336,6857922.01593018,40954,47164,13,51,751135102,142,,BD,MASSENA,1,Pâtisserie,R,CA104,1,,,C
653373.199279785,6857893.08807373,40962,47172,13,51,751135101,31,,AV,PORTE DE CHOISY,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
653209.325073242,6857874.2388916,40969,47179,13,51,751135101,123,,BD,MASSENA,1,Alimentation générale  <120m²,R,CA301,1,,,C
653082.05847168,6857832.10949707,40976,47186,13,51,751135101,7,,RUE,FERNAND WIDAL,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
653079.061706543,6857824.69207764,40978,47188,13,51,751135101,7,,RUE,FERNAND WIDAL,1,Alimentation générale  <120m²,R,CA301,1,,,C
653144.084472656,6857849.43450928,40982,47192,13,51,751135101,129,,BD,MASSENA,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
653103.74810791,6857848.35211182,40985,47195,13,51,751135101,131,,BD,MASSENA,1,Traiteur asiatique,R,CA102,1,,,C
652313.904296875,6858043.67767334,40996,47209,13,51,751135108,63,,BD,KELLERMANN,1,Alimentation générale  <120m²,R,CA301,1,,,C
652274.850708008,6858027.88452148,40998,47211,13,51,751135108,65,,BD,KELLERMANN,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
652263.724487305,6858023.38928223,41001,47214,13,51,751135108,65,,BD,KELLERMANN,1,Alimentation générale  <120m²,R,CA301,1,,,C
652203.743713379,6857998.92169189,41005,47219,13,51,751135108,71,,BD,KELLERMANN,1,Alimentation générale  <120m²,R,CA301,1,,,C
651788.408081055,6858160.74212646,41012,47227,13,51,751135115,34,,RUE,RUNGIS,1,Supermarché classique,R,CA202,2,,,C
651718.563476562,6858162.57012939,41016,47233,13,51,751135115,63,,RUE,AMIRAL MOUCHEZ,1,Traiteur asiatique,R,CA102,1,,,C
651720.190490723,6858158.91589355,41017,47234,13,51,751135115,63,,RUE,AMIRAL MOUCHEZ,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651659.795898438,6858403.69812012,41022,47239,13,51,751135116,33,,RUE,AMIRAL MOUCHEZ,1,Alimentation générale  <120m²,R,CA301,1,,,C
651659.516723633,6858399.70788574,41023,47240,13,51,751135116,33,,RUE,AMIRAL MOUCHEZ,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651663.29309082,6858376.66168213,41024,47241,13,51,751135116,37,,RUE,AMIRAL MOUCHEZ,1,Supérette  classique,R,CA302,1,,,C
651675.186279297,6858626.63250732,41031,47249,13,51,751135116,5,,RUE,AMIRAL MOUCHEZ,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
651674.768127441,6858622.65429688,41032,47250,13,51,751135116,5,,RUE,AMIRAL MOUCHEZ,1,Charcuterie - Traiteur - Epicerie fine,R,CA101,1,,,C
651673.865112305,6858613.394104,41033,47251,13,51,751135116,7,,RUE,AMIRAL MOUCHEZ,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
651673.44708252,6858609.41607666,41034,47252,13,51,751135116,7,,RUE,AMIRAL MOUCHEZ,1,Commerce détail de boissons,R,CA111,1,,,C
651672.59967041,6858600.84527588,41035,47253,13,51,751135116,9,,RUE,AMIRAL MOUCHEZ,1,Alimentation générale  <120m²,R,CA301,1,,,C
651670.905273438,6858584.18847656,41037,47255,13,51,751135116,11,,RUE,AMIRAL MOUCHEZ,1,Traiteur asiatique,R,CA102,1,,,C
652021.155273438,6858588.74108887,41053,47271,13,51,751135114,64,,RUE,BARRAULT,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
652011.920898438,6858598.9822998,41054,47272,13,51,751135114,217,,RUE,TOLBIAC,1,Poissonnerie,A,CA110,1,,,C
651952.284484863,6858612.85028076,41063,47281,13,51,751135114,225,,RUE,TOLBIAC,1,Commerce détail de boissons,R,CA111,1,,,C
651999.76751709,6858254.46032715,41074,47292,13,51,751135115,1,,RUE,BOUSSINGAULT,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
651995.553100586,6858259.98547363,41075,47293,13,51,751135115,3,,RUE,BOUSSINGAULT,1,Traiteur asiatique,R,CA102,1,,,C
652025.610900879,6858445.30108643,41077,47295,13,51,751135114,76,,RUE,BARRAULT,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
652042.281921387,6858460.00732422,41086,47305,13,51,751135113,69,,RUE,BARRAULT,1,Supermarché discount,R,CA203,2,,,C
652071.414306641,6858288.00231934,41100,47320,13,51,751135113,102,,RUE,BOBILLOT,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
652058.068725586,6858268.45330811,41101,47321,13,51,751135113,104,,RUE,BOBILLOT,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
652062.542114258,6858275.08569336,41103,47323,13,51,751135113,104,,RUE,BOBILLOT,1,Traiteur asiatique,R,CA102,1,,,C
652058.063903809,6858550.77630615,41115,47335,13,51,751135113,45,,RUE,ESPERANCE,1,Traiteur asiatique,A,CA102,1,,,C
652052.12890625,6858589.6505127,41123,47344,13,51,751135113,215,,RUE,TOLBIAC,1,Crèmerie - Fromagerie,A,CA112,1,,,C
652056.343078613,6858578.03967285,41124,47345,13,51,751135113,32,,RUE,ESPERANCE,1,Commerce détail de boissons,R,CA111,1,,,C
652052.12890625,6858589.6505127,41126,47348,13,51,751135113,215,,RUE,TOLBIAC,1,Vente de fruits et légumes,R,CA108,1,,,C
652043.626708984,6858591.62390137,41127,47349,13,51,751135113,215,B,RUE,TOLBIAC,1,Commerce détail de boissons,R,CA111,1,,,C
652203.209716797,6858480.64367676,41130,47352,13,51,751135113,76,,RUE,BOBILLOT,1,Supérette  classique,A,CA302,1,,,C
652079.750671387,6858585.38189697,41137,47359,13,51,751135113,213,,RUE,TOLBIAC,1,Charcuterie - Traiteur - Epicerie fine,A,CA101,1,,,C
652259.08972168,6858562.40411377,41138,47360,13,51,751135113,60,,RUE,BOBILLOT,1,Traiteur asiatique,R,CA102,1,,,C
652252.672119141,6858553.02050781,41139,47361,13,51,751135113,62,,RUE,BOBILLOT,1,Alimentation générale  <120m²,R,CA301,1,,,C
652252.014282227,6858598.13391113,41146,47368,13,51,751135113,197,,RUE,TOLBIAC,1,Commerce détail de boissons,R,CA111,1,,,C
652209.203491211,6858594.97930908,41152,47375,13,51,751135113,203,,RUE,TOLBIAC,1,Produits alimentaires bio et circuits courts,R,CA115,1,,,C
652194.687072754,6858429.23388672,41165,47389,13,51,751135112,103,,RUE,BOBILLOT,1,Alimentation générale  <120m²,A,CA301,1,,,C
652339.74810791,6858409.82348633,41166,47390,13,51,751135112,61,,RUE,COLONIE,1,Alimentation générale  <120m²,A,CA301,1,,,C
652250.241088867,6858340.62567139,41184,47412,13,51,751135111,11,,RUE,FONTAINE A MULARD,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
652330.433898926,6858215.35192871,41187,47415,13,51,751135111,10,,RUE,KUSS,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
652379.700683594,6858607.59588623,41199,47431,13,51,751135112,187,T,RUE,TOLBIAC,1,Vente de fruits et légumes,R,CA108,1,,,C
652339.927124023,6858604.72009277,41204,47436,13,51,751135112,193,,RUE,TOLBIAC,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
652335.936889648,6858604.44110107,41205,47437,13,51,751135112,193,,RUE,TOLBIAC,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
652564.606689453,6858621.30212402,41223,47456,13,51,751135109,171,,RUE,TOLBIAC,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
652523.332519531,6858356.04449463,41241,47476,13,51,751135109,17,,PL,ABBE GEORGES HENOCQUE,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
652548.17791748,6858354.71691895,41246,47481,13,51,751135109,21,,RUE,DOCTEUR LERAY,1,Commerce détail de boissons,R,CA111,1,,,C
652542.232299805,6858357.77227783,41247,47482,13,51,751135109,23,,RUE,DOCTEUR LERAY,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
652506.24609375,6858306.54052734,41249,47485,13,51,751135109,33,,RUE,PEUPLIERS,1,Alimentation générale  <120m²,A,CA301,1,,,C
652493.053894043,6858253.52087402,41253,47489,13,51,751135109,39,,RUE,PEUPLIERS,1,Alimentation générale  <120m²,A,CA301,1,,,C
652649.046508789,6858192.05529785,41257,47497,13,51,751135109,1,,RUE,DOCTEUR TUFFIER,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
652591.608520508,6858193.4375,41258,47498,13,51,751135109,7,,RUE,DOCTEUR TUFFIER,1,Alimentation générale  <120m²,A,CA301,1,,,C
652893.092895508,6858136.24810791,41287,47536,13,51,751135107,164,,AV,ITALIE,1,Vente de produits surgelés,R,CA107,2,,,C
652903.660522461,6858082.8717041,41288,47537,13,51,751135107,170,,AV,ITALIE,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
652932.044921875,6857939.70910645,41293,47542,13,51,751135107,190,,AV,ITALIE,1,Alimentation générale  <120m²,R,CA301,1,,,C
652931.281677246,6857943.63568115,41294,47543,13,51,751135107,190,,AV,ITALIE,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
652863.211730957,6858287.2255249,41312,47564,13,51,751135106,142,,AV,ITALIE,1,Boucherie - Boucherie-Charcuterie,A,CA109,1,,,C
652868.792297363,6858259.04907227,41316,47568,13,51,751135106,148,,AV,ITALIE,1,Produits alimentaires bio et circuits courts,R,CA115,1,,,C
652875.257080078,6858226.21588135,41318,47570,13,51,751135106,152,,AV,ITALIE,1,Alimentation générale  <120m²,R,CA301,1,,,C
652844.123291016,6858209.4083252,41320,47572,13,51,751135106,6,,RUE,TAGE,1,Produits alimentaires bio et circuits courts,R,CA115,1,,,C
652822.907104492,6858492.4755249,41335,47591,13,51,751135106,106,,AV,ITALIE,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
652823.461730957,6858489.75048828,41339,47595,13,51,751135106,108,,AV,ITALIE,1,Chocolaterie - Confiserie,R,CA105,1,,,C
652834.181274414,6858435.19189453,41344,47600,13,51,751135106,112,,AV,ITALIE,1,Alimentation générale  <120m²,R,CA301,1,,,C
652833.41809082,6858439.11853027,41345,47601,13,51,751135106,112,,AV,ITALIE,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
652837.475097656,6858418.57531738,41348,47604,13,51,751135106,116,,AV,ITALIE,1,Produits alimentaires bio et circuits courts,R,CA115,1,,,C
652856.724487305,6858320.9597168,41356,47612,13,51,751135106,138,,AV,ITALIE,1,Pâtisserie,R,CA104,1,,,C
652799.14831543,6858613.05670166,41379,47640,13,51,751135106,86,,AV,ITALIE,1,Supérette  classique,R,CA302,2,,,C
652803.053527832,6858593.47369385,41380,47642,13,51,751135106,90,,AV,ITALIE,1,Commerce détail de boissons,R,CA111,1,,,C
652812.945678711,6858543.82672119,41383,47647,13,51,751135106,100,,AV,ITALIE,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
652767.490112305,6858775.21411133,41385,47649,13,51,751135125,60,,AV,ITALIE,1,Alimentation générale  <120m²,A,CA301,1,,,C
652611.323303223,6858742.18572998,41406,47674,13,51,751135125,11,,RUE,HENRI MICHAUX,1,Pâtisserie,R,CA104,1,,,C
652749.43927002,6858868.64611816,41407,47675,13,51,751135125,44,,AV,ITALIE,1,Produits alimentaires bio et circuits courts,A,CA115,1,,,C
652757.924499512,6858824.85668945,41413,47681,13,51,751135125,52,,AV,ITALIE,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
652724.190490723,6858866.04467773,41425,47694,13,51,751135125,5,,RUE,VANDREZANNE,1,Boucherie - Boucherie-Charcuterie,R,CA109,1,,,C
652575.30267334,6859015.15527344,41429,47698,13,51,751135124,23,,RUE,BOBILLOT,1,Commerce détail de boissons,R,CA111,1,,,C
652552.723327637,6858973.75811768,41430,47699,13,51,751135124,33,,RUE,BOBILLOT,1,Alimentation générale  <120m²,R,CA301,1,,,C
652533.869506836,6858939.30310059,41433,47702,13,51,751135124,37,,RUE,BOBILLOT,1,Crèmerie - Fromagerie,R,CA112,1,,,C
652508.776489258,6858893.4072876,41439,47709,13,51,751135124,45,,RUE,BOBILLOT,1,Poissonnerie,R,CA110,1,,,C
652717.41027832,6858952.1060791,41454,47724,13,51,751135124,30,,AV,ITALIE,1,Torréfacteur -  Commerce détail  thé et café,CC,CA106,1,59,0,C
652717.41027832,6858952.1060791,41461,47732,13,51,751135124,30,,AV,ITALIE,1,Glacier : vente à emporter et consommation sur place,CC,CA113,1,59,0,C
652717.41027832,6858952.1060791,41488,47759,13,51,751135124,30,,AV,ITALIE,1,Pâtisserie,CC,CA104,1,59,0,C
652717.41027832,6858952.1060791,41499,47771,13,51,751135124,30,,AV,ITALIE,1,Chocolaterie - Confiserie,CC,CA105,1,59,0,C
652717.41027832,6858952.1060791,41546,47826,13,51,751135124,30,,AV,ITALIE,1,Hypermarché,CC,CA206,3,59,-1,C
652717.41027832,6858952.1060791,41547,47827,13,51,751135124,30,,AV,ITALIE,1,Traiteur asiatique,CC,CA102,1,59,-1,C
652717.41027832,6858952.1060791,41550,47831,13,51,751135124,30,,AV,ITALIE,1,Boulangerie - Boulangerie Pâtisserie,CC,CA103,1,59,-1,C
652352.721679688,6858660.41107178,41571,47861,13,51,751135122,73,,RUE,BOBILLOT,1,Alimentation générale  <120m²,R,CA301,1,,,C
652395.443725586,6858630.86291504,41575,47865,13,51,751135122,176,,RUE,TOLBIAC,1,Supermarché classique,R,CA202,2,,,C
652256.18548584,6858814.60949707,41601,47895,13,51,751135122,21,,RUE,BUTTE AUX CAILLES,1,Produits alimentaires spécialisés régionaux et étrangers,R,CA114,1,,,C
652239.057495117,6858811.07867432,41604,47898,13,51,751135122,25,,RUE,BUTTE AUX CAILLES,1,Boulangerie - Boulangerie Pâtisserie,R,CA103,1,,,C
652359.391113281,6858709.14489746,41609,47903,13,51,751135122,48,,RUE,BOBILLOT,1,Boulangerie - Boulangerie Pâtisserie,A,CA103,1,,,C
652218.998718262,6858617.671875,41619,47913,13,51,751135122,194,,RUE,TOLBIAC,1,Vente de produits surgelés,R,CA107,1,,,C
