,ARRO,NUM,TYP_VOIE,LIB_VOIE,LIBACT,lon,lat
0,12,20,COUR,SAINT EMILION,Produits alimentaires spécialisés régionaux et étrangers,2.38622,48.832724
1,1,16,RUE,BERTIN POIREE,Supermarché classique,2.345061,48.859065
2,1,11,RUE,JEAN LANTIER,Boulangerie - Boulangerie Pâtisserie,2.346137,48.858525
3,1,99,RUE,RIVOLI,Charcuterie - Traiteur - Epicerie fine,2.334832,48.862725
4,1,41,RUE,SAINT HONORE,Produits alimentaires bio et circuits courts,2.345498,48.86078
5,1,2,RUE,PROUVAIRES,Boucherie - Boucherie-Charcuterie,2.344175,48.861295
6,1,4,RUE,PROUVAIRES,Produits alimentaires spécialisés régionaux et étrangers,2.344215,48.861372
7,1,40,RUE,SAINT HONORE,Commerce détail de boissons,2.344655,48.861178
8,1,48,RUE,SAINT HONORE,Vente de fruits et légumes,2.344224,48.861232
9,1,99,RUE,RIVOLI,Chocolaterie - Confiserie,2.334832,48.862725
10,1,24,AV,VICTORIA,Torréfacteur -  Commerce détail  thé et café,2.346022,48.858347
11,1,7,RUE,FERRONNERIE,Alimentation générale  <120m²,2.34787,48.860171
12,1,23,RUE,SAINT DENIS,Traiteur asiatique,2.347821,48.859582
13,1,6,RUE,HALLES,Boulangerie - Boulangerie Pâtisserie,2.345669,48.861001
14,1,5,RUE,HALLES,Traiteur asiatique,2.345669,48.861001
15,1,11,RUE,HALLES,Alimentation générale  <120m²,2.346596,48.859708
16,1,14,RUE,HALLES,Commerce détail de boissons,2.346812,48.859876
17,1,75,RUE,SAINT HONORE,Boulangerie - Boulangerie Pâtisserie,2.344139,48.861117
18,1,142,RUE,RIVOLI,Commerce détail de boissons,2.342882,48.860363
19,1,33,RUE,BERGER,Traiteur asiatique,2.344053,48.861741
20,1,35,RUE,BERGER,Supermarché classique,2.343827,48.861793
21,1,54,RUE,SAINT HONORE,Boucherie - Boucherie-Charcuterie,2.343894,48.861253
22,1,6,RUE,VAUVILLIERS,Commerce détail de boissons,2.343309,48.861571
23,1,80,RUE,SAINT HONORE,Produits alimentaires bio et circuits courts,2.342976,48.861453
24,1,82,RUE,SAINT HONORE,Alimentation générale  <120m²,2.342899,48.861439
25,1,6,RUE,SAUVAL,Torréfacteur -  Commerce détail  thé et café,2.342482,48.86179
26,1,38,RUE,LOUVRE,Supérette  classique,2.341641,48.862206
27,1,102,RUE,SAINT HONORE,Traiteur asiatique,2.342105,48.861574
28,1,104,RUE,SAINT HONORE,Traiteur asiatique,2.342037,48.861584
29,1,41,RUE,ARBRE SEC,Commerce détail de boissons,2.342404,48.861037
30,1,125,RUE,SAINT HONORE,Boulangerie - Boulangerie Pâtisserie,2.341707,48.861529
31,1,129,RUE,SAINT HONORE,Produits alimentaires spécialisés régionaux et étrangers,2.341473,48.861575
32,1,4,RUE,MARENGO,Supérette  classique,2.339466,48.861777
33,1,6,RUE,JEAN JACQUES ROUSSEAU,Boulangerie - Boulangerie Pâtisserie,2.340061,48.862219
34,1,14,RUE,JEAN JACQUES ROUSSEAU,Produits alimentaires spécialisés régionaux et étrangers,2.340537,48.862462
35,1,136,RUE,SAINT HONORE,Pâtisserie,2.340829,48.861871
36,1,140,RUE,SAINT HONORE,Produits alimentaires spécialisés régionaux et étrangers,2.340628,48.8619
37,1,168,RUE,SAINT HONORE,Boulangerie - Boulangerie Pâtisserie,2.339403,48.862248
38,1,5,RUE,COLONEL DRIANT,Crèmerie - Fromagerie,2.340819,48.863191
39,1,33,RUE,COQUILLIERE,Boulangerie - Boulangerie Pâtisserie,2.341243,48.864317
40,1,37,RUE,COQUILLIERE,Commerce détail de boissons,2.340959,48.864444
41,1,39,RUE,COQUILLIERE,Alimentation générale  <120m²,2.340841,48.864497
42,1,8,RUE,BERGER,Glacier : vente à emporter et consommation sur place,2.348366,48.860936
43,1,5,RUE,ETIENNE MARCEL,Commerce détail de boissons,2.350248,48.863467
44,1,131,RUE,SAINT DENIS,Supérette  classique,2.349737,48.863323
45,1,6,RUE,GRANDE TRUANDERIE,Alimentation générale  <120m²,2.349406,48.862737
46,1,78,RUE,RAMBUTEAU,Traiteur asiatique,2.349107,48.8623
47,1,15,RUE,PIERRE LESCOT,Glacier : vente à emporter et consommation sur place,2.348649,48.863038
48,1,5,RUE,TURBIGO,Boulangerie - Boulangerie Pâtisserie,2.3477,48.863662
49,1,20,RUE,MONTORGUEIL,Pâtisserie,2.346444,48.863457
50,1,34,RUE,MONTORGUEIL,Pâtisserie,2.346563,48.86392
51,1,24,RUE,MONTMARTRE,Boucherie - Boucherie-Charcuterie,2.345593,48.864153
52,1,34,RUE,MONTMARTRE,Produits alimentaires spécialisés régionaux et étrangers,2.345403,48.864496
53,1,7,RUE,MONTORGUEIL,Traiteur asiatique,2.346257,48.863477
54,1,9,RUE,MONTORGUEIL,Chocolaterie - Confiserie,2.346308,48.86356
55,1,11,RUE,MONTORGUEIL,Produits alimentaires bio et circuits courts,2.346331,48.863636
56,1,15,RUE,MONTORGUEIL,Torréfacteur -  Commerce détail  thé et café,2.346372,48.863768
57,1,15,RUE,MONTORGUEIL,Chocolaterie - Confiserie,2.346372,48.863768
58,1,21,RUE,MONTORGUEIL,Charcuterie - Traiteur - Epicerie fine,2.346454,48.864019
59,1,21,RUE,MONTORGUEIL,Produits alimentaires spécialisés régionaux et étrangers,2.346454,48.864019
60,1,25,RUE,MONTORGUEIL,Supérette  classique,2.346508,48.864177
61,1,44,RUE,LOUVRE,Supérette  classique,2.342613,48.864082
62,1,32,RUE,COQUILLIERE,Traiteur asiatique,2.341598,48.86427
63,1,1,RUE,PIERRE LESCOT,Pâtisserie,2.347689,48.861212
64,1,1,RUE,PIERRE LESCOT,Monoprix,2.347689,48.861212
65,1,1,RUE,PIERRE LESCOT,Alimentation générale  <120m²,2.347689,48.861212
66,1,1,RUE,PIERRE LESCOT,Chocolaterie - Confiserie,2.347689,48.861212
67,1,1,RUE,PIERRE LESCOT,Boulangerie - Boulangerie Pâtisserie,2.347689,48.861212
68,1,4,RUE,INNOCENTS,Alimentation générale  <120m²,2.34712,48.860608
69,1,5,RUE,PETITS CHAMPS,Boulangerie - Boulangerie Pâtisserie,2.339013,48.866196
70,1,5,RUE,PETITS CHAMPS,Produits alimentaires spécialisés régionaux et étrangers,2.339013,48.866196
71,1,41,RUE,MONTPENSIER,Alimentation générale  <120m²,2.337354,48.866045
72,1,11,RUE,PETITS CHAMPS,Produits alimentaires bio et circuits courts,2.338483,48.86632
73,1,23,RUE,PETITS CHAMPS,Commerce détail de boissons,2.337543,48.866542
74,1,42,RUE,RICHELIEU,Alimentation générale  <120m²,2.337078,48.865936
75,1,46,RUE,RICHELIEU,Vente de fruits et légumes,2.337155,48.866081
76,1,4,RUE,ECHELLE,Boulangerie - Boulangerie Pâtisserie,2.333777,48.863457
77,1,176,RUE,RIVOLI,Pâtisserie,2.334767,48.863034
78,1,159,RUE,SAINT HONORE,Glacier : vente à emporter et consommation sur place,2.335206,48.863251
79,1,165,RUE,SAINT HONORE,Supérette  classique,2.334675,48.863514
80,1,186,RUE,RIVOLI,Produits alimentaires spécialisés régionaux et étrangers,2.333323,48.863502
81,1,256,RUE,SAINT HONORE,Produits alimentaires spécialisés régionaux et étrangers,2.333783,48.864113
82,1,256,RUE,SAINT HONORE,Traiteur asiatique,2.333783,48.864113
83,1,19,AV,OPERA,Chocolaterie - Confiserie,2.334097,48.865956
84,1,23,RUE,MOLIERE,Boulangerie - Boulangerie Pâtisserie,2.33636,48.865476
85,1,8,RUE,SAINTE ANNE,Supérette  spécialisée,2.335253,48.86551
86,1,16,RUE,SAINTE ANNE,Boulangerie - Boulangerie Pâtisserie,2.335513,48.866095
87,1,29,RUE,PETITS CHAMPS,Alimentation générale  <120m²,2.336957,48.866679
88,1,31,RUE,PETITS CHAMPS,Traiteur asiatique,2.336815,48.866712
89,1,43,RUE,RICHELIEU,Alimentation générale  <120m²,2.33694,48.86605
90,1,47,RUE,RICHELIEU,Commerce détail de boissons,2.337088,48.866276
91,1,47,RUE,RICHELIEU,Crèmerie - Fromagerie,2.337088,48.866276
92,1,51,RUE,PETITS CHAMPS,Chocolaterie - Confiserie,2.335064,48.86712
93,1,21,AV,OPERA,Monoprix,2.333865,48.866496
94,1,25,AV,OPERA,Chocolaterie - Confiserie,2.333773,48.866709
95,1,25,AV,OPERA,Boulangerie - Boulangerie Pâtisserie,2.333773,48.866709
96,1,194,RUE,RIVOLI,Glacier : vente à emporter et consommation sur place,2.331769,48.864006
97,1,189,RUE,SAINT HONORE,Commerce détail de boissons,2.332456,48.864594
98,1,194,RUE,RIVOLI,Chocolaterie - Confiserie,2.331769,48.864006
99,1,198,RUE,RIVOLI,Produits alimentaires spécialisés régionaux et étrangers,2.331134,48.86421
100,1,201,RUE,SAINT HONORE,Chocolaterie - Confiserie,2.331749,48.864924
101,1,205,RUE,SAINT HONORE,Alimentation générale  <120m²,2.331522,48.865042
102,1,6,RUE,MARCHE SAINT HONORE,Boucherie - Boucherie-Charcuterie,2.331177,48.865915
103,1,6,RUE,MARCHE SAINT HONORE,Poissonnerie,2.331177,48.865915
104,1,302,RUE,SAINT HONORE,Boulangerie - Boulangerie Pâtisserie,2.331832,48.865057
105,1,3,RUE,GOMBOUST,Boucherie - Boucherie-Charcuterie,2.333018,48.867244
106,1,7,RUE,GOMBOUST,Pâtisserie,2.332703,48.867311
107,1,20,PL,MARCHE SAINT HONORE,Supérette  classique,2.330864,48.865701
108,1,9,RUE,MARCHE SAINT HONORE,Chocolaterie - Confiserie,2.331212,48.866247
109,1,3,RUE,VINGT NEUF JUILLET,Traiteur asiatique,2.330317,48.864844
110,1,232,RUE,RIVOLI,Commerce détail de boissons,2.327782,48.865293
111,1,14,RUE,CASTIGLIONE,Chocolaterie - Confiserie,2.328541,48.866306
112,1,231,RUE,SAINT HONORE,Chocolaterie - Confiserie,2.329198,48.866214
113,1,235,RUE,SAINT HONORE,Pâtisserie,2.328806,48.866403
114,1,2,RUE,CAMBON,Charcuterie - Traiteur - Epicerie fine,2.325328,48.866281
115,1,4,RUE,CAMBON,Pâtisserie,2.325482,48.866467
116,1,19,RUE,MONT THABOR,Charcuterie - Traiteur - Epicerie fine,2.32707,48.866139
117,1,244,RUE,RIVOLI,Chocolaterie - Confiserie,2.325353,48.866083
118,1,18,RUE,DUPHOT,Charcuterie - Traiteur - Epicerie fine,2.325559,48.868611
119,1,3,BD,MADELEINE,Commerce détail de boissons,2.325876,48.868498
120,1,9,BD,MADELEINE,Supérette  classique,2.325876,48.868498
121,1,9,RUE,CAPUCINES,Commerce détail de boissons,2.329557,48.86871
122,1,51,PL,MARCHE SAINT HONORE,Boulangerie - Boulangerie Pâtisserie,2.330864,48.865701
123,2,17,RUE,DAUNOU,Alimentation générale  <120m²,2.330877,48.869783
124,2,49,AV,OPERA,Chocolaterie - Confiserie,2.332431,48.869824
125,2,49,AV,OPERA,Chocolaterie - Confiserie,2.332431,48.869824
126,2,33,AV,OPERA,Torréfacteur -  Commerce détail  thé et café,2.333311,48.867775
127,2,39,AV,OPERA,Pâtisserie,2.33307,48.868337
128,2,15,RUE,GAILLON,Boulangerie - Boulangerie Pâtisserie,2.334196,48.868674
129,2,30,AV,OPERA,Chocolaterie - Confiserie,2.333659,48.868024
130,2,32,AV,OPERA,Chocolaterie - Confiserie,2.333527,48.868327
131,2,39,RUE,SAINT AUGUSTIN,Produits alimentaires spécialisés régionaux et étrangers,2.333979,48.868821
132,2,43,RUE,SAINT AUGUSTIN,Produits alimentaires spécialisés régionaux et étrangers,2.333635,48.868797
133,2,43,RUE,SAINT AUGUSTIN,Commerce détail de boissons,2.333635,48.868797
134,2,29,RUE,QUATRE SEPTEMBRE,Commerce détail de boissons,2.334585,48.869849
135,2,14,RUE,LA MICHODIERE,Boulangerie - Boulangerie Pâtisserie,2.334893,48.870094
136,2,14,RUE,LA MICHODIERE,Traiteur asiatique,2.334893,48.870094
137,2,2,RUE,HANOVRE,Produits alimentaires spécialisés régionaux et étrangers,2.335831,48.870229
138,2,14,RUE,MONSIGNY,Commerce détail de boissons,2.335752,48.869172
139,2,2,RUE,LA MICHODIERE,Produits alimentaires bio et circuits courts,2.334524,48.869025
140,2,6,RUE,LA MICHODIERE,Produits alimentaires bio et circuits courts,2.334715,48.869457
141,2,46,RUE,PETITS CHAMPS,Produits alimentaires spécialisés régionaux et étrangers,2.34771,48.868391
142,2,36,RUE,PETITS CHAMPS,Chocolaterie - Confiserie,2.347435,48.867821
143,2,40,RUE,PETITS CHAMPS,Traiteur asiatique,2.347608,48.868192
144,2,40,RUE,PETITS CHAMPS,Traiteur asiatique,2.347608,48.868192
145,2,42,RUE,PETITS CHAMPS,Boulangerie - Boulangerie Pâtisserie,2.347659,48.868291
146,2,44,RUE,PETITS CHAMPS,Charcuterie - Traiteur - Epicerie fine,2.347682,48.868336
147,2,51,RUE,SAINTE ANNE,Produits alimentaires spécialisés régionaux et étrangers,2.335964,48.867406
148,2,57,RUE,SAINTE ANNE,Commerce détail de boissons,2.336198,48.86786
149,2,63,RUE,SAINTE ANNE,Produits alimentaires spécialisés régionaux et étrangers,2.336308,48.868118
150,2,11,BD,MONTMARTRE,Commerce détail de boissons,2.344866,48.86506
151,2,28,RUE,PETITS CHAMPS,Torréfacteur -  Commerce détail  thé et café,2.347461,48.867502
152,2,46,RUE,SAINTE ANNE,Commerce détail de boissons,2.336162,48.867454
153,2,2,RUE,CHABANAIS,Torréfacteur -  Commerce détail  thé et café,2.336703,48.866964
154,2,22,RUE,PETITS CHAMPS,Charcuterie - Traiteur - Epicerie fine,2.347087,48.866463
155,2,22,RUE,PETITS CHAMPS,Commerce détail de boissons,2.347087,48.866463
156,2,13,RUE,RAMEAU,Alimentation générale  <120m²,2.336522,48.867923
157,2,6,RUE,RAMEAU,Boulangerie - Boulangerie Pâtisserie,2.336501,48.868038
158,2,58,RUE,SAINTE ANNE,Boucherie - Boucherie-Charcuterie,2.336449,48.86811
159,2,58,RUE,SAINTE ANNE,Charcuterie - Traiteur - Epicerie fine,2.336449,48.86811
160,2,11,RUE,SAINT AUGUSTIN,Supérette  spécialisée,2.33709,48.868815
161,2,64,RUE,SAINTE ANNE,Traiteur asiatique,2.336676,48.86864
162,2,66,RUE,SAINTE ANNE,Charcuterie - Traiteur - Epicerie fine,2.336728,48.868764
163,2,9,RUE,QUATRE SEPTEMBRE,Supérette  classique,2.337826,48.869236
164,2,15,RUE,QUATRE SEPTEMBRE,Supérette  classique,2.336959,48.869401
165,2,11,BD,ITALIENS,Commerce détail de boissons,2.33796,48.871448
166,2,15,BD,MONTMARTRE,Traiteur asiatique,2.344866,48.86506
167,2,21,BD,MONTMARTRE,Traiteur asiatique,2.344866,48.86506
168,2,149,RUE,MONTMARTRE,Boulangerie - Boulangerie Pâtisserie,2.342498,48.870395
169,2,33,RUE,VIVIENNE,Chocolaterie - Confiserie,2.340625,48.870074
170,2,6,RUE,QUATRE SEPTEMBRE,Vente de produits surgelés,2.339211,48.869181
171,2,18,RUE,BANQUE,Pâtisserie,2.341092,48.868011
172,2,24,RUE,BANQUE,Boulangerie - Boulangerie Pâtisserie,2.341308,48.868408
173,2,17,RUE,NOTRE DAME DES VICTOIRES,Commerce détail de boissons,2.341734,48.868303
174,2,4,RUE,PETITS CHAMPS,Commerce détail de boissons,2.347273,48.866481
175,2,4,RUE,PETITS CHAMPS,Charcuterie - Traiteur - Epicerie fine,2.347273,48.866481
176,2,162,RUE,MONTMARTRE,Traiteur asiatique,2.342816,48.870316
177,2,168,RUE,MONTMARTRE,Boulangerie - Boulangerie Pâtisserie,2.342922,48.870657
178,2,15,RUE,SENTIER,Commerce détail de boissons,2.345569,48.868638
179,2,10,RUE,PETITS PERES,Boulangerie - Boulangerie Pâtisserie,2.341176,48.866228
180,2,9,RUE,MAIL,Supérette  classique,2.341947,48.86662
181,2,32,RUE,NOTRE DAME DES VICTOIRES,Pâtisserie,2.341891,48.868276
182,2,19,BD,POISSONNIERE,Supérette  classique,2.347693,48.869467
183,2,142,RUE,MONTMARTRE,Supérette  classique,2.343412,48.868884
184,2,67,RUE,MONTORGUEIL,Vente de fruits et légumes,2.347015,48.866052
185,2,67,RUE,MONTORGUEIL,Supermarché classique,2.347015,48.866052
186,2,122,RUE,MONTMARTRE,Pâtisserie,2.343838,48.867924
187,2,33,RUE,ABOUKIR,Pâtisserie,2.344334,48.866998
188,2,69,RUE,ARGOUT,Produits alimentaires spécialisés régionaux et étrangers,2.344136,48.866238
189,2,53,RUE,MONTMARTRE,Boulangerie - Boulangerie Pâtisserie,2.34452,48.865898
190,2,45,RUE,MONTORGUEIL,Pâtisserie,2.346759,48.864932
191,2,51,RUE,MONTORGUEIL,Pâtisserie,2.346835,48.865241
192,2,53,RUE,MONTORGUEIL,Boulangerie - Boulangerie Pâtisserie,2.346852,48.865311
193,2,58,RUE,TIQUETONNE,Produits alimentaires spécialisés régionaux et étrangers,2.346215,48.864832
194,2,9,RUE,BACHAUMONT,Pâtisserie,2.345849,48.865947
195,2,61,RUE,MONTORGUEIL,Commerce détail de boissons,2.346929,48.865687
196,2,63,RUE,MONTORGUEIL,Boulangerie - Boulangerie Pâtisserie,2.346945,48.865766
197,2,5,RUE,PETITS CARREAUX,Charcuterie - Traiteur - Epicerie fine,2.347109,48.866629
198,2,13,RUE,PETITS CARREAUX,Supermarché classique,2.347144,48.866865
199,2,93,RUE,REAUMUR,Produits alimentaires bio et circuits courts,2.346469,48.867445
200,2,114,RUE,REAUMUR,Produits alimentaires bio et circuits courts,2.345542,48.867854
201,2,3,RUE,MULHOUSE,Produits alimentaires spécialisés régionaux et étrangers,2.34701,48.868463
202,2,29,RUE,CLERY,Supermarché classique,2.347439,48.868429
203,2,3,RUE,POISSONNIERE,Charcuterie - Traiteur - Epicerie fine,2.347638,48.868582
204,2,7,BD,POISSONNIERE,Supérette  classique,2.347682,48.868906
205,2,7,BD,POISSONNIERE,Traiteur asiatique,2.347682,48.868906
206,2,34,RUE,POISSONNIERE,Alimentation générale  <120m²,2.347934,48.869898
207,2,31,BD,BONNE NOUVELLE,Glacier : vente à emporter et consommation sur place,2.347457,48.870421
208,2,70,RUE,CLERY,Traiteur asiatique,2.349365,48.868864
209,2,84,RUE,ABOUKIR,Pâtisserie,2.347705,48.867925
210,2,6,RUE,NIL,Boucherie - Boucherie-Charcuterie,2.34791,48.867805
211,2,10,RUE,NIL,Torréfacteur -  Commerce détail  thé et café,2.347641,48.867731
212,2,3,RUE,NIL,Boulangerie - Boulangerie Pâtisserie,2.34811,48.867787
213,2,7,RUE,NIL,Alimentation générale  <120m²,2.347813,48.867705
214,2,102,RUE,REAUMUR,Supermarché classique,2.348065,48.867307
215,2,2,RUE,PETITS CARREAUX,Pâtisserie,2.347272,48.866394
216,2,4,RUE,PETITS CARREAUX,Boulangerie - Boulangerie Pâtisserie,2.347273,48.866481
217,2,6,RUE,PETITS CARREAUX,Vente de fruits et légumes,2.347297,48.866522
218,2,8,RUE,PETITS CARREAUX,Crèmerie - Fromagerie,2.347291,48.866576
219,2,14,RUE,PETITS CARREAUX,Charcuterie - Traiteur - Epicerie fine,2.347349,48.866897
220,2,16,RUE,PETITS CARREAUX,Boulangerie - Boulangerie Pâtisserie,2.34738,48.867066
221,2,16,RUE,SAINT SAUVEUR,Produits alimentaires spécialisés régionaux et étrangers,2.348536,48.866096
222,2,18,RUE,SAINT SAUVEUR,Produits alimentaires spécialisés régionaux et étrangers,2.348382,48.866127
223,2,2,RUE,SAINT SAUVEUR,Pâtisserie,2.350352,48.865778
224,2,163,RUE,SAINT DENIS,Traiteur asiatique,2.350289,48.865217
225,2,169,RUE,SAINT DENIS,Alimentation générale  <120m²,2.35035,48.865374
226,2,177,RUE,SAINT DENIS,Commerce détail de boissons,2.350426,48.865539
227,2,179,RUE,SAINT DENIS,Produits alimentaires bio et circuits courts,2.350447,48.865586
228,2,181,RUE,SAINT DENIS,Boulangerie - Boulangerie Pâtisserie,2.350473,48.865642
229,2,82,RUE,MONTORGUEIL,Chocolaterie - Confiserie,2.347132,48.865742
230,2,86,RUE,MONTORGUEIL,Crèmerie - Fromagerie,2.347152,48.86584
231,2,88,RUE,MONTORGUEIL,Commerce détail de boissons,2.347163,48.865897
232,2,90,RUE,MONTORGUEIL,Torréfacteur -  Commerce détail  thé et café,2.347174,48.865948
233,2,94,RUE,MONTORGUEIL,Commerce détail de boissons,2.347191,48.866029
234,2,96,RUE,MONTORGUEIL,Glacier : vente à emporter et consommation sur place,2.347202,48.866085
235,2,98,RUE,MONTORGUEIL,Boucherie - Boucherie-Charcuterie,2.347215,48.866148
236,2,98,RUE,MONTORGUEIL,Traiteur asiatique,2.347215,48.866148
237,2,100,RUE,MONTORGUEIL,Boulangerie - Boulangerie Pâtisserie,2.34723,48.866219
238,2,10,RUE,MARIE STUART,Commerce détail de boissons,2.347842,48.865061
239,2,72,RUE,MONTORGUEIL,Boucherie - Boucherie-Charcuterie,2.347092,48.865444
240,2,72,RUE,MONTORGUEIL,Poissonnerie,2.347092,48.865444
241,2,76,RUE,MONTORGUEIL,Vente de fruits et légumes,2.347089,48.865538
242,2,141,RUE,SAINT DENIS,Alimentation générale  <120m²,2.350075,48.864485
243,2,145,RUE,SAINT DENIS,Torréfacteur -  Commerce détail  thé et café,2.350108,48.864667
244,2,54,RUE,MONTORGUEIL,Boucherie - Boucherie-Charcuterie,2.34691,48.864867
245,2,14,RUE,ETIENNE MARCEL,Vente de produits surgelés,2.34883,48.864017
246,2,11,RUE,TIQUETONNE,Commerce détail de boissons,2.349151,48.864485
247,2,116,RUE,SAINT DENIS,Traiteur asiatique,2.350264,48.864411
248,2,120,RUE,SAINT DENIS,Produits alimentaires spécialisés régionaux et étrangers,2.350298,48.864601
249,2,134,RUE,SAINT DENIS,Alimentation générale  <120m²,2.350406,48.864988
250,2,85,BD,SEBASTOPOL,Produits alimentaires spécialisés régionaux et étrangers,2.352436,48.866668
251,2,51,RUE,REAUMUR,Monoprix,2.352167,48.866209
252,2,142,RUE,SAINT DENIS,Traiteur asiatique,2.350513,48.865262
253,2,162,RUE,SAINT DENIS,Traiteur asiatique,2.350821,48.865881
254,2,59,RUE,REAUMUR,Boulangerie - Boulangerie Pâtisserie,2.351287,48.866402
255,2,13,BD,SAINT DENIS,Monoprix,2.350142,48.86375
256,3,1,BD,SAINT DENIS,Produits alimentaires bio et circuits courts,2.362582,48.859891
257,3,10,RUE,BLONDEL,Alimentation générale  <120m²,2.354367,48.868635
258,3,343,RUE,SAINT MARTIN,Supérette  classique,2.354994,48.868195
259,3,351,RUE,SAINT MARTIN,Boulangerie - Boulangerie Pâtisserie,2.355106,48.868409
260,3,245,RUE,SAINT MARTIN,Charcuterie - Traiteur - Epicerie fine,2.353297,48.865876
261,3,35,RUE,REAUMUR,Vente de produits surgelés,2.354836,48.86563
262,3,53,RUE,TURBIGO,Supérette  classique,2.355967,48.865631
263,3,61,RUE,TURBIGO,Commerce détail de boissons,2.35729,48.865841
264,3,63,RUE,TURBIGO,Boulangerie - Boulangerie Pâtisserie,2.357441,48.865875
265,3,36,RUE,VOLTA,Supérette  classique,2.357922,48.866285
266,3,46,RUE,VOLTA,Commerce détail de boissons,2.358118,48.86662
267,3,17,RUE,VERTBOIS,Boulangerie - Boulangerie Pâtisserie,2.358096,48.86696
268,3,72,RUE,VERTBOIS,Commerce détail de boissons,2.355448,48.867633
269,3,56,RUE,NOTRE DAME DE NAZARETH,Produits alimentaires spécialisés régionaux et étrangers,2.357469,48.867632
270,3,64,RUE,NOTRE DAME DE NAZARETH,Produits alimentaires bio et circuits courts,2.356775,48.867727
271,3,9,BD,SAINT MARTIN,Alimentation générale  <120m²,2.351606,48.861742
272,3,17,BD,SAINT MARTIN,Supérette  classique,2.351606,48.861742
273,3,29,BD,SAINT MARTIN,Alimentation générale  <120m²,2.351606,48.861742
274,3,12,RUE,NOTRE DAME DE NAZARETH,Commerce détail de boissons,2.361101,48.867109
275,3,16,RUE,NOTRE DAME DE NAZARETH,Vente de fruits et légumes,2.360758,48.867156
276,3,34,RUE,NOTRE DAME DE NAZARETH,Produits alimentaires spécialisés régionaux et étrangers,2.359124,48.867393
277,3,31,RUE,NOTRE DAME DE NAZARETH,Boucherie - Boucherie-Charcuterie,2.358653,48.867337
278,3,89,RUE,TURBIGO,Commerce détail de boissons,2.361499,48.866817
279,3,183,RUE,TEMPLE,Boulangerie - Boulangerie Pâtisserie,2.36029,48.865477
280,3,60,RUE,TURBIGO,Vente de fruits et légumes,2.358513,48.865909
281,3,56,RUE,TURBIGO,Commerce détail de boissons,2.357708,48.865726
282,3,44,RUE,REAUMUR,Boulangerie - Boulangerie Pâtisserie,2.359346,48.864652
283,3,95,RUE,BEAUBOURG,Traiteur asiatique,2.355089,48.864506
284,3,42,RUE,TURBIGO,Supérette  classique,2.354328,48.864957
285,3,28,RUE,MAIRE,Boucherie - Boucherie-Charcuterie,2.355845,48.864756
286,3,25,RUE,REAUMUR,Commerce détail de boissons,2.356798,48.865186
287,3,9,RUE,VOLTA,Traiteur asiatique,2.356937,48.865015
288,3,6,RUE,MAIRE,Alimentation générale  <120m²,2.357114,48.864554
289,3,84,RUE,BEAUBOURG,Produits alimentaires bio et circuits courts,2.355465,48.864586
290,3,28,RUE,GRAVILLIERS,Boucherie - Boucherie-Charcuterie,2.356531,48.863931
291,3,15,RUE,MAIRE,Traiteur asiatique,2.356586,48.864562
292,3,23,RUE,MAIRE,Alimentation générale  <120m²,2.356247,48.864614
293,3,25,RUE,MAIRE,Commerce détail de boissons,2.356135,48.864631
294,3,27,RUE,MAIRE,Pâtisserie,2.356019,48.86465
295,3,33,RUE,MAIRE,Traiteur asiatique,2.355868,48.864677
296,3,35,RUE,MAIRE,Alimentation générale  <120m²,2.355799,48.86469
297,3,129,RUE,TEMPLE,Pâtisserie,2.358236,48.863478
298,3,71,RUE,ARCHIVES,Boulangerie - Boulangerie Pâtisserie,2.359872,48.862742
299,3,75,RUE,ARCHIVES,Alimentation générale  <120m²,2.35999,48.862846
300,3,38,RUE,PASTOURELLE,Commerce détail de boissons,2.358912,48.863126
301,3,57,RUE,BRETAGNE,Pâtisserie,2.353128,48.865408
302,3,57,RUE,BRETAGNE,Produits alimentaires spécialisés régionaux et étrangers,2.353128,48.865408
303,3,61,RUE,BRETAGNE,Alimentation générale  <120m²,2.353128,48.865408
304,3,49,RUE,BRETAGNE,Supermarché classique,2.352969,48.866035
305,3,21,RUE,BRETAGNE,Commerce détail de boissons,2.357306,48.865094
306,3,23,RUE,BRETAGNE,Supérette  classique,2.356924,48.865152
307,3,25,RUE,BRETAGNE,Boulangerie - Boulangerie Pâtisserie,2.356798,48.865186
308,3,27,RUE,BRETAGNE,Chocolaterie - Confiserie,2.356671,48.865226
309,3,29,RUE,BRETAGNE,Vente de fruits et légumes,2.35642,48.865286
310,3,31,RUE,BRETAGNE,Boucherie - Boucherie-Charcuterie,2.355275,48.865534
311,3,33,RUE,BRETAGNE,Traiteur asiatique,2.355046,48.865584
312,3,33,RUE,BRETAGNE,Commerce détail de boissons,2.355046,48.865584
313,3,39,RUE,BRETAGNE,Crèmerie - Fromagerie,2.354438,48.865717
314,3,42,RUE,CHARLOT,Charcuterie - Traiteur - Epicerie fine,2.362428,48.86269
315,3,17,RUE,BRETAGNE,Boucherie - Boucherie-Charcuterie,2.357796,48.864988
316,3,19,RUE,BRETAGNE,Charcuterie - Traiteur - Epicerie fine,2.357573,48.865036
317,3,17,RUE,DEBELLEYME,Pâtisserie,2.363259,48.861786
318,3,3,RUE,BRETAGNE,Alimentation générale  <120m²,2.352992,48.865381
319,3,133,RUE,VIEILLE DU TEMPLE,Boulangerie - Boulangerie Pâtisserie,2.363864,48.861691
