,ARRO,NUM,TYP_VOIE,LIB_VOIE,LIBACT,lon,lat
5711,18,162,BD,NEY,Alimentation générale  <120m²,2.334165,48.897922
5712,18,148,BD,NEY,Boulangerie - Boulangerie Pâtisserie,2.336547,48.897972
5713,18,150,BD,NEY,Boucherie - Boucherie-Charcuterie,2.336152,48.897963
5714,18,48,BD,CLICHY,Alimentation générale  <120m²,2.326259,48.886414
5715,18,60,BD,CLICHY,Alimentation générale  <120m²,2.325868,48.88726
5716,18,14,RUE,LEPIC,Boulangerie - Boulangerie Pâtisserie,2.333759,48.88471
5717,18,14,RUE,LEPIC,Traiteur asiatique,2.333759,48.88471
5718,18,14,RUE,LEPIC,Vente de fruits et légumes,2.333759,48.88471
5719,18,18,RUE,LEPIC,Boucherie - Boucherie-Charcuterie,2.333891,48.88484
5720,18,18,RUE,LEPIC,Produits alimentaires spécialisés régionaux et étrangers,2.333891,48.88484
5721,18,20,RUE,LEPIC,Crèmerie - Fromagerie,2.333965,48.884913
5722,18,20,RUE,LEPIC,Boucherie - Boucherie-Charcuterie,2.333965,48.884913
5723,18,22,RUE,LEPIC,Produits alimentaires spécialisés régionaux et étrangers,2.334062,48.885008
5724,18,24,RUE,LEPIC,Supérette  classique,2.334232,48.885172
5725,18,24,RUE,LEPIC,Chocolaterie - Confiserie,2.334232,48.885172
5726,18,26,RUE,LEPIC,Vente de fruits et légumes,2.334334,48.885271
5727,18,26,RUE,LEPIC,Boulangerie - Boulangerie Pâtisserie,2.334334,48.885271
5728,18,26,RUE,LEPIC,Charcuterie - Traiteur - Epicerie fine,2.334334,48.885271
5729,18,35,RUE,VERON,Charcuterie - Traiteur - Epicerie fine,2.334579,48.885237
5730,18,112,RUE,DAMREMONT,Charcuterie - Traiteur - Epicerie fine,2.33692,48.894237
5731,18,154,RUE,ORDENER,Commerce détail de boissons,2.336891,48.89366
5732,18,51,RUE,VAUVENARGUES,Alimentation générale  <120m²,2.331273,48.895458
5733,18,171,RUE,BELLIARD,Boulangerie - Boulangerie Pâtisserie,2.330724,48.895722
5734,18,83,RUE,MARTYRS,Charcuterie - Traiteur - Epicerie fine,2.339614,48.883376
5735,18,7,PL,CHARLES DULLIN,Alimentation générale  <120m²,2.34167,48.883304
5736,18,74,RUE,MARTYRS,Alimentation générale  <120m²,2.339749,48.88255
5737,18,88,RUE,MARTYRS,Boulangerie - Boulangerie Pâtisserie,2.339811,48.883481
5738,18,6,RUE,ABBESSES,Boulangerie - Boulangerie Pâtisserie,2.338932,48.884453
5739,18,89,RUE,MARTYRS,Torréfacteur -  Commerce détail  thé et café,2.339655,48.883939
5740,18,9,RUE,TROIS FRERES,Glacier : vente à emporter et consommation sur place,2.341271,48.884156
5741,18,10,RUE,YVONNE LE TAC,Alimentation générale  <120m²,2.340666,48.884131
5742,18,24,RUE,ABBESSES,Boulangerie - Boulangerie Pâtisserie,2.337808,48.884858
5743,18,56,RUE,TROIS FRERES,Alimentation générale  <120m²,2.338364,48.885636
5744,18,37,RUE,GABRIELLE,Alimentation générale  <120m²,2.339673,48.88599
5745,18,12,PL,JEAN BAPTISTE CLEMENT,Boulangerie - Boulangerie Pâtisserie,2.339479,48.886916
5746,18,14,RUE,NORVINS,Glacier : vente à emporter et consommation sur place,2.340407,48.886912
5747,18,14,RUE,NORVINS,Chocolaterie - Confiserie,2.340407,48.886912
5748,18,16,RUE,NORVINS,Chocolaterie - Confiserie,2.340184,48.886978
5749,18,49,RUE,LAMARCK,Alimentation générale  <120m²,2.340352,48.889516
5750,18,118,RUE,CAULAINCOURT,Produits alimentaires bio et circuits courts,2.342238,48.889666
5751,18,118,RUE,CAULAINCOURT,Charcuterie - Traiteur - Epicerie fine,2.342238,48.889666
5752,18,49,RUE,CUSTINE,Boucherie - Boucherie-Charcuterie,2.344005,48.889396
5753,18,53,RUE,CUSTINE,Produits alimentaires bio et circuits courts,2.34364,48.889496
5754,18,61,RUE,CUSTINE,Vente de fruits et légumes,2.343052,48.889658
5755,18,48,RUE,CHEVALIER DE LA BARRE,Glacier : vente à emporter et consommation sur place,2.341721,48.887142
5756,18,8,RUE,TROIS FRERES,Alimentation générale  <120m²,2.341375,48.884279
5757,18,28,RUE,TROIS FRERES,Alimentation générale  <120m²,2.34079,48.884937
5758,18,30,RUE,ORSEL,Chocolaterie - Confiserie,2.343389,48.883773
5759,18,40,RUE,ORSEL,Boucherie - Boucherie-Charcuterie,2.342829,48.883686
5760,18,48,RUE,ORSEL,Supérette  classique,2.34212,48.883562
5761,18,9,RUE,STEINKERQUE,Chocolaterie - Confiserie,2.343379,48.884021
5762,18,13,RUE,STEINKERQUE,Chocolaterie - Confiserie,2.343327,48.884157
5763,18,1,RUE,TARDIEU,Glacier : vente à emporter et consommation sur place,2.342638,48.884248
5764,18,3,RUE,TARDIEU,Produits alimentaires spécialisés régionaux et étrangers,2.342331,48.884177
5765,18,6,RUE,TROIS FRERES,Charcuterie - Traiteur - Epicerie fine,2.341586,48.883893
5766,18,31,RUE,ORSEL,Supermarché classique,2.343884,48.88374
5767,18,8,RUE,STEINKERQUE,Chocolaterie - Confiserie,2.343728,48.883464
5768,18,14,RUE,ORSEL,Supérette  classique,2.34494,48.884047
5769,18,7,RUE,CLIGNANCOURT,Boucherie - Boucherie-Charcuterie,2.346979,48.884165
5770,18,21,RUE,ANDRE DEL SARTE,Traiteur asiatique,2.345226,48.885783
5771,18,17,RUE,CLIGNANCOURT,Supermarché classique,2.347093,48.885036
5772,18,12,RUE,PIERRE PICARD,Alimentation générale  <120m²,2.345908,48.884778
5773,18,39,RUE,CLIGNANCOURT,Produits alimentaires spécialisés régionaux et étrangers,2.347404,48.88621
5774,18,39,RUE,CLIGNANCOURT,Vente de fruits et légumes,2.347404,48.88621
5775,18,43,RUE,CLIGNANCOURT,Boulangerie - Boulangerie Pâtisserie,2.347451,48.886435
5776,18,49,RUE,CLIGNANCOURT,Commerce détail de boissons,2.34752,48.886761
5777,18,1,RUE,FEUTRIER,Boulangerie - Boulangerie Pâtisserie,2.34639,48.885869
5778,18,21,RUE,MULLER,Alimentation générale  <120m²,2.345373,48.886388
5779,18,1,RUE,RAMEY,Traiteur asiatique,2.347462,48.887015
5780,18,3,RUE,RAMEY,Boucherie - Boucherie-Charcuterie,2.347402,48.887124
5781,18,11,RUE,RAMEY,Commerce détail de boissons,2.347165,48.887542
5782,18,15,RUE,RAMEY,Alimentation générale  <120m²,2.34706,48.887729
5783,18,21,RUE,RAMEY,Traiteur asiatique,2.346824,48.888142
5784,18,25,RUE,RAMEY,Boucherie - Boucherie-Charcuterie,2.346668,48.88842
5785,18,25,RUE,RAMEY,Traiteur asiatique,2.346668,48.88842
5786,18,31,RUE,RAMEY,Alimentation générale  <120m²,2.346517,48.888688
5787,18,4,RUE,RAMEY,Boulangerie - Boulangerie Pâtisserie,2.347461,48.887431
5788,18,8,RUE,RAMEY,Vente de fruits et légumes,2.347345,48.887637
5789,18,18,RUE,RAMEY,Produits alimentaires bio et circuits courts,2.347048,48.888163
5790,18,22,RUE,RAMEY,Charcuterie - Traiteur - Epicerie fine,2.346954,48.888331
5791,18,69,RUE,CLIGNANCOURT,Alimentation générale  <120m²,2.348018,48.888907
5792,18,35,RUE,RAMEY,Alimentation générale  <120m²,2.346279,48.889103
5793,18,52,RUE,CUSTINE,Alimentation générale  <120m²,2.344314,48.889524
5794,18,54,RUE,CUSTINE,Boulangerie - Boulangerie Pâtisserie,2.344111,48.88958
5795,18,61,RUE,RAMEY,Alimentation générale  <120m²,2.345394,48.890536
5796,18,63,RUE,RAMEY,Alimentation générale  <120m²,2.345248,48.890655
5797,18,63,RUE,RAMEY,Boucherie - Boucherie-Charcuterie,2.345248,48.890655
5798,18,65,RUE,RAMEY,Commerce détail de boissons,2.345047,48.89078
5799,18,2,RUE,FRANCOEUR,Boulangerie - Boulangerie Pâtisserie,2.34284,48.889965
5800,18,115,RUE,MARCADET,Boulangerie - Boulangerie Pâtisserie,2.342399,48.891193
5801,18,59,RUE,MONT CENIS,Boulangerie - Boulangerie Pâtisserie,2.343379,48.890568
5802,18,123,RUE,CAULAINCOURT,Alimentation générale  <120m²,2.341845,48.889849
5803,18,125,RUE,CAULAINCOURT,Charcuterie - Traiteur - Epicerie fine,2.342021,48.889856
5804,18,125,RUE,CAULAINCOURT,Crèmerie - Fromagerie,2.342021,48.889856
5805,18,127,RUE,CAULAINCOURT,Boulangerie - Boulangerie Pâtisserie,2.342194,48.889862
5806,18,129,RUE,CAULAINCOURT,Boucherie - Boucherie-Charcuterie,2.342426,48.889872
5807,18,111,RUE,CAULAINCOURT,Boulangerie - Boulangerie Pâtisserie,2.340393,48.88979
5808,18,113,RUE,CAULAINCOURT,Commerce détail de boissons,2.340597,48.889799
5809,18,119,RUE,CAULAINCOURT,Supérette  classique,2.341259,48.889826
5810,18,17,RUE,FRANCOEUR,Supérette  classique,2.341174,48.890391
5811,18,7,RUE,CLOYS,Supérette  classique,2.34076,48.892535
5812,18,50,RUE,DUHESME,Produits alimentaires bio et circuits courts,2.341168,48.892197
5813,18,110,RUE,MARCADET,Supérette  classique,2.343313,48.891288
5814,18,65,RUE,MONT CENIS,Charcuterie - Traiteur - Epicerie fine,2.343546,48.891395
5815,18,65,RUE,MONT CENIS,Commerce détail de boissons,2.343546,48.891395
5816,18,104,RUE,MARCADET,Charcuterie - Traiteur - Epicerie fine,2.344026,48.891198
5817,18,7,RUE,EUGENE SUE,Produits alimentaires spécialisés régionaux et étrangers,2.346262,48.891033
5818,18,31,RUE,SIMART,Commerce détail de boissons,2.347124,48.891342
5819,18,2,RUE,EUGENE SUE,Boulangerie - Boulangerie Pâtisserie,2.345847,48.890786
5820,18,18,RUE,EUGENE SUE,Produits alimentaires spécialisés régionaux et étrangers,2.347113,48.891129
5821,18,19,RUE,SIMART,Produits alimentaires spécialisés régionaux et étrangers,2.347931,48.890737
5822,18,21,RUE,SIMART,Produits alimentaires spécialisés régionaux et étrangers,2.347814,48.890825
5823,18,22,RUE,SIMART,Alimentation générale  <120m²,2.347702,48.891099
5824,18,24,RUE,SIMART,Boulangerie - Boulangerie Pâtisserie,2.347604,48.891173
5825,18,21,RUE,EUGENE SUE,Alimentation générale  <120m²,2.347598,48.891396
5826,18,32,RUE,SIMART,Charcuterie - Traiteur - Epicerie fine,2.346955,48.891657
5827,18,36,RUE,SIMART,Alimentation générale  <120m²,2.346721,48.891832
5828,18,24,RUE,HERMEL,Alimentation générale  <120m²,2.344875,48.891987
5829,18,107,RUE,ORDENER,Supérette  classique,2.345645,48.892187
5830,18,111,RUE,ORDENER,Produits alimentaires spécialisés régionaux et étrangers,2.345306,48.892249
5831,18,121,RUE,ORDENER,Chocolaterie - Confiserie,2.34201,48.892752
5832,18,17,RUE,TRETAIGNE,Alimentation générale  <120m²,2.34238,48.892504
5833,18,53,RUE,DUHESME,Alimentation générale  <120m²,2.341542,48.892645
5834,18,59,RUE,DUHESME,Boucherie - Boucherie-Charcuterie,2.342137,48.893066
5835,18,63,RUE,DUHESME,Poissonnerie,2.342414,48.893263
5836,18,104,RUE,ORDENER,Chocolaterie - Confiserie,2.341083,48.893081
5837,18,106,RUE,ORDENER,Boulangerie - Boulangerie Pâtisserie,2.340925,48.893103
5838,18,15,RUE,POTEAU,Vente de fruits et légumes,2.342415,48.893443
5839,18,15,RUE,POTEAU,Poissonnerie,2.342415,48.893443
5840,18,19,RUE,POTEAU,Supermarché classique,2.342243,48.89354
5841,18,43,RUE,POTEAU,Boulangerie - Boulangerie Pâtisserie,2.341057,48.894455
5842,18,43,RUE,POTEAU,Alimentation générale  <120m²,2.341057,48.894455
5843,18,60,RUE,DUHESME,Boulangerie - Boulangerie Pâtisserie,2.342441,48.893097
5844,18,62,RUE,DUHESME,Crèmerie - Fromagerie,2.342549,48.893174
5845,18,13,RUE,POTEAU,Vente de fruits et légumes,2.342781,48.893238
5846,18,92,RUE,ORDENER,Chocolaterie - Confiserie,2.342687,48.89286
5847,18,1,RUE,POTEAU,Torréfacteur -  Commerce détail  thé et café,2.343543,48.892809
5848,18,5,RUE,POTEAU,Commerce détail de boissons,2.343294,48.892949
5849,18,5,RUE,POTEAU,Traiteur asiatique,2.343294,48.892949
5850,18,7,RUE,POTEAU,Boucherie - Boucherie-Charcuterie,2.343173,48.893017
5851,18,9,RUE,POTEAU,Crèmerie - Fromagerie,2.343042,48.89309
5852,18,11,RUE,POTEAU,Charcuterie - Traiteur - Epicerie fine,2.342924,48.893157
5853,18,13,RUE,POTEAU,Boucherie - Boucherie-Charcuterie,2.342781,48.893238
5854,18,4,PL,CHARLES BERNARD,Commerce détail de boissons,2.343064,48.893449
5855,18,68,RUE,DUHESME,Traiteur asiatique,2.343196,48.893631
5856,18,68,RUE,DUHESME,Chocolaterie - Confiserie,2.343196,48.893631
5857,18,70,RUE,DUHESME,Charcuterie - Traiteur - Epicerie fine,2.343342,48.893734
5858,18,76,RUE,DUHESME,Produits alimentaires spécialisés régionaux et étrangers,2.343676,48.893971
5859,18,10,RUE,POTEAU,Charcuterie - Traiteur - Epicerie fine,2.343405,48.893087
5860,18,10,RUE,POTEAU,Boucherie - Boucherie-Charcuterie,2.343405,48.893087
5861,18,12,RUE,POTEAU,Produits alimentaires spécialisés régionaux et étrangers,2.343209,48.893197
5862,18,12,RUE,POTEAU,Produits alimentaires spécialisés régionaux et étrangers,2.343209,48.893197
5863,18,12,RUE,POTEAU,Commerce détail de boissons,2.343209,48.893197
5864,18,73,RUE,DUHESME,Poissonnerie,2.343402,48.893962
5865,18,79,RUE,DUHESME,Pâtisserie,2.343652,48.894139
5866,18,71,RUE,DUHESME,Boucherie - Boucherie-Charcuterie,2.343228,48.893839
5867,18,22,RUE,LETORT,Boulangerie - Boulangerie Pâtisserie,2.343303,48.894737
5868,18,7,RUE,LETORT,Commerce détail de boissons,2.342966,48.893958
5869,18,20,RUE,POTEAU,Boulangerie - Boulangerie Pâtisserie,2.342519,48.893585
5870,18,22,RUE,POTEAU,Boucherie - Boucherie-Charcuterie,2.342405,48.893649
5871,18,28,RUE,POTEAU,Commerce détail de boissons,2.342062,48.893842
5872,18,32,RUE,POTEAU,Monoprix,2.34189,48.894006
5873,18,64,RUE,RUISSEAU,Vente de fruits et légumes,2.340889,48.894885
5874,18,53,RUE,LETORT,Alimentation générale  <120m²,2.343694,48.89667
5875,18,59,RUE,LETORT,Traiteur asiatique,2.343858,48.896927
5876,18,82,RUE,CHAMPIONNET,Boulangerie - Boulangerie Pâtisserie,2.343582,48.895875
5877,18,38,RUE,LETORT,Produits alimentaires spécialisés régionaux et étrangers,2.343524,48.895929
5878,18,48,RUE,LETORT,Produits alimentaires spécialisés régionaux et étrangers,2.343757,48.896446
5879,18,54,RUE,LETORT,Produits alimentaires spécialisés régionaux et étrangers,2.343992,48.896814
5880,18,58,RUE,LETORT,Supermarché classique,2.344121,48.897017
5881,18,69,BD,ORNANO,Alimentation générale  <120m²,2.345079,48.896801
5882,18,71,BD,ORNANO,Alimentation générale  <120m²,2.344985,48.896913
5883,18,24,RUE,LETORT,Alimentation générale  <120m²,2.343352,48.895001
5884,18,111,RUE,MONT CENIS,Supérette  classique,2.345589,48.89493
5885,18,113,RUE,MONT CENIS,Vente de fruits et légumes,2.345666,48.895074
5886,18,6,RUE,VERSIGNY,Supermarché classique,2.344706,48.894568
5887,18,81,RUE,MONT CENIS,Vente de produits surgelés,2.344391,48.892833
5888,18,83,RUE,MONT CENIS,Alimentation générale  <120m²,2.344481,48.892975
5889,18,4,RUE,POTEAU,Boulangerie - Boulangerie Pâtisserie,2.343997,48.892754
5890,18,20,RUE,SAINTE ISAURE,Boulangerie - Boulangerie Pâtisserie,2.344501,48.894372
5891,18,5,RUE,VERSIGNY,Crèmerie - Fromagerie,2.344776,48.894414
5892,18,20,RUE,JOSEPH DIJON,Produits alimentaires spécialisés régionaux et étrangers,2.345824,48.894273
5893,18,43,BD,ORNANO,Supérette  discount,2.346351,48.89528
5894,18,39,BD,ORNANO,Alimentation générale  <120m²,2.346688,48.894879
5895,18,62,RUE,HERMEL,Produits alimentaires spécialisés régionaux et étrangers,2.346151,48.894345
5896,18,6,RUE,JOSEPH DIJON,Alimentation générale  <120m²,2.347074,48.893945
5897,18,8,RUE,JOSEPH DIJON,Alimentation générale  <120m²,2.346923,48.893985
5898,18,27,BD,ORNANO,Boucherie - Boucherie-Charcuterie,2.347489,48.893921
5899,18,29,BD,ORNANO,Boulangerie - Boulangerie Pâtisserie,2.347399,48.894028
5900,18,31,BD,ORNANO,Boucherie - Boucherie-Charcuterie,2.347293,48.894154
5901,18,37,BD,ORNANO,Produits alimentaires spécialisés régionaux et étrangers,2.346981,48.894528
5902,18,40,RUE,HERMEL,Commerce détail de boissons,2.345516,48.893176
5903,18,50,RUE,HERMEL,Commerce détail de boissons,2.345719,48.89355
5904,18,50,RUE,HERMEL,Boulangerie - Boulangerie Pâtisserie,2.345719,48.89355
5905,18,76,RUE,ORDENER,Torréfacteur -  Commerce détail  thé et café,2.359469,48.890158
5906,18,1,RUE,JOSEPH DIJON,Boulangerie - Boulangerie Pâtisserie,2.347678,48.893652
5907,18,113,RUE,CLIGNANCOURT,Produits alimentaires spécialisés régionaux et étrangers,2.348743,48.892248
5908,18,50,RUE,ORDENER,Boulangerie - Boulangerie Pâtisserie,2.348521,48.89186
5909,18,54,RUE,ORDENER,Alimentation générale  <120m²,2.348141,48.89193
5910,18,21,BD,ORNANO,Alimentation générale  <120m²,2.348149,48.893134
5911,18,23,BD,ORNANO,Boucherie - Boucherie-Charcuterie,2.348029,48.893277
5912,18,23,BD,ORNANO,Traiteur asiatique,2.348029,48.893277
5913,18,23,BD,ORNANO,Boucherie - Boucherie-Charcuterie,2.348029,48.893277
5914,18,26,BD,ORNANO,Produits alimentaires spécialisés régionaux et étrangers,2.348513,48.893294
5915,18,32,BD,ORNANO,Vente de produits surgelés,2.348261,48.893595
5916,18,34,BD,ORNANO,Supermarché classique,2.348127,48.893755
5917,18,40,BD,ORNANO,Alimentation générale  <120m²,2.347749,48.894206
5918,18,43,RUE,SIMPLON,Produits alimentaires spécialisés régionaux et étrangers,2.348184,48.894284
5919,18,47,RUE,SIMPLON,Boulangerie - Boulangerie Pâtisserie,2.347833,48.894377
5920,18,50,RUE,SIMPLON,Alimentation générale  <120m²,2.348011,48.894466
5921,18,64,RUE,CHAMPIONNET,Boulangerie - Boulangerie Pâtisserie,2.346719,48.895849
5922,18,125,RUE,MONT CENIS,Produits alimentaires spécialisés régionaux et étrangers,2.346365,48.896379
5923,18,66,BD,ORNANO,Supermarché classique,2.346078,48.896201
5924,18,80,BD,ORNANO,Boulangerie - Boulangerie Pâtisserie,2.345283,48.897151
5925,18,4,RUE,CHAMPIONNET,Boulangerie - Boulangerie Pâtisserie,2.352264,48.895255
5926,18,14,RUE,CHAMPIONNET,Alimentation générale  <120m²,2.351318,48.895356
5927,18,1,RUE,CHAMPIONNET,Alimentation générale  <120m²,2.352632,48.89507
5928,18,128,RUE,CLIGNANCOURT,Boulangerie - Boulangerie Pâtisserie,2.349389,48.89419
5929,18,28,RUE,SIMPLON,Produits alimentaires spécialisés régionaux et étrangers,2.350143,48.8939
5930,18,3,RUE,BOINOD,Alimentation générale  <120m²,2.350035,48.892317
5931,18,8,BD,ORNANO,Alimentation générale  <120m²,2.34539,48.896258
5932,18,2,RUE,BOINOD,Alimentation générale  <120m²,2.349994,48.891954
5933,18,22,RUE,BOINOD,Boulangerie - Boulangerie Pâtisserie,2.350623,48.892871
5934,18,83,RUE,POISSONNIERS,Alimentation générale  <120m²,2.351877,48.891962
5935,18,30,RUE,ORDENER,Traiteur asiatique,2.351225,48.891361
5936,18,4,BD,ORNANO,Boulangerie - Boulangerie Pâtisserie,2.345101,48.896287
5937,18,46,RUE,ORDENER,Alimentation générale  <120m²,2.349045,48.891763
5938,18,7,BD,ORNANO,Pâtisserie,2.34539,48.896258
5939,18,7,BD,ORNANO,Boucherie - Boucherie-Charcuterie,2.34539,48.896258
5940,18,69,BD,BARBES,Boulangerie - Boulangerie Pâtisserie,2.349389,48.89063
5941,18,60,RUE,MARCADET,Alimentation générale  <120m²,2.34908,48.890536
5942,18,75,RUE,ORDENER,Pâtisserie,2.349303,48.89151
5943,18,77,RUE,ORDENER,Traiteur asiatique,2.348932,48.891579
5944,18,42,RUE,MARCADET,Produits alimentaires spécialisés régionaux et étrangers,2.351196,48.890574
5945,18,46,RUE,MARCADET,Produits alimentaires spécialisés régionaux et étrangers,2.350902,48.890624
5946,18,65,RUE,POISSONNIERS,Vente de fruits et légumes,2.351448,48.890832
5947,18,67,RUE,POISSONNIERS,Boucherie - Boucherie-Charcuterie,2.351493,48.891017
5948,18,82,BD,BARBES,Alimentation générale  <120m²,2.349821,48.890161
5949,18,82,BD,BARBES,Boucherie - Boucherie-Charcuterie,2.349821,48.890161
5950,18,12,RUE,LABAT,Alimentation générale  <120m²,2.35063,48.890088
5951,18,22,RUE,LABAT,Produits alimentaires spécialisés régionaux et étrangers,2.349977,48.889742
5952,18,49,RUE,MARCADET,Produits alimentaires spécialisés régionaux et étrangers,2.350647,48.890506
5953,18,51,RUE,MARCADET,Produits alimentaires spécialisés régionaux et étrangers,2.350491,48.890497
5954,18,57,BD,BARBES,Torréfacteur -  Commerce détail  thé et café,2.349378,48.889518
5955,18,11,RUE,SIMART,Traiteur asiatique,2.348699,48.890161
5956,18,53,BD,BARBES,Supérette  classique,2.349375,48.889103
5957,18,43,RUE,LABAT,Commerce détail de boissons,2.348297,48.889026
5958,18,68,BD,BARBES,Supermarché classique,2.349806,48.88879
5959,18,76,RUE,DOUDEAUVILLE,Produits alimentaires spécialisés régionaux et étrangers,2.35141,48.888359
5960,18,80,RUE,DOUDEAUVILLE,Produits alimentaires spécialisés régionaux et étrangers,2.351054,48.88837
5961,18,82,RUE,DOUDEAUVILLE,Alimentation générale  <120m²,2.350426,48.88839
5962,18,21,RUE,LABAT,Boucherie - Boucherie-Charcuterie,2.350104,48.889671
5963,18,67,RUE,DOUDEAUVILLE,Produits alimentaires spécialisés régionaux et étrangers,2.350912,48.888249
5964,18,23,RUE,POULET,Boucherie - Boucherie-Charcuterie,2.350068,48.88765
5965,18,25,RUE,POULET,Produits alimentaires spécialisés régionaux et étrangers,2.350187,48.887709
5966,18,27,RUE,POULET,Boucherie - Boucherie-Charcuterie,2.350296,48.887763
5967,18,37,RUE,POULET,Produits alimentaires spécialisés régionaux et étrangers,2.350975,48.888102
5968,18,37,RUE,POULET,Boucherie - Boucherie-Charcuterie,2.350975,48.888102
5969,18,39,RUE,POULET,Boucherie - Boucherie-Charcuterie,2.351127,48.888178
5970,18,2,RUE,DEJEAN,Vente de produits surgelés,2.350828,48.887271
5971,18,4,RUE,DEJEAN,Vente de fruits et légumes,2.350635,48.887355
5972,18,6,RUE,DEJEAN,Produits alimentaires spécialisés régionaux et étrangers,2.350481,48.887421
5973,18,6,RUE,DEJEAN,Poissonnerie,2.350481,48.887421
5974,18,8,RUE,DEJEAN,Boucherie - Boucherie-Charcuterie,2.350311,48.887495
5975,18,8,RUE,DEJEAN,Vente de fruits et légumes,2.350311,48.887495
5976,18,2,RUE,DEJEAN,Produits alimentaires spécialisés régionaux et étrangers,2.350828,48.887271
5977,18,23,RUE,POISSONNIERS,Produits alimentaires spécialisés régionaux et étrangers,2.350973,48.887304
5978,18,27,RUE,POISSONNIERS,Produits alimentaires spécialisés régionaux et étrangers,2.351088,48.887555
5979,18,27,RUE,POISSONNIERS,Produits alimentaires spécialisés régionaux et étrangers,2.351088,48.887555
5980,18,27,RUE,POISSONNIERS,Produits alimentaires spécialisés régionaux et étrangers,2.351088,48.887555
5981,18,31,RUE,POISSONNIERS,Produits alimentaires spécialisés régionaux et étrangers,2.351193,48.887786
5982,18,33,RUE,POISSONNIERS,Produits alimentaires spécialisés régionaux et étrangers,2.351248,48.887908
5983,18,26,RUE,POULET,Vente de fruits et légumes,2.350295,48.887606
5984,18,28,RUE,POULET,Alimentation générale  <120m²,2.35047,48.887693
5985,18,32,RUE,POULET,Produits alimentaires spécialisés régionaux et étrangers,2.350769,48.887842
5986,18,32,RUE,POULET,Produits alimentaires spécialisés régionaux et étrangers,2.350769,48.887842
5987,18,36,RUE,POULET,Produits alimentaires spécialisés régionaux et étrangers,2.351067,48.887991
5988,18,46,PL,CHATEAU ROUGE,Boucherie - Boucherie-Charcuterie,2.350073,48.887364
5989,18,3,RUE,DEJEAN,Boucherie - Boucherie-Charcuterie,2.350656,48.887196
5990,18,5,RUE,DEJEAN,Poissonnerie,2.350516,48.887257
5991,18,7,RUE,DEJEAN,Boucherie - Boucherie-Charcuterie,2.350325,48.887339
5992,18,7,RUE,DEJEAN,Poissonnerie,2.350325,48.887339
5993,18,7,RUE,DEJEAN,Vente de fruits et légumes,2.350325,48.887339
5994,18,72,RUE,MYRHA,Boulangerie - Boulangerie Pâtisserie,2.350576,48.886749
5995,18,17,RUE,POISSONNIERS,Produits alimentaires spécialisés régionaux et étrangers,2.350728,48.886863
5996,18,10,RUE,CUSTINE,Supérette  classique,2.348708,48.888001
5997,18,16,RUE,CUSTINE,Vente de produits surgelés,2.348364,48.888267
5998,18,36,RUE,CLIGNANCOURT,Alimentation générale  <120m²,2.347714,48.886618
5999,18,1,RUE,CUSTINE,Boulangerie - Boulangerie Pâtisserie,2.349208,48.887311
6000,18,11,RUE,CUSTINE,Produits alimentaires spécialisés régionaux et étrangers,2.348686,48.887715
6001,18,13,RUE,CUSTINE,Alimentation générale  <120m²,2.348573,48.887802
6002,18,88,RUE,MYRHA,Produits alimentaires spécialisés régionaux et étrangers,2.348712,48.886511
6003,18,4,RUE,POULET,Produits alimentaires spécialisés régionaux et étrangers,2.348095,48.886508
6004,18,67,RUE,MYRHA,Produits alimentaires spécialisés régionaux et étrangers,2.350461,48.886606
6005,18,3,RUE,POISSONNIERS,Boulangerie - Boulangerie Pâtisserie,2.349978,48.885961
6006,18,11,RUE,POISSONNIERS,Produits alimentaires spécialisés régionaux et étrangers,2.35039,48.886424
6007,18,21,BD,BARBES,Supérette  spécialisée,2.349315,48.885984
6008,18,2,RUE,CLIGNANCOURT,Supérette  classique,2.347133,48.883784
6009,18,4,RUE,CLIGNANCOURT,Boulangerie - Boulangerie Pâtisserie,2.347169,48.883965
6010,18,12,RUE,CLIGNANCOURT,Supermarché discount,2.347293,48.884593
6011,18,6,RUE,BOISSIEU,Produits alimentaires spécialisés régionaux et étrangers,2.348958,48.884413
6012,18,67,RUE,MARCADET,Alimentation générale  <120m²,2.348056,48.89033
6013,18,28,RUE,RAMEY,Boulangerie - Boulangerie Pâtisserie,2.346563,48.889019
6014,18,30,RUE,RAMEY,Produits alimentaires spécialisés régionaux et étrangers,2.346516,48.889102
6015,18,32,RUE,RAMEY,Vente de fruits et légumes,2.346471,48.889179
6016,18,51,RUE,GOUTTE D OR,Alimentation générale  <120m²,2.351632,48.884983
6017,18,55,RUE,GOUTTE D OR,Boulangerie - Boulangerie Pâtisserie,2.351109,48.885031
6018,18,10,RUE,CAPLAT,Boucherie - Boucherie-Charcuterie,2.352359,48.884765
6019,18,20,RUE,CHARBONNIERE,Produits alimentaires spécialisés régionaux et étrangers,2.353631,48.884559
6020,18,30,RUE,CHARBONNIERE,Produits alimentaires spécialisés régionaux et étrangers,2.352842,48.884377
6021,18,33,RUE,CHARTRES,Alimentation générale  <120m²,2.352453,48.884838
6022,18,100,BD,CHAPELLE,Produits alimentaires spécialisés régionaux et étrangers,2.359631,48.897536
6023,18,100,BD,CHAPELLE,Boucherie - Boucherie-Charcuterie,2.359631,48.897536
6024,18,60,BD,CHAPELLE,Boucherie - Boucherie-Charcuterie,2.359626,48.894575
