,Numero,TypeVoie,NbPieces,No_plan,prixm2,lon,lat,score_commerce,score_commerce_lux
0,17.0,RUE,3.0,14,10.678571,2.325456,48.868446,0.19811320754716982,0.4
1,13.0,RUE,3.0,15,15.100865,2.363265,48.860077,0.0660377358490566,0.03333333333333333
2,13.0,RUE,1.0,15,10.293939,2.363265,48.860077,0.0660377358490566,0.03333333333333333
3,13.0,RUE,1.0,15,13.416666,2.363265,48.860077,0.0660377358490566,0.03333333333333333
4,4.0,RUE,1.0,130,8.846153,2.354921,48.868528,0.3490566037735849,0.26666666666666666
5,4.0,RUE,1.0,130,9.714285,2.354921,48.868528,0.3490566037735849,0.26666666666666666
6,82.0,BD,3.0,21,11.946875,2.314034,48.879896,0.14150943396226415,0.16666666666666666
7,82.0,BD,1.0,21,10.666666,2.314034,48.879896,0.14150943396226415,0.16666666666666666
8,82.0,BD,2.0,21,12.950227,2.314034,48.879896,0.14150943396226415,0.16666666666666666
9,4.0,CITE,2.0,72,11.262222,2.361982,48.86571,0.12264150943396226,0.1
10,79.0,RUE,3.0,60,10.29,2.317605,48.880039,0.49056603773584906,0.6666666666666666
11,13.0,RUE,2.0,51,14.195121,2.365988,48.861078,0.11320754716981132,0.16666666666666666
12,13.0,RUE,3.0,51,13.4,2.365988,48.861078,0.11320754716981132,0.16666666666666666
13,13.0,RUE,4.0,51,10.886333,2.365988,48.861078,0.11320754716981132,0.16666666666666666
14,39.0,RUE,1.0,30,7.142857,2.305705,48.874096,0.07547169811320754,0.06666666666666667
15,39.0,RUE,1.0,30,13.571428,2.305705,48.874096,0.07547169811320754,0.06666666666666667
16,39.0,RUE,1.0,30,8.928571,2.305705,48.874096,0.07547169811320754,0.06666666666666667
17,39.0,RUE,1.0,30,9.285714,2.305705,48.874096,0.07547169811320754,0.06666666666666667
18,39.0,RUE,1.0,30,11.282142,2.305705,48.874096,0.07547169811320754,0.06666666666666667
19,39.0,RUE,1.0,30,9.285714,2.305705,48.874096,0.07547169811320754,0.06666666666666667
20,67.0,BD,8.0,32,10.148076,2.301909,48.878708,0.09433962264150944,0.16666666666666666
21,67.0,BD,5.0,32,14.736842,2.301909,48.878708,0.09433962264150944,0.16666666666666666
22,24.0,RUE,2.0,33,29.327272,2.337038,48.865144,0.04716981132075472,0.06666666666666667
23,24.0,RUE,6.0,33,22.55639,2.337038,48.865144,0.04716981132075472,0.06666666666666667
24,24.0,RUE,6.0,33,26.315808,2.337038,48.865144,0.04716981132075472,0.06666666666666667
25,56.0,RUE,1.0,63,11.0,2.337399,48.866547,0.2358490566037736,0.26666666666666666
26,56.0,RUE,2.0,63,17.136363,2.337399,48.866547,0.2358490566037736,0.26666666666666666
27,56.0,RUE,1.0,63,16.391304,2.337399,48.866547,0.2358490566037736,0.26666666666666666
28,170.0,RUE,1.0,110,10.714285,2.361764,48.866457,0.12264150943396226,0.1
29,170.0,RUE,2.0,110,12.540983,2.361764,48.866457,0.12264150943396226,0.1
30,170.0,RUE,3.0,110,10.666666,2.361764,48.866457,0.12264150943396226,0.1
31,170.0,RUE,4.0,110,11.516947,2.361764,48.866457,0.12264150943396226,0.1
32,170.0,RUE,3.0,110,11.584285,2.361764,48.866457,0.12264150943396226,0.1
33,26.0,RUE,3.0,7,10.032,2.345559,48.864215,0.25471698113207547,0.23333333333333334
34,26.0,RUE,2.0,7,5.454545,2.345559,48.864215,0.25471698113207547,0.23333333333333334
35,11.0,BD,1.0,53,9.538461,2.325825,48.882989,0.20754716981132076,0.16666666666666666
36,20.0,QUAI,2.0,100,11.521739,2.343655,48.858292,0.02830188679245283,0.0
37,14.0,RUE,4.0,66,10.25641,2.320487,48.879478,0.08490566037735849,0.16666666666666666
38,14.0,RUE,2.0,9,13.017241,2.362321,48.860159,0.0660377358490566,0.03333333333333333
39,6.0,RUE,1.0,38,11.35,2.359254,48.864902,0.14150943396226415,0.26666666666666666
40,6.0,RUE,1.0,38,12.663636,2.359254,48.864902,0.14150943396226415,0.26666666666666666
41,6.0,RUE,1.0,38,13.0,2.359254,48.864902,0.14150943396226415,0.26666666666666666
42,50.0,RUE,1.0,42,16.5,2.358333,48.859136,0.3584905660377358,0.5
43,12.0,RUE,7.0,20,10.572687,2.305218,48.879133,0.09433962264150944,0.16666666666666666
44,12.0,RUE,3.0,20,20.869565,2.305218,48.879133,0.09433962264150944,0.16666666666666666
45,32.0,RUE,1.0,48,14.444444,2.359112,48.863031,0.14150943396226415,0.26666666666666666
46,32.0,RUE,1.0,48,13.461538,2.359112,48.863031,0.14150943396226415,0.26666666666666666
47,18.0,RUE,2.0,21,13.245614,2.358702,48.864999,0.14150943396226415,0.26666666666666666
48,18.0,RUE,2.0,21,14.215686,2.358702,48.864999,0.14150943396226415,0.26666666666666666
49,11.0,RUE,7.0,14,12.857142,2.299369,48.874526,0.04716981132075472,0.1
50,11.0,RUE,7.0,14,10.95238,2.299369,48.874526,0.04716981132075472,0.1
51,11.0,RUE,5.0,18,13.172413,2.299369,48.874526,0.04716981132075472,0.1
52,11.0,RUE,1.0,14,11.481481,2.299369,48.874526,0.04716981132075472,0.1
53,11.0,RUE,3.0,18,12.5,2.299369,48.874526,0.04716981132075472,0.1
54,32.0,RUE,2.0,87,10.752,2.354692,48.862659,0.37735849056603776,0.4666666666666667
55,35.0,BD,1.0,48,7.6,2.322674,48.882349,0.11320754716981132,0.03333333333333333
56,35.0,BD,1.0,48,10.710526,2.322674,48.882349,0.11320754716981132,0.03333333333333333
57,118.0,RUE,5.0,17,13.69863,2.364789,48.863464,0.1792452830188679,0.13333333333333333
58,49.0,RUE,1.0,33,11.166666,2.357759,48.868116,0.33962264150943394,0.5333333333333333
59,49.0,RUE,4.0,33,13.111413,2.357759,48.868116,0.33962264150943394,0.5333333333333333
60,17.0,RUE,2.0,5,12.466666,2.3203,48.871482,0.07547169811320754,0.16666666666666666
61,29.0,RUE,4.0,77,10.052631,2.323502,48.881208,0.11320754716981132,0.03333333333333333
62,1.0,RUE,2.0,39,11.733333,2.345668,48.858158,0.02830188679245283,0.0
63,37.0,BD,1.0,47,8.428571,2.322511,48.882315,0.11320754716981132,0.03333333333333333
64,37.0,BD,3.0,47,13.884,2.322511,48.882315,0.11320754716981132,0.03333333333333333
65,35.0,RUE,5.0,103,13.47826,2.315096,48.876497,0.09433962264150944,0.13333333333333333
66,28.0,PL,2.0,104,12.195121,2.325858,48.870699,0.19811320754716982,0.4
67,1.0,RUE,6.0,79,10.561497,2.348175,48.860339,0.27358490566037735,0.36666666666666664
68,87.0,BD,5.0,47,12.413793,2.367475,48.858955,0.18867924528301888,0.2
69,16.0,RUE,2.0,81,12.444444,2.356084,48.862261,0.4339622641509434,0.6
70,17.0,RUE,2.0,75,11.111111,2.319647,48.87966,0.08490566037735849,0.16666666666666666
71,19.0,RUE,4.0,43,10.465116,2.315934,48.872459,0.10377358490566038,0.13333333333333333
72,19.0,RUE,7.0,43,11.217763,2.315934,48.872459,0.10377358490566038,0.13333333333333333
73,79.0,RUE,4.0,107,8.522727,2.354059,48.86804,0.33962264150943394,0.5333333333333333
74,79.0,RUE,2.0,107,12.4,2.354059,48.86804,0.33962264150943394,0.5333333333333333
75,7.0,RUE,4.0,115,20.714285,2.366615,48.856682,0.19811320754716982,0.2
76,36.0,RUE,3.0,43,10.546875,2.324464,48.882428,0.2358490566037736,0.2
77,36.0,RUE,1.0,43,12.7425,2.324464,48.882428,0.2358490566037736,0.2
78,2.0,RUE,7.0,48,10.829493,2.310882,48.876588,0.03773584905660377,0.03333333333333333
79,86.0,RUE,3.0,47,11.43,2.315624,48.878709,0.14150943396226415,0.16666666666666666
80,8.0,RUE,3.0,50,15.936808,2.308627,48.872509,0.1509433962264151,0.2
81,8.0,RUE,1.0,50,9.2,2.308627,48.872509,0.1509433962264151,0.2
82,5.0,RUE,2.0,52,15.789473,2.336315,48.866178,0.2358490566037736,0.26666666666666666
83,22.0,RUE,2.0,73,14.196078,2.365224,48.860177,0.11320754716981132,0.16666666666666666
84,22.0,RUE,2.0,73,14.46923,2.365224,48.860177,0.11320754716981132,0.16666666666666666
85,22.0,RUE,2.0,73,8.333333,2.365224,48.860177,0.11320754716981132,0.16666666666666666
86,22.0,RUE,1.0,73,15.47619,2.365224,48.860177,0.11320754716981132,0.16666666666666666
87,17.0,PL,2.0,20,18.793103,2.342152,48.856448,0.0,0.0
88,48.0,RUE,3.0,45,10.51282,2.299425,48.870725,0.05660377358490566,0.0
89,14.0,RUE,3.0,36,18.507462,2.365601,48.857328,0.18867924528301888,0.2
90,10.0,RUE,2.0,61,10.070967,2.316966,48.877885,0.14150943396226415,0.16666666666666666
91,10.0,RUE,2.0,61,12.721944,2.316966,48.877885,0.14150943396226415,0.16666666666666666
92,230.0,RUE,2.0,36,12.261904,2.303043,48.876038,0.08490566037735849,0.13333333333333333
93,230.0,RUE,2.0,36,12.261904,2.303043,48.876038,0.08490566037735849,0.13333333333333333
94,230.0,RUE,5.0,36,12.385321,2.303043,48.876038,0.08490566037735849,0.13333333333333333
95,230.0,RUE,1.0,36,8.695652,2.303043,48.876038,0.08490566037735849,0.13333333333333333
96,5.0,RUE,2.0,17,10.0,2.339991,48.862289,0.05660377358490566,0.0
97,5.0,RUE,1.0,17,8.5,2.339991,48.862289,0.05660377358490566,0.0
98,5.0,RUE,1.0,17,11.904761,2.339991,48.862289,0.05660377358490566,0.0
99,5.0,RUE,1.0,17,14.0,2.339991,48.862289,0.05660377358490566,0.0
100,29.0,RUE,1.0,64,11.28125,2.332474,48.865832,0.18867924528301888,0.2
101,9.0,RUE,2.0,13,11.226415,2.365636,48.861977,0.11320754716981132,0.16666666666666666
102,30.0,RUE,2.0,73,9.243243,2.358434,48.866979,0.33962264150943394,0.5333333333333333
103,3.0,RUE,1.0,52,16.916666,2.317746,48.870809,0.0,0.0
104,9.0,BD,4.0,24,11.690721,2.366797,48.861744,0.11320754716981132,0.16666666666666666
105,155.0,RUE,1.0,12,10.696969,2.306829,48.874294,0.08490566037735849,0.13333333333333333
106,10.0,RUE,1.0,118,12.666666,2.345226,48.86397,0.25471698113207547,0.23333333333333334
107,10.0,RUE,1.0,118,6.285714,2.345226,48.86397,0.25471698113207547,0.23333333333333334
108,11.0,RUE,2.0,50,15.048979,2.361047,48.860923,0.0660377358490566,0.03333333333333333
109,11.0,RUE,3.0,50,14.647058,2.361047,48.860923,0.0660377358490566,0.03333333333333333
110,22.0,RUE,1.0,28,8.913043,2.309396,48.871076,0.1320754716981132,0.13333333333333333
111,71.0,AV,2.0,41,11.489361,2.309864,48.872645,0.1509433962264151,0.2
112,71.0,AV,6.0,41,19.047619,2.309864,48.872645,0.1509433962264151,0.2
113,71.0,RUE,2.0,83,10.78125,2.344277,48.861098,0.27358490566037735,0.3
114,38.0,RUE,2.0,43,14.166666,2.354711,48.863849,0.37735849056603776,0.4666666666666667
115,8.0,RUE,2.0,52,14.411764,2.360427,48.860268,0.0660377358490566,0.03333333333333333
116,54.0,RUE,1.0,8,13.25,2.321934,48.879638,0.08490566037735849,0.16666666666666666
117,54.0,RUE,5.0,8,9.861702,2.321934,48.879638,0.08490566037735849,0.16666666666666666
118,7.0,RUE,1.0,16,9.285714,2.300361,48.877815,0.37735849056603776,0.5666666666666667
119,177.0,RUE,4.0,106,11.552611,2.352138,48.862683,0.2169811320754717,0.2
120,177.0,RUE,2.0,106,23.166666,2.352138,48.862683,0.2169811320754717,0.2
121,48.0,RUE,2.0,25,12.878787,2.364598,48.857983,0.18867924528301888,0.2
122,48.0,RUE,2.0,25,9.915254,2.364598,48.857983,0.18867924528301888,0.2
123,33.0,RUE,6.0,75,12.253521,2.323154,48.881394,0.11320754716981132,0.03333333333333333
124,33.0,RUE,1.0,74,12.464285,2.323154,48.881394,0.11320754716981132,0.03333333333333333
125,33.0,RUE,5.0,74,10.939393,2.323154,48.881394,0.11320754716981132,0.03333333333333333
126,341.0,RUE,1.0,119,8.187096,2.354974,48.868156,0.33962264150943394,0.5333333333333333
127,56.0,RUE,2.0,56,9.705882,2.367403,48.856612,0.19811320754716982,0.2
128,56.0,RUE,1.0,56,19.2,2.367403,48.856612,0.19811320754716982,0.2
129,1.0,RUE,4.0,16,15.7,2.300242,48.869605,0.05660377358490566,0.0
130,1.0,RUE,4.0,16,19.0,2.300242,48.869605,0.05660377358490566,0.0
131,5.0,RUE,2.0,19,16.465909,2.363872,48.860538,0.0660377358490566,0.03333333333333333
132,5.0,RUE,5.0,19,4.862416,2.363872,48.860538,0.0660377358490566,0.03333333333333333
133,5.0,RUE,2.0,19,22.640625,2.363872,48.860538,0.0660377358490566,0.03333333333333333
134,5.0,RUE,5.0,19,30.372483,2.363872,48.860538,0.0660377358490566,0.03333333333333333
135,49.0,RUE,2.0,127,12.191,2.3424,48.861281,0.27358490566037735,0.3
136,49.0,RUE,1.0,127,11.221739,2.3424,48.861281,0.27358490566037735,0.3
137,49.0,RUE,1.0,127,13.27644,2.3424,48.861281,0.27358490566037735,0.3
138,49.0,RUE,3.0,127,12.571428,2.3424,48.861281,0.27358490566037735,0.3
139,24.0,RUE,2.0,71,11.0,2.325498,48.881454,0.2358490566037736,0.2
140,24.0,RUE,1.0,71,9.230769,2.325498,48.881454,0.2358490566037736,0.2
141,57.0,RUE,1.0,75,13.787878,2.363156,48.863456,0.14150943396226415,0.26666666666666666
142,57.0,RUE,3.0,75,12.635211,2.363156,48.863456,0.14150943396226415,0.26666666666666666
143,57.0,RUE,2.0,75,13.943661,2.363156,48.863456,0.14150943396226415,0.26666666666666666
144,148.0,RUE,1.0,72,11.111111,2.340421,48.861951,0.05660377358490566,0.0
145,148.0,RUE,1.0,72,7.236842,2.340421,48.861951,0.05660377358490566,0.0
146,24.0,RUE,1.0,104,8.392857,2.361832,48.862179,0.0660377358490566,0.03333333333333333
147,23.0,BD,3.0,45,11.568627,2.324751,48.882771,0.2358490566037736,0.2
148,23.0,BD,1.0,45,6.25,2.324751,48.882771,0.2358490566037736,0.2
149,23.0,BD,2.0,45,12.525111,2.324751,48.882771,0.2358490566037736,0.2
150,23.0,BD,1.0,45,13.333333,2.324751,48.882771,0.2358490566037736,0.2
151,23.0,BD,2.0,45,11.066037,2.324751,48.882771,0.2358490566037736,0.2
152,76.0,RUE,2.0,30,11.574074,2.365145,48.865013,0.1792452830188679,0.13333333333333333
153,67.0,BD,2.0,87,14.385964,2.367734,48.85788,0.18867924528301888,0.2
154,15.0,RUE,1.0,39,10.590909,2.366249,48.857759,0.18867924528301888,0.2
155,15.0,RUE,3.0,39,10.7,2.366249,48.857759,0.18867924528301888,0.2
156,19.0,RUE,4.0,1,16.61,2.316223,48.872854,0.10377358490566038,0.13333333333333333
157,20.0,RUE,2.0,85,11.666666,2.35701,48.863792,0.37735849056603776,0.4666666666666667
158,320.0,RUE,2.0,61,28.378378,2.331258,48.86535,0.19811320754716982,0.26666666666666666
159,320.0,RUE,2.0,61,22.826086,2.331258,48.86535,0.19811320754716982,0.26666666666666666
160,320.0,RUE,4.0,61,22.341772,2.331258,48.86535,0.19811320754716982,0.26666666666666666
161,320.0,RUE,3.0,61,13.856362,2.331258,48.86535,0.19811320754716982,0.26666666666666666
162,320.0,RUE,2.0,61,19.021739,2.331258,48.86535,0.19811320754716982,0.26666666666666666
163,6.0,AV,2.0,6,10.754716,2.314634,48.874037,0.10377358490566038,0.13333333333333333
164,6.0,AV,3.0,6,12.082704,2.314634,48.874037,0.10377358490566038,0.13333333333333333
165,5.0,RUE,2.0,58,11.14074,2.312668,48.875721,0.03773584905660377,0.03333333333333333
166,9.0,RUE,4.0,41,12.608695,2.325593,48.874739,0.1509433962264151,0.16666666666666666
167,9.0,RUE,4.0,41,11.836734,2.325593,48.874739,0.1509433962264151,0.16666666666666666
168,9.0,RUE,3.0,41,18.421052,2.325593,48.874739,0.1509433962264151,0.16666666666666666
169,9.0,RUE,4.0,41,11.413043,2.325593,48.874739,0.1509433962264151,0.16666666666666666
170,9.0,RUE,1.0,41,6.785714,2.325593,48.874739,0.1509433962264151,0.16666666666666666
171,18.0,RUE,3.0,13,14.333333,2.306929,48.866049,0.04716981132075472,0.1
172,18.0,RUE,4.0,13,12.387096,2.306929,48.866049,0.04716981132075472,0.1
173,77.0,RUE,3.0,22,9.833333,2.364147,48.864315,0.14150943396226415,0.26666666666666666
174,1.0,IMP,2.0,70,18.791228,2.365622,48.860271,0.11320754716981132,0.16666666666666666
175,1.0,IMP,2.0,70,15.0,2.365622,48.860271,0.11320754716981132,0.16666666666666666
176,1.0,IMP,2.0,70,12.727272,2.365622,48.860271,0.11320754716981132,0.16666666666666666
177,15.0,RUE,1.0,142,12.454545,2.358355,48.866883,0.33962264150943394,0.5333333333333333
178,1.0,RUE,5.0,30,11.487307,2.322177,48.87369,0.07547169811320754,0.16666666666666666
179,10.0,RUE,2.0,40,10.212765,2.307404,48.872345,0.1509433962264151,0.2
180,22.0,RUE,4.0,74,6.09756,2.325377,48.881305,0.2358490566037736,0.2
181,93.0,RUE,6.0,96,9.883593,2.315363,48.879609,0.14150943396226415,0.16666666666666666
182,15.0,AV,2.0,6,11.724137,2.303138,48.876953,0.08490566037735849,0.13333333333333333
183,15.0,AV,3.0,6,10.364285,2.303138,48.876953,0.08490566037735849,0.13333333333333333
184,15.0,AV,3.0,6,11.4,2.303138,48.876953,0.08490566037735849,0.13333333333333333
185,15.0,AV,3.0,6,13.608181,2.303138,48.876953,0.08490566037735849,0.13333333333333333
186,15.0,RUE,2.0,64,13.71425,2.335991,48.865179,0.04716981132075472,0.06666666666666667
187,18.0,RUE,6.0,71,14.210526,2.30321,48.86707,0.04716981132075472,0.1
188,18.0,AV,3.0,21,16.666666,2.313707,48.870976,0.0,0.0
189,26.0,RUE,2.0,40,5.384076,2.355516,48.863611,0.37735849056603776,0.4666666666666667
190,26.0,RUE,1.0,40,16.5,2.355516,48.863611,0.37735849056603776,0.4666666666666667
191,19.0,RUE,2.0,35,8.714285,2.302845,48.873117,0.07547169811320754,0.06666666666666667
192,19.0,RUE,2.0,35,12.537878,2.302845,48.873117,0.07547169811320754,0.06666666666666667
193,40.0,RUE,6.0,65,11.493478,2.32445,48.879298,0.12264150943396226,0.03333333333333333
194,40.0,RUE,1.0,65,8.953703,2.32445,48.879298,0.12264150943396226,0.03333333333333333
195,6.0,PL,2.0,52,8.469387,2.347481,48.859571,0.14150943396226415,0.3
196,56.0,RUE,2.0,113,13.184615,2.342602,48.861101,0.27358490566037735,0.3
197,36.0,RUE,1.0,19,10.559999,2.348464,48.860307,0.27358490566037735,0.36666666666666664
198,36.0,RUE,1.0,19,11.851851,2.348464,48.860307,0.27358490566037735,0.36666666666666664
199,36.0,RUE,1.0,19,11.915,2.348464,48.860307,0.27358490566037735,0.36666666666666664
200,28.0,RUE,3.0,94,5.0,2.336707,48.865229,0.04716981132075472,0.06666666666666667
201,28.0,RUE,2.0,94,15.0,2.336707,48.865229,0.04716981132075472,0.06666666666666667
202,16.0,RUE,1.0,16,8.772727,2.361098,48.8676,0.12264150943396226,0.1
203,26.0,RUE,2.0,17,9.605263,2.354176,48.861056,0.4339622641509434,0.6
204,41.0,BD,3.0,45,11.3016,2.322099,48.882232,0.11320754716981132,0.03333333333333333
205,26.0,RUE,4.0,23,12.079207,2.318545,48.880671,0.11320754716981132,0.03333333333333333
206,26.0,RUE,3.0,23,11.825909,2.318545,48.880671,0.11320754716981132,0.03333333333333333
207,23.0,RUE,2.0,56,6.571428,2.336257,48.864687,0.04716981132075472,0.06666666666666667
208,23.0,RUE,1.0,56,12.941176,2.336257,48.864687,0.04716981132075472,0.06666666666666667
209,63.0,RUE,1.0,93,10.869565,2.355732,48.867773,0.33962264150943394,0.5333333333333333
210,17.0,RUE,1.0,13,12.32,2.340544,48.862582,0.04716981132075472,0.06666666666666667
211,17.0,RUE,1.0,13,13.33409,2.340544,48.862582,0.04716981132075472,0.06666666666666667
212,65.0,RUE,1.0,72,19.333333,2.326978,48.881134,0.2358490566037736,0.2
213,1.0,RUE,2.0,54,14.683974,2.318678,48.876942,0.1320754716981132,0.13333333333333333
214,1.0,RUE,2.0,54,9.882564,2.318678,48.876942,0.1320754716981132,0.13333333333333333
215,41.0,RUE,2.0,92,10.647058,2.3537,48.863417,0.37735849056603776,0.4666666666666667
216,29.0,RUE,1.0,88,9.285714,2.34687,48.86023,0.27358490566037735,0.3
217,16.0,RUE,3.0,98,11.111111,2.363377,48.859809,0.0660377358490566,0.03333333333333333
218,147.0,RUE,3.0,168,7.368421,2.3587,48.863941,0.14150943396226415,0.26666666666666666
219,6.0,RUE,1.0,27,8.0,2.301434,48.878211,0.09433962264150944,0.16666666666666666
220,75.0,RUE,2.0,87,16.070833,2.36444,48.859808,0.11320754716981132,0.16666666666666666
221,66.0,RUE,1.0,18,8.928571,2.321536,48.880382,0.11320754716981132,0.03333333333333333
222,25.0,RUE,1.0,5,10.0,2.341067,48.862846,0.04716981132075472,0.06666666666666667
223,25.0,RUE,2.0,5,10.882352,2.341067,48.862846,0.04716981132075472,0.06666666666666667
224,25.0,RUE,1.0,5,6.6875,2.341067,48.862846,0.04716981132075472,0.06666666666666667
225,19.0,AV,1.0,4,12.333333,2.302777,48.876803,0.08490566037735849,0.13333333333333333
226,19.0,AV,1.0,4,14.323333,2.302777,48.876803,0.08490566037735849,0.13333333333333333
227,32.0,RUE,4.0,77,19.090909,2.364562,48.857168,0.18867924528301888,0.2
228,12.0,AV,3.0,75,15.949375,2.310233,48.870959,0.1320754716981132,0.13333333333333333
229,34.0,RUE,3.0,120,13.571428,2.345367,48.860207,0.27358490566037735,0.3
230,34.0,RUE,2.0,120,16.25,2.345367,48.860207,0.27358490566037735,0.3
231,10.0,RUE,2.0,16,11.165217,2.321641,48.875827,0.1320754716981132,0.13333333333333333
232,10.0,RUE,2.0,16,8.260869,2.321641,48.875827,0.1320754716981132,0.13333333333333333
233,17.0,RUE,3.0,63,11.881188,2.341002,48.863757,0.04716981132075472,0.06666666666666667
234,99.0,RUE,4.0,27,8.884057,2.315306,48.880346,0.49056603773584906,0.6666666666666666
235,11.0,RUE,1.0,81,15.0,2.335302,48.866043,0.18867924528301888,0.2
236,11.0,RUE,2.0,82,13.554166,2.335302,48.866043,0.18867924528301888,0.2
237,11.0,RUE,1.0,81,15.783563,2.335302,48.866043,0.18867924528301888,0.2
238,11.0,RUE,1.0,81,16.543926,2.335302,48.866043,0.18867924528301888,0.2
239,11.0,RUE,1.0,81,22.618518,2.335302,48.866043,0.18867924528301888,0.2
240,23.0,RUE,2.0,84,9.520547,2.355277,48.862417,0.4339622641509434,0.6
241,23.0,RUE,2.0,84,10.842105,2.355277,48.862417,0.4339622641509434,0.6
242,23.0,RUE,1.0,84,15.120192,2.355277,48.862417,0.4339622641509434,0.6
243,82.0,RUE,2.0,2,9.677419,2.321093,48.881215,0.11320754716981132,0.03333333333333333
244,82.0,RUE,2.0,2,13.32258,2.321093,48.881215,0.11320754716981132,0.03333333333333333
245,76.0,RUE,6.0,92,13.391812,2.31561,48.879979,0.14150943396226415,0.16666666666666666
246,76.0,RUE,6.0,92,16.959064,2.31561,48.879979,0.14150943396226415,0.16666666666666666
247,76.0,RUE,6.0,92,16.959064,2.31561,48.879979,0.14150943396226415,0.16666666666666666
248,156.0,RUE,1.0,2,12.669565,2.359516,48.864517,0.14150943396226415,0.26666666666666666
249,156.0,RUE,3.0,2,12.003191,2.359516,48.864517,0.14150943396226415,0.26666666666666666
250,8.0,RUE,1.0,17,11.681818,2.323174,48.875825,0.1320754716981132,0.13333333333333333
251,21.0,RUE,1.0,11,10.221739,2.356944,48.86373,0.37735849056603776,0.4666666666666667
252,3.0,RUE,1.0,9,13.333333,2.304997,48.868863,0.04716981132075472,0.13333333333333333
253,3.0,RUE,2.0,9,14.442662,2.304997,48.868863,0.04716981132075472,0.13333333333333333
254,3.0,RUE,3.0,9,19.897959,2.304997,48.868863,0.04716981132075472,0.13333333333333333
255,3.0,RUE,3.0,9,12.166451,2.304997,48.868863,0.04716981132075472,0.13333333333333333
256,38.0,RUE,3.0,44,10.7,2.324426,48.882589,0.2358490566037736,0.2
257,38.0,RUE,2.0,44,8.006428,2.324426,48.882589,0.2358490566037736,0.2
258,38.0,RUE,4.0,44,14.375,2.324426,48.882589,0.2358490566037736,0.2
259,347.0,RUE,3.0,124,10.821428,2.355051,48.868303,0.33962264150943394,0.5333333333333333
260,5.0,RUE,5.0,15,16.368421,2.318428,48.881065,0.49056603773584906,0.6666666666666666
261,52.0,RUE,3.0,35,12.797368,2.313013,48.873526,0.10377358490566038,0.13333333333333333
262,52.0,RUE,3.0,35,9.50495,2.313013,48.873526,0.10377358490566038,0.13333333333333333
263,52.0,RUE,4.0,35,13.004822,2.313013,48.873526,0.10377358490566038,0.13333333333333333
264,44.0,RUE,2.0,65,14.117647,2.358149,48.867532,0.33962264150943394,0.5333333333333333
265,31.0,RUE,2.0,85,13.484848,2.367234,48.856059,0.19811320754716982,0.2
266,31.0,RUE,1.0,85,13.036153,2.367234,48.856059,0.19811320754716982,0.2
267,8.0,RUE,2.0,75,11.216216,2.364943,48.857058,0.18867924528301888,0.2
268,8.0,RUE,2.0,75,12.1875,2.364943,48.857058,0.18867924528301888,0.2
269,8.0,RUE,2.0,75,13.333333,2.364943,48.857058,0.18867924528301888,0.2
270,113.0,RUE,3.0,67,13.491489,2.362056,48.860733,0.0660377358490566,0.03333333333333333
271,21.0,RUE,2.0,110,9.8112,2.356336,48.8646,0.37735849056603776,0.4666666666666667
272,14.0,RUE,4.0,78,14.4,2.335466,48.866002,0.18867924528301888,0.2
273,21.0,RUE,2.0,10,12.0,2.366145,48.862896,0.1792452830188679,0.13333333333333333
274,27.0,RUE,3.0,41,14.66542,2.302734,48.878513,0.09433962264150944,0.16666666666666666
275,39.0,QUAI,3.0,2,12.681666,2.341902,48.857034,0.02830188679245283,0.0
276,15.0,RUE,1.0,111,14.583333,2.349524,48.863656,0.2169811320754717,0.2
277,15.0,RUE,1.0,111,10.5,2.349524,48.863656,0.2169811320754717,0.2
278,21.0,RUE,3.0,12,10.492145,2.324405,48.881683,0.2358490566037736,0.2
279,20.0,RUE,3.0,18,15.005,2.338673,48.863432,0.04716981132075472,0.06666666666666667
280,20.0,RUE,3.0,18,15.563292,2.338673,48.863432,0.04716981132075472,0.06666666666666667
281,80.0,RUE,3.0,63,14.68625,2.360317,48.862944,0.14150943396226415,0.26666666666666666
282,23.0,RUE,2.0,17,30.0,2.341936,48.865154,0.25471698113207547,0.23333333333333334
283,6.0,RUE,3.0,54,14.214626,2.331177,48.865915,0.18867924528301888,0.2
284,11.0,RUE,2.0,13,10.882352,2.301586,48.873205,0.07547169811320754,0.06666666666666667
285,11.0,RUE,2.0,13,15.306122,2.301586,48.873205,0.07547169811320754,0.06666666666666667
286,11.0,RUE,2.0,13,12.857142,2.301586,48.873205,0.07547169811320754,0.06666666666666667
287,8.0,RUE,1.0,51,8.631666,2.324393,48.880089,0.2358490566037736,0.2
288,29.0,RUE,4.0,36,12.732608,2.306616,48.873548,0.07547169811320754,0.06666666666666667
289,29.0,RUE,3.0,36,20.63125,2.306616,48.873548,0.07547169811320754,0.06666666666666667
290,16.0,AV,2.0,70,11.768181,2.296945,48.876011,0.04716981132075472,0.1
291,2.0,AV,4.0,27,16.312056,2.305793,48.878115,0.09433962264150944,0.16666666666666666
292,30.0,RUE,1.0,9,11.25,2.313706,48.877743,0.14150943396226415,0.16666666666666666
293,30.0,RUE,3.0,9,9.534883,2.313706,48.877743,0.14150943396226415,0.16666666666666666
294,178.0,RUE,7.0,48,15.966428,2.307822,48.874173,0.1509433962264151,0.2
295,1.0,RUE,2.0,67,13.235294,2.352181,48.862955,0.2169811320754717,0.2
