Geo Point;Geo Shape;OBJECTID;id_ref_zdl;gares_id;nom_gare;nomlong;nom_iv;num_mod;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;cod_ligf;ligne_code;indice_lig;reseau;res_com;cod_resf;res_stif;exploitant;num_psr;idf;principal;x;y;picto ligne
48.8623162787,2.34567382822;"{""type"": ""Point"", ""coordinates"": [2.345673828222722, 48.862316278695594]}";199;417675;460;Les Halles;LES HALLES;Les Halles;2086;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104051;4;METRO;M4;3.0;110.0;RATP;0;1;0;651995.4564;6862674.8091;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb
48.8260549965,2.40674222593;"{""type"": ""Point"", ""coordinates"": [2.406742225927991, 48.826054996548]}";201;43811;466;Liberté;LIBERTE;Liberté;2196;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108077;8;METRO;M8;3.0;110.0;RATP;899939;1;0;656445.3488;6858607.5005;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51
48.8706670209,2.32575263529;"{""type"": ""Point"", ""coordinates"": [2.325752635286725, 48.87066702089793]}";210;43898;488;Madeleine;MADELEINE;Madeleine;2370;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01547;;14;6.0;14-108039;14;METRO;M14;3.0;110.0;RATP;0;1;0;650541.9048;6863615.6397;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5
48.869633173,2.32627227403;"{""type"": ""Point"", ""coordinates"": [2.326272274027748, 48.8696331730249]}";211;43898;489;Madeleine;MADELEINE;Madeleine;2215;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108039;8;METRO;M8;3.0;110.0;RATP;0;1;0;650579.0401;6863500.3584;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51
48.8241050307,2.27304152514;"{""type"": ""Point"", ""coordinates"": [2.273041525142414, 48.82410503068897]}";216;44050;495;Mairie d'Issy;MAIRIE D'ISSY;Mairie d'Issy;2326;Metro;0;0;0;1;0;0;0;0;0;0;M12;0;0;0;A01545;;12;4.0;12-112031;12;METRO;M12;3.0;110.0;RATP;899941;1;0;646627.8252;6858472.7468;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
48.8091443609,2.43450989593;"{""type"": ""Point"", ""coordinates"": [2.434509895933691, 48.80914436093604]}";219;44066;500;Maisons-Alfort-Stade;MAISONS-ALFORT-STADE;Maisons-Alfort-Stade;2193;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108083;8;METRO;M8;3.0;110.0;RATP;0;1;0;658470.4404;6856712.2781;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51
48.8626540191,2.38760728815;"{""type"": ""Point"", ""coordinates"": [2.387607288151709, 48.86265401909354]}";229;44310;633;Père Lachaise;PERE LACHAISE;Père Lachaise;2029;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-103039;2;METRO;M2;3.0;110.0;RATP;0;1;0;655072.126;6862687.687;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1
48.8631232146,2.38588244933;"{""type"": ""Point"", ""coordinates"": [2.385882449326147, 48.863123214642066]}";230;44310;634;Père Lachaise;PERE LACHAISE;Père Lachaise;2071;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103039;3;METRO;M3;3.0;110.0;RATP;0;1;0;654945.9924;6862740.8407;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a
48.848474286,2.39506230543;"{""type"": ""Point"", ""coordinates"": [2.39506230542588, 48.848474285974355]}";234;44191;584;Nation;NATION;Nation;2025;Metro;0;0;0;1;0;0;0;0;0;0;M2;0;0;0;A01535;;2;7.0;2-339;2;METRO;M2;3.0;110.0;RATP;0;1;0;655606.9695;6861106.8032;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1
48.8489446451,2.39587943519;"{""type"": ""Point"", ""coordinates"": [2.395879435185689, 48.84894464506382]}";236;44191;586;Nation;NATION;Nation;2232;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-339;9;METRO;M9;3.0;110.0;RATP;0;1;0;655667.3331;6861158.6438;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a
48.8332167197,2.36285639952;"{""type"": ""Point"", ""coordinates"": [2.362856399519011, 48.83321671970984]}";237;44192;587;Nationale;NATIONALE;Nationale;2131;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106047;6;METRO;M6;3.0;110.0;RATP;0;1;0;653229.9171;6859428.9054;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0
48.8825193856,2.33708168251;"{""type"": ""Point"", ""coordinates"": [2.337081682514973, 48.88251938563631]}";242;44345;646;Pigalle;PIGALLE;Pigalle;2305;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112073;12;METRO;M12;3.0;110.0;RATP;0;1;0;651383.9697;6864926.5046;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
48.8836149922,2.32783955611;"{""type"": ""Point"", ""coordinates"": [2.32783955611474, 48.88361499223492]}";245;44372;649;Place de Clichy;PLACE DE CLICHY;Place de Clichy;2041;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-114065;2;METRO;M2;3.0;110.0;RATP;0;1;0;650707.2389;6865054.059;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1
48.8769498481,2.39298396482;"{""type"": ""Point"", ""coordinates"": [2.392983964817394, 48.87694984811021]}";247;44396;651;Place des Fêtes;PLACE DES FETES;Place des Fêtes;2367;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01550;;7b;14.0;7b-111039;7b;METRO;M7bis;3.0;110.0;RATP;0;1;0;655478.7954;6864274.2381;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/53a6369ab3772b0115d7c675f45329d2
48.8311126604,2.32970501262;"{""type"": ""Point"", ""coordinates"": [2.329705012620184, 48.83111266037532]}";252;44183;573;Mouton-Duvernet;MOUTON-DUVERNET;Mouton-Duvernet;2098;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104075;4;METRO;M4;3.0;110.0;RATP;0;1;0;650794.4816;6859215.1047;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb
48.8449426325,2.3287780269;"{""type"": ""Point"", ""coordinates"": [2.328778026901661, 48.84494263252667]}";254;44211;601;Notre-Dame-des-Champs;NOTRE-DAME-DES-CHAMPS;Notre-Dame-des-Champs;2317;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112049;12;METRO;M12;3.0;110.0;RATP;0;1;0;650739.5063;6860753.4255;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
48.8521672611,2.33964633593;"{""type"": ""Point"", ""coordinates"": [2.33964633593288, 48.8521672611165]}";257;58716;604;Odéon;ODEON;Odéon;2280;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-104059;10;METRO;M10;3.0;110.0;RATP;0;1;0;651543.823;6861550.009;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049
48.8585538264,2.34223275937;"{""type"": ""Point"", ""coordinates"": [2.342232759368107, 48.85855382636667]}";268;44491;674;Pont Neuf (La Monnaie);PONT-NEUF (LA MONNAIE);Pont-Neuf;2170;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107061;7;METRO;M7;3.0;110.0;RATP;0;1;0;651739.5237;6862258.5537;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.8479715406,2.25774468038;"{""type"": ""Point"", ""coordinates"": [2.257744680376011, 48.8479715405977]}";270;44504;683;Porte d'Auteuil;PORTE D'AUTEUIL;Porte d'Auteuil;2267;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110033;10;METRO;M10;3.0;110.0;RATP;0;1;0;645529.7326;6861136.8657;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049
48.8973898907,2.38550838768;"{""type"": ""Point"", ""coordinates"": [2.385508387679287, 48.89738989068258]}";276;44518;692;Porte de la Villette;PORTE DE LA VILLETTE;Porte de la Villette;2185;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107031;7;METRO;M7;3.0;110.0;RATP;0;1;0;654948.2026;6866551.3039;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.8535439161,2.41062642574;"{""type"": ""Point"", ""coordinates"": [2.41062642573733, 48.853543916083574]}";277;44520;693;Porte de Montreuil;PORTE DE MONTREUIL;Porte de Montreuil;2229;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109087;9;METRO;M9;3.0;110.0;RATP;0;1;0;656753.3202;6861661.8646;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a
48.8724223837,2.31003834462;"{""type"": ""Point"", ""coordinates"": [2.310038344619937, 48.872422383651006]}";279;44884;778;Saint-Philippe du Roule;SAINT-PHILIPPE-DU-ROULE;Saint-Philippe du Roule;2247;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109051;9;METRO;M9;3.0;110.0;RATP;0;1;0;649390.9483;6863820.7798;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a
48.8842789443,2.36588135817;"{""type"": ""Point"", ""coordinates"": [2.365881358169886, 48.88427894428395]}";290;44901;808;Stalingrad;STALINGRAD;Stalingrad;2035;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-105055;2;METRO;M2;3.0;110.0;RATP;0;1;0;653497.5585;6865104.8108;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1
48.8843851454,2.36939198436;"{""type"": ""Point"", ""coordinates"": [2.36939198436133, 48.88438514535302]}";292;44901;810;Stalingrad;STALINGRAD;Stalingrad;2181;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-105055;7;METRO;M7;3.0;110.0;RATP;0;1;0;653755.0955;6865114.558;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.8779727014,2.29831037512;"{""type"": ""Point"", ""coordinates"": [2.298310375124942, 48.87797270142754]}";299;44931;850;Ternes;TERNES;Ternes;2046;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102075;2;METRO;M2;3.0;110.0;RATP;0;1;0;648536.2024;6864445.5141;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1
48.8192233496,2.35970521675;"{""type"": ""Point"", ""coordinates"": [2.35970521674602, 48.81922334960905]}";308;44506;703;Porte d'Italie;PORTE D'ITALIE;Porte d'Italie;2155;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107083;7;METRO;M7;3.0;110.0;RATP;0;1;0;652985.99;6857874.877;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.8213557838,2.36929058735;"{""type"": ""Point"", ""coordinates"": [2.369290587346029, 48.82135578381407]}";309;44507;704;Porte d'Ivry;PORTE D'IVRY;Porte d'Ivry;2153;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107087;7;METRO;M7;3.0;110.0;RATP;0;1;0;653691.6801;6858106.3134;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.823411629,2.32557563621;"{""type"": ""Point"", ""coordinates"": [2.325575636212245, 48.82341162898737]}";311;44508;706;Porte d'Orléans;PORTE D'ORLEANS;Porte d'Orléans;2100;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104079;4;METRO;M4;3.0;110.0;RATP;0;1;0;650484.043;6858361.4233;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb
48.8389642807,2.33075419209;"{""type"": ""Point"", ""coordinates"": [2.330754192086216, 48.83896428071055]}";323;45314;724;Raspail;RASPAIL;Raspail;2137;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-104071;6;METRO;M6;3.0;110.0;RATP;0;1;0;650878.8981;6860087.4642;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0
48.8663402993,2.35206831805;"{""type"": ""Point"", ""coordinates"": [2.35206831805007, 48.86634029928854]}";324;44600;725;Réaumur Sébastopol;REAUMUR-SEBASTOPOL;Réaumur-Sébastopol;2065;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-104047;3;METRO;M3;3.0;110.0;RATP;0;1;0;652468.2482;6863118.3797;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a
48.8675034238,2.36382614398;"{""type"": ""Point"", ""coordinates"": [2.363826143977407, 48.867503423778835]}";327;44617;729;République;REPUBLIQUE;République;2290;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;;11;3.0;11-109069;11;METRO;M11;3.0;110.0;RATP;0;1;0;653331.8161;6863240.6969;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94
48.888267617,2.37420401204;"{""type"": ""Point"", ""coordinates"": [2.374204012035862, 48.88826761697048]}";336;44643;739;Riquet;RIQUET;Riquet;2182;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107037;7;METRO;M7;3.0;110.0;RATP;0;1;0;654111.394;6865543.4601;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.8555509402,2.32571242217;"{""type"": ""Point"", ""coordinates"": [2.325712422170926, 48.855550940165315]}";340;58717;752;Rue du Bac;RUE DU BAC;Rue du Bac;2314;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112055;12;METRO;M12;3.0;110.0;RATP;0;1;0;650524.602;6861934.8835;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
48.8714977394,2.34315477308;"{""type"": ""Point"", ""coordinates"": [2.343154773075232, 48.871497739350026]}";342;43310;755;Grands Boulevards (Rue Montmartre);GRANDS BOULEVARDS (RUE MONTMARTRE);Grands Boulevards;2241;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-108045;9;METRO;M9;3.0;110.0;RATP;0;1;0;651819.1431;6863697.2503;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a
48.9299358897,2.35603579417;"{""type"": ""Point"", ""coordinates"": [2.356035794172796, 48.929935889678674]}";346;44861;762;Saint-Denis-Porte de Paris;SAINT-DENIS-PORTE DE PARIS;Saint-Denis-Porte de Paris;2354;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;C01383;13;5.0;13-114079;13;METRO;M13;3.0;110.0;RATP;899955;1;0;652816.9646;6870187.543;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1
48.8415055224,2.30794867934;"{""type"": ""Point"", ""coordinates"": [2.30794867933675, 48.84150552236794]}";357;45060;919;Volontaires;VOLONTAIRES;Volontaires;2321;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112041;12;METRO;M12;3.0;110.0;RATP;0;1;0;649207.5446;6860384.4512;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
48.8264260109,2.35724565076;"{""type"": ""Point"", ""coordinates"": [2.357245650758685, 48.82642601087566]}";368;58740;855;Tolbiac;TOLBIAC;Tolbiac;2161;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107079;7;METRO;M7;3.0;110.0;RATP;0;1;0;652811.918;6858677.1935;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.7964830828,2.36826954143;"{""type"": ""Point"", ""coordinates"": [2.36826954143277, 48.79648308275903]}";376;53207;898;Villejuif-Paul Vaillant-Couturier;VILLEJUIF-PAUL VAILLANT-COUTURIER;Villejuif-Paul Vaillant-Couturier;2157;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107099;7;METRO;M7;3.0;110.0;RATP;899958;1;0;653594.5882;6855341.3986;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.8361229793,2.27811917696;"{""type"": ""Point"", ""coordinates"": [2.278119176961231, 48.83612297928514]}";397;45357;979;Balard;BALARD;Balard;5461;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01193;;T3A;33.0;T3A-108019;3A;TRAMWAY;T3A;5.0;112.0;RATP;0;1;0;647012.8246;6859805.5751;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
48.8760012915,2.22595909514;"{""type"": ""Point"", ""coordinates"": [2.225959095144879, 48.87600129150148]}";398;42315;64;Belvédère;BELVEDERE;Belvédère;3552;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-446;2;TRAMWAY;T2;5.0;112.0;RATP;0;1;0;643227.7788;6864275.8956;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.9177837253,2.41769109334;"{""type"": ""Point"", ""coordinates"": [2.417691093337975, 48.91778372525545]}";404;42866;243;Drancy-Avenir;DRANCY-AVENIR;Drancy-Avenir;3507;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1013;1;TRAMWAY;T1;5.0;112.0;RATP;0;1;0;657324.3755;6868801.1591;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
48.9363891471,2.3636407022;"{""type"": ""Point"", ""coordinates"": [2.363640702197924, 48.93638914706168]}";406;46327;187;Cimetière de Saint-Denis;CIMETIERE DE SAINT-DENIS;Cimetière de Saint-Denis;3516;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1004;1;TRAMWAY;T1;5.0;112.0;RATP;0;1;0;653379.9447;6870900.6225;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
48.9335864037,2.37108317162;"{""type"": ""Point"", ""coordinates"": [2.371083171623859, 48.93358640372979]}";412;43375;350;Hôpital Delafontaine;HOPITAL DELAFONTAINE;Hôpital Delafontaine;3515;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1005;1;TRAMWAY;T1;5.0;112.0;RATP;0;1;0;653922.6904;6870584.5906;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
48.8191743291,2.23859833779;"{""type"": ""Point"", ""coordinates"": [2.238598337792144, 48.81917432913315]}";423;44137;539;Meudon-Sur-Seine;MEUDON-SUR-SEINE;Meudon-Sur-Seine;3559;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-433;2;TRAMWAY;T2;5.0;112.0;RATP;0;1;0;644093.8494;6857948.3523;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.8574714089,2.22060356003;"{""type"": ""Point"", ""coordinates"": [2.220603560028727, 48.85747140891034]}";429;47370;457;Les Coteaux;LES COTEAUX;Les Coteaux;3554;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-324;2;TRAMWAY;T2;5.0;112.0;RATP;113845;1;0;642814.6512;6862219.4104;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.8431243999,2.22185149475;"{""type"": ""Point"", ""coordinates"": [2.221851494752013, 48.843124399912504]}";435;44249;623;Parc de Saint-Cloud;PARC DE SAINT-CLOUD;Parc de Saint-Cloud;3556;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-323;2;TRAMWAY;T2;5.0;112.0;RATP;6600025;1;0;642890.4899;6860623.278;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.8959158362,2.46033007088;"{""type"": ""Point"", ""coordinates"": [2.460330070883344, 48.895915836209156]}";438;44201;973;Noisy-le-Sec - RER;NOISY-LE-SEC;NOISY-LE-SEC;3524;Tramway;0;0;0;0;1;0;0;0;0;0;0;T1;0;0;A01191;;T1;31.0;T1-360;1;TRAMWAY;T1;5.0;112.0;RATP;113217;1;0;660432.5847;6866347.3039;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
48.8380758906,2.27117440207;"{""type"": ""Point"", ""coordinates"": [2.271174402071582, 48.8380758905515]}";440;58798;978;Pont du Garigliano;PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;Pont du Garigliano;5460;Tramway;0;0;0;0;1;0;0;0;0;0;0;T3A;0;0;A01193;;T3A;33.0;T3A-1301;3A;TRAMWAY;T3A;5.0;112.0;RATP;0;1;0;646505.086;6860027.3987;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
48.8190515147,2.36012974202;"{""type"": ""Point"", ""coordinates"": [2.360129742015262, 48.819051514651406]}";449;44506;991;Porte d'Italie;PORTE D'ITALIE;Porte d'Italie;5474;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01193;;T3A;33.0;T3A-107083;3A;TRAMWAY;T3A;5.0;112.0;RATP;0;1;0;653017.0055;6857855.5184;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
48.8218295581,2.37005360353;"{""type"": ""Point"", ""coordinates"": [2.370053603529676, 48.82182955806903]}";450;44507;993;Porte d'Ivry;PORTE D'IVRY;Porte d'Ivry;5168;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01193;;T3A;33.0;T3A-107087;3A;TRAMWAY;T3A;5.0;112.0;RATP;0;1;0;653748.1218;6858158.5442;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
48.8231516331,2.32550957782;"{""type"": ""Point"", ""coordinates"": [2.325509577822383, 48.82315163312807]}";451;44508;986;Porte d'Orléans;PORTE D'ORLEANS;Porte d'Orléans;5469;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01193;;T3A;33.0;T3A104079;3A;TRAMWAY;T3A;5.0;112.0;RATP;0;1;0;650478.9462;6858332.5564;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
48.930934183,2.51504966242;"{""type"": ""Point"", ""coordinates"": [2.515049662417906, 48.93093418298659]}";454;411283;994;Rougemont-Chanteloup;ROUGEMONT-CHANTELOUP;Rougemont-Chanteloup;5170;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01761;;T4;34.0;T4-1401;4;TRAMWAY;T4;5.0;822.0;SNCF;0;1;0;664468.3672;6870215.2679;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7906e64f9ef97531ad26719b8713713e
48.9361346923,2.34644376242;"{""type"": ""Point"", ""coordinates"": [2.346443762422669, 48.936134692264424]}";455;43197;760;Gare de Saint-Denis;GARE DE SAINT-DENIS;Gare de Saint-Denis;3520;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-416;1;TRAMWAY;T1;5.0;112.0;RATP;0;1;0;652119.881;6870882.6177;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
48.8316965931,2.28147044408;"{""type"": ""Point"", ""coordinates"": [2.281470444083867, 48.83169659310699]}";459;45356;1009;Porte d'Issy;PORTE D'ISSY;Porte d'Issy;5447;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-1503;2;TRAMWAY;T2;5.0;112.0;RATP;0;1;0;647254.3274;6859311.1698;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
