Geo Point;Geo Shape;OBJECTID;id_ref_zdl;gares_id;nom_gare;nomlong;nom_iv;num_mod;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;cod_ligf;ligne_code;indice_lig;reseau;res_com;cod_resf;res_stif;exploitant;num_psr;idf;principal;x;y;picto ligne
48.8053776622,2.48634974878;"{""type"": ""Point"", ""coordinates"": [2.486349748779074, 48.805377662161476]}";837;43234;431;LE PARC-DE-SAINT-MAUR;LE PARC-DE-SAINT-MAUR;LE PARC DE SAINT-MAUR;2419;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-346;A;RER;RER A;2.0;801.0;RATP;758169;1;0;662274.7753;6856267.4523;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a
48.8900862356,2.13460087523;"{""type"": ""Point"", ""coordinates"": [2.134600875228716, 48.89008623555384]}";843;53784;438;LE VÉSINET-CENTRE;LE VESINET-CENTRE;LE VÉSINET-CENTRE;2402;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-97;A;RER;RER A;2.0;801.0;RATP;758078;1;0;636544.5065;6865911.5752;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a
48.9926138816,1.95547924753;"{""type"": ""Point"", ""coordinates"": [1.955479247534605, 48.99261388163913]}";848;54249;448;LES CLAIRIÈRES-DE-VERNEUIL;LES CLAIRIERES-DE-VERNEUIL;LES CLAIRIERES DE VERNEUIL;2706;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-133;J;TRAIN;LIGNE J;1.0;854.0;SNCF;386664;1;0;623561.907;6877470.8667;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751
49.1147839701,2.21001986929;"{""type"": ""Point"", ""coordinates"": [2.210019869292197, 49.11478397008506]}";859;47589;470;L'ISLE-ADAM-PARMAIN;L'ISLE-ADAM-PARMAIN;L'ISLE-ADAM-PARMAIN;3082;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-273;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276527;1;0;642324.4147;6890841.0082;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79
48.513754591,3.25003498258;"{""type"": ""Point"", ""coordinates"": [3.250034982583049, 48.51375459097528]}";864;47914;475;LONGUEVILLE;LONGUEVILLE;LONGUEVILLE;2968;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-41;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116137;1;1;718466.6694;6823752.4743;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e
48.8020493803,2.42648240848;"{""type"": ""Point"", ""coordinates"": [2.426482408484047, 48.802049380323915]}";871;43154;498;MAISONS-ALFORT-ALFORTVILLE;MAISONS-ALFORT-ALFORTVILLE;MAISONS-ALFORT ALFORTVILLE;2851;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-373;D;RER;RER D;2.0;804.0;SNCF;681155;1;0;657875.1827;6855927.6603;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.7707789189,2.69025278082;"{""type"": ""Point"", ""coordinates"": [2.690252780824527, 48.77077891885493]}";872;46572;965;OZOIR-LA-FERRIÈRE;OZOIR-LA-FERRIERE;OZOIR-LA-FERRIERE;2941;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;;RER E;28.0;RER E-11;E;RER;RER E;2.0;805.0;SNCF;116020;1;0;677235.3131;6852342.4272;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87
48.7169462876,2.24567251458;"{""type"": ""Point"", ""coordinates"": [2.245672514581905, 48.71694628758514]}";873;47009;616;PALAISEAU;PALAISEAU;PALAISEAU;2459;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;;RER B;25.0;RER B-172;B;RER;RER B;2.0;802.0;RATP;758805;1;0;644504.6761;6846577.5278;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1
49.014133685,2.07830659141;"{""type"": ""Point"", ""coordinates"": [2.078306591409993, 49.01413368498304]}";887;47879;940;NEUVILLE UNIVERSITÉ;NEUVILLE UNIVERSITE;NEUVILLE UNIVERSITE;2444;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-444;L;TRAIN;LIGNE L;1.0;854.0;SNCF;334480;1;0;632577.9185;6879752.0129;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270
48.938719239,1.84051702968;"{""type"": ""Point"", ""coordinates"": [1.840517029678014, 48.938719239034]}";888;47944;592;NÉZEL-AULNAY;NEZEL-AULNAY;NÉZEL AULNAY;2782;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-94;N;TRAIN;LIGNE N;1.0;852.0;SNCF;381731;1;0;615061.5355;6871595.5079;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
49.0191367398,2.15466348564;"{""type"": ""Point"", ""coordinates"": [2.154663485640923, 49.01913673984223]}";898;43180;645;PIERRELAYE;PIERRELAYE;PIERRELAYE;2575;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-231;C;RER;RER C;2.0;803.0;SNCF;276097;1;0;638169.176;6880245.8814;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
49.0074232971,2.19761981397;"{""type"": ""Point"", ""coordinates"": [2.197619813968744, 49.007423297130686]}";901;43166;558;MONTIGNY-BEAUCHAMP;MONTIGNY-BEAUCHAMP;MONTIGNY-BEAUCHAMP;3088;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-230;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276089;1;0;641297.8019;6878910.5014;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79
48.5871539054,2.47349036636;"{""type"": ""Point"", ""coordinates"": [2.473490366362305, 48.587153905360346]}";910;45761;571;MOULIN-GALANT;MOULIN-GALANT;MOULIN-GALANT;2883;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-208;D;RER;RER D;2.0;804.0;SNCF;681403;1;0;661168.5531;6832012.208;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.8137984821,3.04293826468;"{""type"": ""Point"", ""coordinates"": [3.042938264684506, 48.81379848212796]}";911;47943;572;MOUROUX;MOUROUX;MOUROUX;2977;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-30;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116285;1;0;703153.129;6857081.9219;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e
48.5621248332,3.01176932905;"{""type"": ""Point"", ""coordinates"": [3.011769329050154, 48.56212483320998]}";913;47158;576;NANGIS;NANGIS;NANGIS;2966;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-40;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116095;1;0;700868.4396;6829100.3747;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e
49.0466457626,2.09519506723;"{""type"": ""Point"", ""coordinates"": [2.095195067225968, 49.04664576264112]}";932;44496;675;PONTOISE;PONTOISE;PONTOISE;3095;Train;1;1;0;0;0;0;0;TRAIN_H;TRAIN_H;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-249;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276139;1;1;633854.6907;6883353.2516;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79
48.9056549549,2.32240040315;"{""type"": ""Point"", ""coordinates"": [2.322400403154985, 48.905654954927364]}";940;43203;832;SAINT-OUEN;SAINT-OUEN;SAINT-OUEN;2508;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-430;C;RER;RER C;2.0;803.0;SNCF;271254;1;0;650329.4003;6867508.1964;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
49.0339876363,2.12826387392;"{""type"": ""Point"", ""coordinates"": [2.128263873923673, 49.03398763627145]}";943;43150;961;SAINT-OUEN-L'AUMÔNE-LIESSE;SAINT-OUEN-L'AUMONE-LIESSE;SAINT-OUEN-L'AUMÔNE LIESSE;3048;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-458;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276100;1;0;636256.5279;6881918.3815;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79
48.7873902383,2.04462198717;"{""type"": ""Point"", ""coordinates"": [2.044621987173175, 48.787390238280715]}";947;43249;938;SAINT-QUENTIN-EN-YVELINES;SAINT-QUENTIN-EN-YVELINES;SAINT-QUENTIN-EN-YVELINES;2760;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-80;N;TRAIN;LIGNE N;1.0;852.0;SNCF;393843;1;1;629808.9427;6854569.3771;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
48.9175671757,2.3503895379;"{""type"": ""Point"", ""coordinates"": [2.350389537900992, 48.91756717568537]}";965;43204;806;STADE DE FRANCE-SAINT-DENIS;STADE DE FRANCE-SAINT-DENIS;STADE DE FRANCE-SAINT-DENIS;2610;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;;RER D;27.0;RER D-451;D;RER;RER D;2.0;804.0;SNCF;0;1;0;652391.9594;6868815.5547;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.8717141912,2.22102955043;"{""type"": ""Point"", ""coordinates"": [2.22102955043113, 48.871714191156556]}";968;43205;843;SURESNES-MONT-VALÉRIEN;SURESNES-MONT VALERIEN;SURESNES MONT VALÉRIEN;2713;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-378;L;TRAIN;LIGNE L;1.0;854.0;SNCF;382374;1;0;642861.5291;6863802.7627;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270
48.8294290153,1.66901016137;"{""type"": ""Point"", ""coordinates"": [1.669010161365563, 48.82942901532875]}";970;47959;846;TACOIGNIÈRES-RICHEBOURG;TACOIGNIERES-RICHEBOURG;TACOIGNIÈRES RICHEBOURG;2776;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-106;N;TRAIN;LIGNE N;1.0;852.0;SNCF;393454;1;0;602293.9951;6859642.5323;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
49.1140619515,2.28791534353;"{""type"": ""Point"", ""coordinates"": [2.287915343526004, 49.11406195154222]}";972;47946;710;PRESLES-COURCELLES;PRESLES-COURCELLES;PRESLES COURCELLES;3065;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-268;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276501;1;0;648010.5913;6890706.6159;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79
48.6589754238,2.41520683997;"{""type"": ""Point"", ""coordinates"": [2.415206839972444, 48.6589754238234]}";977;47948;740;RIS-ORANGIS;RIS-ORANGIS;RIS-ORANGIS;2879;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-154;D;RER;RER D;2.0;804.0;SNCF;681338;1;0;656929.2;6840026.8224;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.7956548214,2.65038766708;"{""type"": ""Point"", ""coordinates"": [2.650387667079847, 48.79565482140809]}";979;46568;964;ROISSY-EN-BRIE;ROISSY-EN-BRIE;ROISSY-EN-BRIE;2940;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;;RER E;28.0;RER E-10;E;RER;RER E;2.0;805.0;SNCF;116038;1;0;674317.7146;6855120.5286;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87
48.8699124201,2.48576114197;"{""type"": ""Point"", ""coordinates"": [2.485761141966139, 48.86991242009122]}";981;47877;748;ROSNY-SOUS-BOIS;ROSNY-SOUS-BOIS;ROSNY-SOUS-BOIS;2929;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;;RER E;28.0;RER E-358;E;RER;RER E;2.0;805.0;SNCF;113704;1;0;662278.2773;6863443.4031;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87
48.7987076353,2.07184700593;"{""type"": ""Point"", ""coordinates"": [2.071847005929401, 48.798707635288345]}";990;46990;814;SAINT-CYR;SAINT-CYR;SAINT-CYR;2544;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-79;C;RER;RER C;2.0;803.0;SNCF;393223;1;0;631823.8462;6855803.8011;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
48.8980764111,2.0948366283;"{""type"": ""Point"", ""coordinates"": [2.094836628297753, 48.89807641113001]}";997;43198;820;SAINT-GERMAIN-EN-LAYE;SAINT-GERMAIN-EN-LAYE;SAINT-GERMAIN-EN-LAYE;2400;RER;1;0;1;0;0;0;0;RER_A;0;RER_A;0;0;0;0;A01856;;RER A;24.0;RER A-95;A;RER;RER A;2.0;801.0;RATP;758094;1;1;633639.0981;6866832.704;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a
48.8153286196,1.87750420433;"{""type"": ""Point"", ""coordinates"": [1.877504204332997, 48.81532861959145]}";1007;46847;911;VILLIERS-NEAUPHLE PONTCHARTRAIN;VILLIERS-NEAUPHLE PONTCHARTRAIN;VILLIERS NEAUPHLE PONTCHARTRAIN;2772;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-89;N;TRAIN;LIGNE N;1.0;852.0;SNCF;393884;1;0;617575.8221;6857837.0647;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
48.8007184639,2.17138981276;"{""type"": ""Point"", ""coordinates"": [2.171389812756378, 48.80071846386354]}";1012;46688;916;VIROFLAY R.G;VIROFLAY RIVE GAUCHE;VIROFLAY RIVE GAUCHE;2542;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-73;C;RER;RER C;2.0;803.0;SNCF;382887;1;0;639137.6827;6855946.0349;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
48.676092434,2.38678379703;"{""type"": ""Point"", ""coordinates"": [2.38678379703343, 48.676092433958694]}";1013;43225;917;VIRY-CHÂTILLON;VIRY-CHATILLON;VIRY-CHATILLON;2877;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-152;D;RER;RER D;2.0;804.0;SNCF;681312;1;0;654850.6244;6841945.6583;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.4309707241,2.75317756884;"{""type"": ""Point"", ""coordinates"": [2.753177568842822, 48.43097072411468]}";1016;47136;922;VULAINES-SUR-SEINE-SAMOREAU;VULAINES-SUR-SEINE-SAMOREAU;VULAINES-SUR-SEINE-SAMOREAU;2909;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01845;;LIGNE R;19.0;LIGNE R-57;R;TRAIN;LIGNE R;1.0;851.0;SNCF;682443;1;0;681741.8328;6814549.5884;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb
48.7591889832,2.19213581266;"{""type"": ""Point"", ""coordinates"": [2.192135812662606, 48.75918898322]}";1022;43215;874;VAUBOYEN;VAUBOYEN;VAUBOYEN;2809;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-78;C;RER;RER C;2.0;803.0;SNCF;393538;1;0;640614.2037;6851312.9294;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
48.8366433171,2.15269740029;"{""type"": ""Point"", ""coordinates"": [2.152697400290883, 48.83664331713263]}";1024;43216;876;VAUCRESSON;VAUCRESSON;VAUCRESSON;2717;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-385;L;TRAIN;LIGNE L;1.0;854.0;SNCF;382267;1;0;637807.6191;6859954.9042;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270
48.6443736249,2.82516993433;"{""type"": ""Point"", ""coordinates"": [2.825169934327648, 48.6443736249188]}";1026;47187;881;VERNEUIL-L'ÉTANG;VERNEUIL-L'ETANG;VERNEUIL-L'ÉTANG;2964;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-38;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116079;1;0;687119.8299;6838258.2318;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e
48.8768369549,2.32473804682;"{""type"": ""Point"", ""coordinates"": [2.324738046824974, 48.876836954868786]}";1036;58566;1016;SAINT-LAZARE;SAINT-LAZARE;SAINT-LAZARE;2650;Train;1;1;0;0;0;0;0;TRAIN_J;TRAIN_J;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-329;J;TRAIN;LIGNE J;1.0;854.0;SNCF;384008;1;1;650473.3505;6864302.3271;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751
48.3943084388,2.76402819014;"{""type"": ""Point"", ""coordinates"": [2.764028190138807, 48.39430843876095]}";1040;47961;853;THOMERY;THOMERY;THOMERY;2868;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01845;;LIGNE R;19.0;LIGNE R-60;R;TRAIN;LIGNE R;1.0;851.0;SNCF;682252;1;0;682532.3039;6810471.9919;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb
48.7748028098,2.00656686906;"{""type"": ""Point"", ""coordinates"": [2.006566869057666, 48.7748028097795]}";1045;43209;925;TRAPPES;TRAPPES;TRAPPES;2828;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01855;;LIGNE U;21.0;LIGNE U-81;U;TRAIN;LIGNE U;1.0;855.0;SNCF;393835;1;0;626995.5928;6853204.424;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/ad17c1cb67aaae07b61e7288ce4008c8
48.7748028098,2.00656686906;"{""type"": ""Point"", ""coordinates"": [2.006566869057666, 48.7748028097795]}";1046;43209;858;TRAPPES;TRAPPES;TRAPPES;2761;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-81;N;TRAIN;LIGNE N;1.0;852.0;SNCF;393835;1;0;626995.5928;6853204.424;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
48.9503043535,2.23111003501;"{""type"": ""Point"", ""coordinates"": [2.231110035011993, 48.95030435354745]}";1051;43212;867;VAL D'ARGENTEUIL;VAL D'ARGENTEUIL;VAL D'ARGENTEUIL;2658;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-220;J;TRAIN;LIGNE J;1.0;854.0;SNCF;381798;1;0;643686.0184;6872534.3684;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751
48.8537955765,2.48818757518;"{""type"": ""Point"", ""coordinates"": [2.488187575181283, 48.85379557653646]}";1052;47900;869;VAL-DE-FONTENAY;VAL-DE-FONTENAY;VAL DE FONTENAY;2424;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-355;A;RER;RER A;2.0;801.0;RATP;758300;1;1;662444.6486;6861650.1632;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a
48.5926277413,2.46180638884;"{""type"": ""Point"", ""coordinates"": [2.461806388842184, 48.59262774128592]}";1057;47904;894;VILLABÉ;VILLABE;VILLABÉ;2897;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-207;D;RER;RER D;2.0;804.0;SNCF;681619;1;0;660310.9903;6832626.5274;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.7301168314,2.44613583093;"{""type"": ""Point"", ""coordinates"": [2.446135830934544, 48.730116831420254]}";1060;45067;901;VILLENEUVE-SAINT-GEORGES;VILLENEUVE-SAINT-GEORGES;VILLENEUVE-SAINT-GEORGES;2855;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-422;D;RER;RER D;2.0;804.0;SNCF;681825;1;0;659262.6018;6847919.6523;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.9394868108,1.99960360966;"{""type"": ""Point"", ""coordinates"": [1.999603609660236, 48.93948681080072]}";1062;47966;903;VILLENNES-SUR-SEINE;VILLENNES-SUR-SEINE;VILLENNES-SUR-SEINE;2704;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-135;J;TRAIN;LIGNE J;1.0;854.0;SNCF;386649;1;0;626715.9052;6871521.4701;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751
48.9250943511,1.44379093871;"{""type"": ""Point"", ""coordinates"": [1.443790938714627, 48.92509435108641]}";1070;411362;1024;BUEIL;BUEIL;BUEIL;0;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;GRD LIGNES;0.0;GRD LIGNES-473;GL;GRANDES LIGNES;GL;0.0;0.0;SNCF;0;0;0;585972.6058;6870580.4302;
48.6050762776,1.6816457804;"{""type"": ""Point"", ""coordinates"": [1.681645780403712, 48.60507627758082]}";1072;411511;1026;EPERNON;EPERNON;EPERNON;0;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;GRD LIGNES;0.0;GRD LIGNES-475;GL;GRANDES LIGNES;GL;0.0;0.0;SNCF;0;0;0;602805.0282;6834686.5794;
48.4824105013,1.52235765163;"{""type"": ""Point"", ""coordinates"": [1.5223576516285, 48.48241050129281]}";1077;411504;1030;LA VILLETTE-SAINT-PREST;LA VILLETTE-SAINT-PREST;LA VILLETTE-SAINT-PREST;0;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;GRD LIGNES;0.0;GRD LIGNES-479;GL;GRANDES LIGNES;GL;0.0;0.0;SNCF;0;0;0;590807.7293;6821260.6841;
48.3426136802,3.07174645374;"{""type"": ""Point"", ""coordinates"": [3.071746453743138, 48.34261368016395]}";1083;411464;1038;VILLENEUVE-LA-GUYARD;VILLENEUVE-LA-GUYARD;VILLENEUVE-LA-GUYARD;0;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;GRD LIGNES;0.0;GRD LIGNES-487;GL;GRANDES LIGNES;GL;0.0;0.0;SNCF;0;0;0;705316.2236;6804702.417;
48.1376108053,3.28974196062;"{""type"": ""Point"", ""coordinates"": [3.289741960615085, 48.137610805283735]}";1086;411455;1041;ETIGNY-VERON;ETIGNY-VERON;ETIGNY VERON;0;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;GRD LIGNES;0.0;GRD LIGNES-490;GL;GRANDES LIGNES;GL;0.0;0.0;SNCF;0;0;0;721552.675;6781955.5177;
49.1667750398,2.36230352857;"{""type"": ""Point"", ""coordinates"": [2.362303528565356, 49.16677503980789]}";1101;411332;1057;BORAN-SUR-OISE;BORAN-SUR-OISE;BORAN-SUR-OISE;0;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-505;H;TRAIN;LIGNE H;1.0;853.0;SNCF;0;0;0;653488.9078;6896523.0115;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79
49.2208070506,1.90529906189;"{""type"": ""Point"", ""coordinates"": [1.905299061887722, 49.22080705063382]}";1106;411342;1061;LIANCOURT-SAINT-PIERRE;LIANCOURT-SAINT-PIERRE;LIANCOURT SAINT-PIERRE;0;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-509;J;TRAIN;LIGNE J;1.0;854.0;SNCF;0;0;0;620241.7927;6902898.0991;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751
